qid,in_p17,in_p131,relation_group,has_kkwiki
Q16684126,1,1,P17+P131,1
Q16651362,1,1,P17+P131,1
Q3910982,1,0,P17_only,0
Q12556376,1,1,P17+P131,1
Q32200254,1,1,P17+P131,0
Q18406924,1,1,P17+P131,1
Q32205028,1,1,P17+P131,0
Q12529422,1,1,P17+P131,1
Q32184160,1,0,P17_only,0
Q4469981,1,1,P17+P131,1
Q102423106,1,1,P17+P131,0
Q7246178,1,1,P17+P131,1
Q12539613,1,1,P17+P131,1
Q13666740,1,1,P17+P131,1
Q32360898,1,0,P17_only,0
Q108783937,1,1,P17+P131,0
Q12532693,1,0,P17_only,1
Q13652591,0,1,P131_only,1
Q12015077,1,1,P17+P131,1
Q27430891,1,0,P17_only,0
Q25494080,1,0,P17_only,1
Q2081982,1,0,P17_only,0
Q32204615,1,0,P17_only,0
Q125422826,1,1,P17+P131,0
Q13643393,1,1,P17+P131,1
Q32203116,1,0,P17_only,1
Q32213782,1,1,P17+P131,0
Q16661447,1,1,P17+P131,1
Q97426041,1,0,P17_only,0
Q13553681,0,1,P131_only,1
Q12528679,1,0,P17_only,1
Q12531121,1,0,P17_only,1
Q12564663,1,0,P17_only,1
Q12542917,1,0,P17_only,1
Q64680711,1,0,P17_only,0
Q16272369,0,1,P131_only,1
Q16720749,1,1,P17+P131,1
Q23958875,1,0,P17_only,1
Q54240710,0,1,P131_only,0
Q123363809,1,0,P17_only,0
Q20098132,1,1,P17+P131,1
Q32172565,1,0,P17_only,0
Q16678923,1,1,P17+P131,1
Q16669494,1,1,P17+P131,1
Q16715422,1,1,P17+P131,1
Q135812051,1,0,P17_only,0
Q61369326,1,1,P17+P131,1
Q12702186,1,0,P17_only,0
Q12528917,1,1,P17+P131,1
Q13652408,0,1,P131_only,1
Q16723551,1,1,P17+P131,1
Q27348151,1,1,P17+P131,0
Q18409686,1,1,P17+P131,1
Q12547334,1,1,P17+P131,1
Q22680810,1,0,P17_only,0
Q64640672,1,0,P17_only,0
Q13646198,1,1,P17+P131,1
Q32173764,0,1,P131_only,0
Q16648044,1,1,P17+P131,1
Q20484977,1,0,P17_only,1
Q97678549,1,0,P17_only,0
Q12572863,1,1,P17+P131,1
Q16433356,1,0,P17_only,1
Q4186453,1,1,P17+P131,1
Q32192984,1,1,P17+P131,0
Q4380522,1,0,P17_only,1
Q20098342,1,1,P17+P131,1
Q136261122,1,0,P17_only,0
Q3552542,1,0,P17_only,1
Q16692707,1,1,P17+P131,1
Q55659776,1,1,P17+P131,1
Q124214965,1,0,P17_only,0
Q2456359,1,1,P17+P131,1
Q12553042,1,0,P17_only,1
Q12574517,1,0,P17_only,1
Q30974537,1,1,P17+P131,1
Q13645855,1,1,P17+P131,1
Q18395268,1,1,P17+P131,0
Q27354184,1,1,P17+P131,0
Q135828998,1,0,P17_only,0
Q13647340,1,1,P17+P131,1
Q65252376,1,0,P17_only,0
Q20098540,1,1,P17+P131,1
Q13359455,0,1,P131_only,1
Q23958913,1,0,P17_only,1
Q12579378,1,0,P17_only,1
Q7574490,1,1,P17+P131,1
Q61085373,1,0,P17_only,0
Q13651755,1,1,P17+P131,1
Q16434775,1,0,P17_only,1
Q62399533,1,0,P17_only,1
Q12554009,1,1,P17+P131,1
Q12533213,1,0,P17_only,1
Q12561069,1,1,P17+P131,1
Q123363841,1,0,P17_only,0
Q12533444,1,0,P17_only,1
Q32212531,1,0,P17_only,0
Q20483413,1,0,P17_only,1
Q48948762,1,0,P17_only,1
Q32216695,1,0,P17_only,1
Q4346361,1,1,P17+P131,1
Q1375778,1,0,P17_only,0
Q16274383,1,1,P17+P131,1
Q32193855,1,0,P17_only,0
Q118352572,1,0,P17_only,0
Q32188269,1,0,P17_only,0
Q4077004,1,1,P17+P131,0
Q122240971,1,1,P17+P131,1
Q32216621,1,0,P17_only,0
Q61369329,1,1,P17+P131,1
Q4515717,1,1,P17+P131,1
Q6380637,1,1,P17+P131,1
Q27357704,1,0,P17_only,0
Q120002162,1,1,P17+P131,0
Q12575083,1,0,P17_only,1
Q86664941,1,0,P17_only,0
Q107519962,1,0,P17_only,0
Q16685603,1,1,P17+P131,1
Q12533993,1,0,P17_only,1
Q32186517,1,0,P17_only,1
Q32184604,1,0,P17_only,0
Q25525373,1,0,P17_only,1
Q18409009,1,1,P17+P131,1
Q13650115,1,1,P17+P131,1
Q12532250,1,0,P17_only,1
Q32172025,1,0,P17_only,0
Q112544039,1,1,P17+P131,0
Q44183790,1,1,P17+P131,0
Q64198861,1,0,P17_only,1
Q12568914,1,1,P17+P131,1
Q16667506,1,1,P17+P131,0
Q61367001,1,1,P17+P131,1
Q12565436,1,1,P17+P131,1
Q12570674,1,1,P17+P131,1
Q12531845,1,1,P17+P131,1
Q4737943,1,0,P17_only,1
Q800370,1,1,P17+P131,1
Q16691580,1,1,P17+P131,1
Q12536575,1,0,P17_only,1
Q16669131,1,1,P17+P131,1
Q18408973,1,1,P17+P131,1
Q32218387,1,0,P17_only,0
Q59283273,1,0,P17_only,0
Q18408213,1,1,P17+P131,1
Q32190768,1,0,P17_only,0
Q30681537,1,0,P17_only,0
Q124425497,1,1,P17+P131,0
Q111862439,1,0,P17_only,0
Q16432593,1,0,P17_only,1
Q138309699,1,0,P17_only,0
Q13643149,0,1,P131_only,1
Q18401640,1,1,P17+P131,1
Q20098994,1,1,P17+P131,1
Q55658256,1,0,P17_only,0
Q20073307,0,1,P131_only,1
Q12549416,1,0,P17_only,1
Q16432597,1,1,P17+P131,1
Q6358493,1,1,P17+P131,1
Q16688401,1,1,P17+P131,1
Q33060692,1,0,P17_only,0
Q27357755,1,0,P17_only,0
Q12555706,1,1,P17+P131,1
Q20486038,1,0,P17_only,1
Q16699076,1,1,P17+P131,1
Q116233809,1,0,P17_only,0
Q16272460,1,1,P17+P131,1
Q12690477,1,0,P17_only,0
Q135486455,1,0,P17_only,0
Q28671234,1,1,P17+P131,1
Q16692894,1,1,P17+P131,1
Q12530511,1,1,P17+P131,1
Q15845727,1,1,P17+P131,1
Q7510204,1,1,P17+P131,1
Q64196378,1,0,P17_only,1
Q16683643,1,1,P17+P131,1
Q2409294,1,0,P17_only,0
Q27357600,1,0,P17_only,0
Q27351899,1,0,P17_only,0
Q135829869,1,0,P17_only,0
Q12558599,1,1,P17+P131,1
Q13664548,1,1,P17+P131,1
Q20486080,1,0,P17_only,1
Q114976769,1,0,P17_only,1
Q12550432,1,0,P17_only,1
Q12542404,1,0,P17_only,1
Q27354826,1,0,P17_only,0
Q16667481,1,1,P17+P131,1
Q65264992,1,0,P17_only,0
Q108861986,1,0,P17_only,0
Q18399685,1,1,P17+P131,1
Q12555969,1,1,P17+P131,1
Q13642156,1,1,P17+P131,1
Q32200459,1,0,P17_only,0
Q12698985,1,0,P17_only,0
Q64201024,1,0,P17_only,1
Q18409464,1,1,P17+P131,1
Q29351370,0,1,P131_only,0
Q12533509,1,1,P17+P131,1
Q2378028,1,1,P17+P131,1
Q32199254,1,1,P17+P131,0
Q27354720,1,0,P17_only,0
Q65168838,1,0,P17_only,0
Q12578462,1,0,P17_only,1
Q12532275,1,0,P17_only,1
Q13422694,0,1,P131_only,1
Q25212545,1,1,P17+P131,0
Q108533851,1,0,P17_only,0
Q12578798,1,0,P17_only,1
Q3729154,1,0,P17_only,1
Q12533543,1,0,P17_only,1
Q13661806,1,1,P17+P131,1
Q27147282,1,0,P17_only,0
Q16661529,1,1,P17+P131,1
Q27354614,1,1,P17+P131,0
Q21515194,1,0,P17_only,1
Q20462613,1,1,P17+P131,0
Q12576895,1,0,P17_only,1
Q32193421,1,0,P17_only,0
Q13642119,1,1,P17+P131,1
Q32213596,1,0,P17_only,0
Q135829298,1,0,P17_only,0
Q36180966,1,0,P17_only,0
Q13640731,1,1,P17+P131,0
Q12682960,1,1,P17+P131,1
Q59487829,1,0,P17_only,0
Q13664001,1,1,P17+P131,1
Q20464948,1,0,P17_only,0
Q13391501,0,1,P131_only,1
Q16433717,1,1,P17+P131,1
Q16694813,1,1,P17+P131,1
Q4448046,1,0,P17_only,1
Q114976713,1,0,P17_only,1
Q137527308,1,0,P17_only,0
Q12544143,0,1,P131_only,1
Q16431075,1,0,P17_only,1
Q13649944,1,1,P17+P131,1
Q135828933,1,0,P17_only,0
Q123363642,1,0,P17_only,0
Q22204351,1,1,P17+P131,1
Q27358250,1,0,P17_only,0
Q12571247,1,0,P17_only,1
Q13645572,1,1,P17+P131,1
Q2086836,1,0,P17_only,1
Q20098249,1,1,P17+P131,1
Q16434405,1,1,P17+P131,1
Q12574027,1,0,P17_only,1
Q112003956,1,0,P17_only,0
Q16431724,1,0,P17_only,1
Q7495349,1,1,P17+P131,1
Q4206533,1,1,P17+P131,1
Q1019405,1,1,P17+P131,1
Q27430785,1,0,P17_only,0
Q61366989,1,1,P17+P131,0
Q135829149,1,0,P17_only,0
Q12560546,1,0,P17_only,1
Q112003970,1,0,P17_only,0
Q12560574,1,0,P17_only,1
Q27430551,1,0,P17_only,0
Q79861135,1,0,P17_only,0
Q16641836,0,1,P131_only,1
Q12579273,1,0,P17_only,1
Q27430547,1,0,P17_only,0
Q15617558,1,1,P17+P131,1
Q16661652,1,1,P17+P131,1
Q59290227,1,0,P17_only,0
Q16664643,1,0,P17_only,1
Q13664010,1,1,P17+P131,1
Q16432036,1,0,P17_only,1
Q12530276,1,1,P17+P131,1
Q111297054,1,0,P17_only,0
Q2705080,1,0,P17_only,0
Q13641710,1,1,P17+P131,1
Q12568727,1,0,P17_only,1
Q27357439,1,0,P17_only,0
Q16433552,1,1,P17+P131,1
Q139906410,1,1,P17+P131,0
Q30974976,1,1,P17+P131,1
Q135829892,1,0,P17_only,0
Q16696097,1,1,P17+P131,1
Q97547153,1,1,P17+P131,1
Q16692415,1,1,P17+P131,1
Q4482436,1,1,P17+P131,1
Q12532371,1,0,P17_only,1
Q121091544,1,0,P17_only,0
Q18399239,1,1,P17+P131,1
Q5029584,1,0,P17_only,1
Q19377009,1,0,P17_only,0
Q4157646,1,0,P17_only,0
Q12554218,1,1,P17+P131,1
Q56282584,1,0,P17_only,1
Q21019621,1,0,P17_only,0
Q18400556,1,1,P17+P131,1
Q112003989,1,0,P17_only,0
Q12528619,1,0,P17_only,1
Q20098212,1,1,P17+P131,1
Q13663482,1,1,P17+P131,1
Q86664982,1,0,P17_only,0
Q125228558,1,1,P17+P131,0
Q13643220,0,1,P131_only,1
Q16652410,1,1,P17+P131,1
Q20486013,1,0,P17_only,1
Q13663008,1,1,P17+P131,1
Q10857195,1,1,P17+P131,1
Q12547692,1,0,P17_only,1
Q958175,1,0,P17_only,1
Q27430956,1,0,P17_only,0
Q12530417,1,1,P17+P131,1
Q12565162,1,0,P17_only,1
Q27357117,1,0,P17_only,0
Q16708440,1,1,P17+P131,1
Q32171085,1,0,P17_only,0
Q32190505,1,1,P17+P131,0
Q32196320,1,0,P17_only,0
Q12571346,1,0,P17_only,1
Q27350662,1,0,P17_only,0
Q13484580,0,1,P131_only,1
Q19910441,0,1,P131_only,0
Q12579714,1,0,P17_only,1
Q20072657,0,1,P131_only,1
Q27430698,1,1,P17+P131,1
Q13653356,0,1,P131_only,1
Q13646543,1,1,P17+P131,1
Q12533460,1,0,P17_only,1
Q30973138,1,1,P17+P131,1
Q137527277,1,0,P17_only,0
Q18407106,1,1,P17+P131,1
Q13646659,1,1,P17+P131,1
Q32199794,1,0,P17_only,0
Q19952441,0,1,P131_only,0
Q767661,1,1,P17+P131,1
Q19615496,0,1,P131_only,1
Q65154025,1,1,P17+P131,0
Q12548642,1,0,P17_only,1
Q12564783,1,0,P17_only,1
Q12547895,1,1,P17+P131,1
Q20098225,1,1,P17+P131,1
Q55833348,1,0,P17_only,0
Q13655874,1,1,P17+P131,1
Q4178056,1,1,P17+P131,1
Q18409017,1,1,P17+P131,1
Q123363743,1,0,P17_only,0
Q12574107,1,0,P17_only,1
Q28668909,1,0,P17_only,0
Q6360609,1,1,P17+P131,1
Q16434577,1,0,P17_only,1
Q13649431,1,1,P17+P131,1
Q12528052,1,0,P17_only,1
Q1916971,1,1,P17+P131,0
Q125869075,1,1,P17+P131,1
Q30897574,1,1,P17+P131,0
Q16705183,1,1,P17+P131,1
Q16723634,1,1,P17+P131,1
Q27357325,1,0,P17_only,0
Q16669064,1,1,P17+P131,1
Q61366520,1,1,P17+P131,1
Q111287132,1,0,P17_only,1
Q97678604,1,0,P17_only,0
Q16694931,1,1,P17+P131,1
Q32177680,1,0,P17_only,0
Q19295660,1,0,P17_only,0
Q16432260,1,0,P17_only,1
Q56367464,1,1,P17+P131,1
Q56368522,1,1,P17+P131,1
Q4509615,1,1,P17+P131,1
Q111296975,1,0,P17_only,0
Q13651763,1,1,P17+P131,1
Q15918858,1,1,P17+P131,1
Q1296292,1,0,P17_only,0
Q32195563,1,0,P17_only,0
Q12529027,1,1,P17+P131,1
Q55657510,1,0,P17_only,0
Q32214780,1,1,P17+P131,0
Q12562307,1,0,P17_only,1
Q55836952,1,0,P17_only,1
Q16651381,1,1,P17+P131,1
Q14558614,1,1,P17+P131,1
Q138300238,1,0,P17_only,0
Q279065,1,1,P17+P131,1
Q32205228,1,0,P17_only,0
Q32191722,1,0,P17_only,0
Q31194572,1,0,P17_only,1
Q24360,1,0,P17_only,1
Q23014768,1,0,P17_only,1
Q16661548,1,1,P17+P131,1
Q60851058,1,1,P17+P131,0
Q27430800,1,0,P17_only,0
Q110776931,1,0,P17_only,0
Q20098520,1,1,P17+P131,1
Q49754784,1,0,P17_only,0
Q27354785,1,0,P17_only,0
Q32186248,1,1,P17+P131,0
Q79861124,1,0,P17_only,0
Q12570934,1,1,P17+P131,1
Q16705758,1,1,P17+P131,1
Q4505846,1,1,P17+P131,1
Q4528388,0,1,P131_only,0
Q16431385,1,1,P17+P131,1
Q12577591,1,1,P17+P131,1
Q12544122,0,1,P131_only,1
Q20484576,1,0,P17_only,1
Q20486269,1,0,P17_only,1
Q20484093,1,0,P17_only,1
Q27351868,1,1,P17+P131,0
Q123363641,1,0,P17_only,0
Q16274269,1,1,P17+P131,1
Q12526416,1,1,P17+P131,1
Q4203259,1,0,P17_only,0
Q15845830,1,1,P17+P131,1
Q123363557,1,0,P17_only,0
Q28671104,1,0,P17_only,0
Q13416156,0,1,P131_only,1
Q16698451,1,1,P17+P131,1
Q16712710,1,1,P17+P131,1
Q137831872,1,0,P17_only,0
Q108112890,1,0,P17_only,0
Q27430654,1,0,P17_only,0
Q16713186,1,1,P17+P131,0
Q54945852,1,0,P17_only,0
Q27355097,1,0,P17_only,0
Q32216296,1,1,P17+P131,0
Q13653353,0,1,P131_only,1
Q27357183,1,0,P17_only,0
Q16652533,1,1,P17+P131,1
Q2541309,1,0,P17_only,0
Q13664706,1,1,P17+P131,1
Q27358035,1,1,P17+P131,0
Q13648150,1,1,P17+P131,1
Q20485887,1,0,P17_only,1
Q12533397,1,0,P17_only,1
Q16721235,1,1,P17+P131,1
Q27357603,1,0,P17_only,0
Q120355716,1,0,P17_only,0
Q20074268,1,1,P17+P131,1
Q32174945,1,0,P17_only,0
Q12535797,1,0,P17_only,1
Q32190257,1,0,P17_only,0
Q97940703,1,1,P17+P131,0
Q16669237,1,1,P17+P131,1
Q16664078,1,1,P17+P131,1
Q16723926,1,1,P17+P131,1
Q32200321,1,0,P17_only,0
Q27348109,1,0,P17_only,0
Q16661805,1,0,P17_only,1
Q30975131,1,1,P17+P131,1
Q27351855,1,0,P17_only,0
Q12567073,1,0,P17_only,1
Q32196695,1,0,P17_only,0
Q65486311,1,0,P17_only,1
Q65940211,1,1,P17+P131,0
Q42201373,1,0,P17_only,0
Q77711940,1,1,P17+P131,1
Q16433050,1,0,P17_only,1
Q13643183,0,1,P131_only,1
Q12570230,1,0,P17_only,1
Q27358095,1,1,P17+P131,0
Q127414743,1,0,P17_only,0
Q12579160,1,0,P17_only,1
Q13476147,0,1,P131_only,1
Q7453539,1,0,P17_only,1
Q13645802,1,1,P17+P131,1
Q16431067,1,0,P17_only,1
Q1316045,1,0,P17_only,1
Q16433237,1,1,P17+P131,1
Q15617593,1,1,P17+P131,1
Q138584253,1,0,P17_only,0
Q16685580,1,1,P17+P131,1
Q16274187,1,1,P17+P131,1
Q13651643,1,1,P17+P131,1
Q13653381,1,1,P17+P131,1
Q86663726,1,1,P17+P131,0
Q61368150,1,1,P17+P131,1
Q18396371,1,1,P17+P131,1
Q97640746,1,0,P17_only,0
Q140737226,1,0,P17_only,0
Q13640804,1,1,P17+P131,0
Q12561601,1,1,P17+P131,1
Q16431244,1,0,P17_only,1
Q21686038,1,0,P17_only,0
Q32177183,1,0,P17_only,0
Q12550913,1,0,P17_only,1
Q20486067,1,0,P17_only,1
Q12554684,1,0,P17_only,1
Q32192027,1,0,P17_only,0
Q15845718,1,1,P17+P131,1
Q4240570,1,1,P17+P131,1
Q13646412,1,1,P17+P131,1
Q20485836,1,0,P17_only,1
Q114564504,1,0,P17_only,1
Q12545575,1,0,P17_only,1
Q27357377,1,0,P17_only,0
Q13359440,0,1,P131_only,1
Q12536764,1,0,P17_only,1
Q16272429,1,1,P17+P131,1
Q27430727,1,0,P17_only,0
Q129880763,1,0,P17_only,1
Q16665048,1,1,P17+P131,1
Q135829624,1,0,P17_only,0
Q4506089,1,1,P17+P131,1
Q16431056,1,0,P17_only,1
Q125122547,1,1,P17+P131,0
Q61993340,1,1,P17+P131,0
Q27350665,1,0,P17_only,0
Q12549968,1,1,P17+P131,1
Q13640671,0,1,P131_only,1
Q25053839,1,0,P17_only,0
Q16433969,1,0,P17_only,1
Q12535924,1,1,P17+P131,1
Q12566308,1,1,P17+P131,1
Q12564504,1,0,P17_only,1
Q12543096,1,0,P17_only,1
Q12659176,1,0,P17_only,0
Q15874625,1,0,P17_only,0
Q15635312,1,0,P17_only,1
Q16648422,1,1,P17+P131,1
Q939269,1,0,P17_only,1
Q56307047,1,0,P17_only,0
Q25238466,1,0,P17_only,0
Q27351612,1,1,P17+P131,0
Q16670737,1,1,P17+P131,0
Q12547721,1,0,P17_only,1
Q125122528,1,1,P17+P131,0
Q16701075,1,1,P17+P131,1
Q20098182,1,1,P17+P131,1
Q18409572,1,1,P17+P131,0
Q32212261,1,1,P17+P131,1
Q23958889,1,0,P17_only,1
Q13652841,0,1,P131_only,1
Q43304712,1,0,P17_only,0
Q27357875,1,0,P17_only,0
Q135828714,1,0,P17_only,0
Q27354088,1,0,P17_only,1
Q72915149,1,0,P17_only,0
Q12647275,1,0,P17_only,0
Q55833302,1,0,P17_only,0
Q12533658,1,0,P17_only,1
Q66848545,1,1,P17+P131,1
Q16625967,0,1,P131_only,1
Q4534120,1,0,P17_only,1
Q12532483,1,0,P17_only,1
Q30974454,1,1,P17+P131,1
Q12561147,1,0,P17_only,1
Q12533058,1,1,P17+P131,1
Q2554452,1,1,P17+P131,1
Q12577443,1,0,P17_only,1
Q129880579,1,1,P17+P131,1
Q12569607,1,1,P17+P131,1
Q42531315,1,1,P17+P131,0
Q27430991,1,0,P17_only,0
Q20076748,1,1,P17+P131,1
Q12545943,1,1,P17+P131,1
Q12532511,1,1,P17+P131,1
Q232,1,0,P17_only,1
Q97212035,1,0,P17_only,0
Q16661864,1,1,P17+P131,1
Q13665128,1,1,P17+P131,1
Q145802,1,1,P17+P131,1
Q20485938,1,0,P17_only,1
Q16666657,1,1,P17+P131,0
Q12538438,1,1,P17+P131,1
Q4477345,1,1,P17+P131,1
Q7499641,0,1,P131_only,1
Q3853539,1,0,P17_only,1
Q30969617,1,1,P17+P131,1
Q111862437,1,0,P17_only,0
Q16432737,1,1,P17+P131,1
Q27354735,1,0,P17_only,0
Q16274191,1,1,P17+P131,1
Q106362784,1,0,P17_only,0
Q48947373,1,1,P17+P131,0
Q12532154,1,0,P17_only,1
Q4374390,1,0,P17_only,1
Q108789706,1,1,P17+P131,0
Q32198371,1,1,P17+P131,0
Q27357907,1,0,P17_only,0
Q139905820,1,1,P17+P131,0
Q30638032,1,1,P17+P131,0
Q64190910,1,0,P17_only,0
Q123363844,1,0,P17_only,0
Q12556133,1,1,P17+P131,1
Q16432672,1,0,P17_only,1
Q16719335,1,1,P17+P131,1
Q67892942,1,0,P17_only,0
Q16673587,1,1,P17+P131,1
Q13653159,0,1,P131_only,1
Q25055862,1,0,P17_only,1
Q1895055,1,0,P17_only,1
Q27348184,1,0,P17_only,0
Q12526511,1,1,P17+P131,1
Q12527719,1,1,P17+P131,1
Q97316227,1,0,P17_only,0
Q16431576,1,1,P17+P131,1
Q32213834,1,0,P17_only,0
Q123363605,1,0,P17_only,0
Q114976712,1,0,P17_only,1
Q60853181,1,1,P17+P131,1
Q32202560,1,0,P17_only,0
Q27430887,1,0,P17_only,0
Q27348284,1,0,P17_only,0
Q16719273,1,1,P17+P131,1
Q16706591,1,1,P17+P131,1
Q25504818,1,1,P17+P131,1
Q122764585,1,1,P17+P131,0
Q986554,1,0,P17_only,1
Q64197703,1,0,P17_only,1
Q25397131,1,0,P17_only,0
Q137527452,1,0,P17_only,0
Q13648415,1,1,P17+P131,1
Q1498874,1,0,P17_only,1
Q30974974,1,1,P17+P131,0
Q13665164,1,1,P17+P131,1
Q57315087,1,1,P17+P131,1
Q12568554,1,1,P17+P131,1
Q16720211,1,1,P17+P131,1
Q60851028,1,0,P17_only,0
Q86663317,1,0,P17_only,0
Q32201590,1,0,P17_only,0
Q12690113,1,0,P17_only,0
Q16651056,1,1,P17+P131,1
Q12549970,1,1,P17+P131,1
Q12553278,1,1,P17+P131,1
Q3627461,1,0,P17_only,0
Q13640701,0,1,P131_only,1
Q4896164,1,1,P17+P131,1
Q16670745,1,1,P17+P131,1
Q27357691,1,0,P17_only,0
Q139720113,1,1,P17+P131,0
Q60289761,1,0,P17_only,0
Q32218124,1,0,P17_only,0
Q13649116,1,1,P17+P131,1
Q13646978,1,1,P17+P131,1
Q108737631,1,0,P17_only,0
Q933068,1,0,P17_only,1
Q12554617,1,1,P17+P131,1
Q16434223,1,1,P17+P131,1
Q27354438,1,0,P17_only,0
Q135828913,1,0,P17_only,0
Q12573586,1,0,P17_only,1
Q16682680,1,1,P17+P131,1
Q13646643,1,1,P17+P131,1
Q4526138,1,1,P17+P131,1
Q13359498,0,1,P131_only,1
Q13645895,1,1,P17+P131,1
Q19911110,0,1,P131_only,0
Q4273753,1,0,P17_only,1
Q12542212,1,1,P17+P131,1
Q13645820,1,1,P17+P131,1
Q23958924,1,0,P17_only,1
Q123363549,1,0,P17_only,0
Q13651831,1,1,P17+P131,1
Q16692290,1,1,P17+P131,1
Q18409707,1,1,P17+P131,1
Q12533344,1,0,P17_only,1
Q131860652,1,0,P17_only,1
Q13641874,1,1,P17+P131,1
Q18407877,1,1,P17+P131,1
Q12575078,1,1,P17+P131,1
Q27357644,1,0,P17_only,0
Q32204030,1,0,P17_only,0
Q16433477,1,1,P17+P131,1
Q25489093,1,0,P17_only,1
Q25509145,1,0,P17_only,1
Q2726421,1,1,P17+P131,1
Q13649820,1,1,P17+P131,1
Q56367396,1,1,P17+P131,1
Q32175153,1,0,P17_only,0
Q27355068,1,0,P17_only,0
Q56368748,1,1,P17+P131,1
Q64376543,1,0,P17_only,0
Q1073439,1,1,P17+P131,1
Q21295141,1,0,P17_only,0
Q13651754,1,1,P17+P131,1
Q2374438,1,1,P17+P131,1
Q12546954,1,0,P17_only,1
Q21035645,1,0,P17_only,0
Q20484937,1,0,P17_only,1
Q12578812,1,0,P17_only,1
Q13664523,1,1,P17+P131,1
Q32214187,1,0,P17_only,0
Q18409196,1,1,P17+P131,1
Q6075817,1,0,P17_only,0
Q31195950,1,1,P17+P131,1
Q4208100,1,1,P17+P131,0
Q13641626,1,1,P17+P131,1
Q123363795,1,0,P17_only,0
Q18400678,1,1,P17+P131,0
Q27356940,1,0,P17_only,0
Q12550613,1,1,P17+P131,1
Q32200854,1,0,P17_only,0
Q16433839,1,0,P17_only,1
Q4134421,1,1,P17+P131,1
Q16432561,1,1,P17+P131,1
Q30896404,1,1,P17+P131,0
Q13651750,1,1,P17+P131,1
Q16704101,1,1,P17+P131,1
Q26690020,1,0,P17_only,0
Q638738,1,0,P17_only,1
Q16694951,1,1,P17+P131,1
Q32203811,1,0,P17_only,0
Q2736647,1,1,P17+P131,1
Q32216563,1,0,P17_only,1
Q13416169,0,1,P131_only,1
Q12553041,1,0,P17_only,1
Q13643171,0,1,P131_only,1
Q32214198,1,0,P17_only,0
Q112003939,1,0,P17_only,0
Q13664202,1,1,P17+P131,1
Q13665160,1,1,P17+P131,1
Q12558039,1,0,P17_only,1
Q13643563,1,1,P17+P131,1
Q12550433,1,0,P17_only,1
Q16432055,1,1,P17+P131,1
Q17562678,1,1,P17+P131,1
Q27354943,1,0,P17_only,0
Q12549205,1,1,P17+P131,1
Q16432895,1,1,P17+P131,1
Q27351260,1,1,P17+P131,1
Q720417,1,1,P17+P131,1
Q32203741,1,0,P17_only,0
Q477814,1,0,P17_only,1
Q108783938,1,1,P17+P131,0
Q56367344,1,1,P17+P131,1
Q5705195,1,0,P17_only,1
Q18401376,1,1,P17+P131,0
Q12576099,1,1,P17+P131,1
Q32189039,1,0,P17_only,0
Q27354867,1,1,P17+P131,0
Q32215763,1,0,P17_only,0
Q12712881,1,0,P17_only,0
Q4059222,1,0,P17_only,0
Q18408954,1,1,P17+P131,1
Q12579258,1,1,P17+P131,1
Q33350,1,0,P17_only,1
Q16665571,1,1,P17+P131,1
Q18409040,1,1,P17+P131,1
Q498991,1,0,P17_only,0
Q16432657,1,1,P17+P131,1
Q64144878,1,1,P17+P131,0
Q20643158,1,1,P17+P131,0
Q97659398,1,0,P17_only,0
Q126661366,1,1,P17+P131,0
Q12531839,1,1,P17+P131,1
Q13646101,1,1,P17+P131,1
Q135828785,1,0,P17_only,0
Q56367260,1,1,P17+P131,1
Q4507523,1,1,P17+P131,1
Q127788463,1,0,P17_only,0
Q32199224,1,0,P17_only,0
Q4214023,1,1,P17+P131,1
Q27348245,1,0,P17_only,0
Q12573345,1,0,P17_only,1
Q27351138,1,0,P17_only,0
Q16675918,1,1,P17+P131,1
Q28520314,1,1,P17+P131,0
Q32215315,1,0,P17_only,0
Q110114074,1,1,P17+P131,1
Q4509479,1,1,P17+P131,1
Q12701567,1,0,P17_only,0
Q31341174,1,0,P17_only,0
Q65499788,1,0,P17_only,0
Q31195481,1,0,P17_only,1
Q20098605,1,1,P17+P131,1
Q16704845,1,1,P17+P131,1
Q23007946,1,1,P17+P131,0
Q4300799,1,1,P17+P131,1
Q32219381,1,0,P17_only,0
Q12534441,1,1,P17+P131,1
Q117807,1,1,P17+P131,1
Q32198874,1,0,P17_only,0
Q27351543,1,0,P17_only,0
Q13309399,0,1,P131_only,1
Q13641854,1,1,P17+P131,1
Q12710216,1,0,P17_only,0
Q3900621,1,1,P17+P131,1
Q20486092,1,0,P17_only,1
Q32191802,1,0,P17_only,0
Q15617713,1,1,P17+P131,1
Q1046587,1,1,P17+P131,1
Q27357578,1,0,P17_only,0
Q16657133,1,1,P17+P131,1
Q13649822,1,1,P17+P131,1
Q648059,1,0,P17_only,1
Q16631407,0,1,P131_only,1
Q135829667,1,0,P17_only,0
Q431619,1,1,P17+P131,1
Q12575914,1,1,P17+P131,1
Q108861981,1,0,P17_only,0
Q27354700,1,0,P17_only,0
Q32205120,1,0,P17_only,0
Q12558564,1,0,P17_only,1
Q55185244,1,0,P17_only,0
Q16704300,1,1,P17+P131,1
Q15617543,1,1,P17+P131,1
Q65264544,1,0,P17_only,0
Q753004,1,0,P17_only,1
Q20082621,1,1,P17+P131,1
Q135828549,1,0,P17_only,0
Q16432467,1,1,P17+P131,1
Q32175928,1,0,P17_only,0
Q12560066,1,0,P17_only,1
Q12537304,1,1,P17+P131,1
Q105393931,1,0,P17_only,0
