qid,has_kkwiki,p21,p21_group
Q21857008,0,Q6581097,Q6581097
Q21857107,0,Q6581097,Q6581097
Q21993524,1,Q6581072,Q6581072
Q21996568,0,Q6581072,Q6581072
Q22002974,0,Q6581072,Q6581072
Q22005812,0,Q6581072,Q6581072
Q22005875,0,Q6581072,Q6581072
Q22019991,0,Q6581097,Q6581097
Q22045662,0,Q6581097,Q6581097
Q22046470,0,Q6581097,Q6581097
Q22046764,0,Q6581097,Q6581097
Q22137674,0,Q6581097,Q6581097
Q22246764,0,Q6581072,Q6581072
Q22246852,0,Q6581097,Q6581097
Q22246954,0,Q6581072,Q6581072
Q22247016,0,Q6581097,Q6581097
Q22342404,0,Q6581072,Q6581072
Q22342689,1,Q6581097,Q6581097
Q22342849,1,Q6581097,Q6581097
Q22442687,1,Q6581097,Q6581097
Q22442719,0,Q6581097,Q6581097
Q22583254,0,Q6581097,Q6581097
Q22662586,0,Q6581097,Q6581097
Q22668153,0,Q6581072,Q6581072
Q22679432,1,Q6581097,Q6581097
Q22680953,1,Q6581097,Q6581097
Q22704708,0,Q6581072,Q6581072
Q22813782,0,Q6581097,Q6581097
Q22918642,1,Q6581097,Q6581097
Q22918801,0,Q6581097,Q6581097
Q22918816,0,Q6581097,Q6581097
Q22919285,0,Q6581097,Q6581097
Q22919349,0,Q6581072,Q6581072
Q22919417,0,Q6581097,Q6581097
Q22919424,1,Q6581097,Q6581097
Q22957101,0,Q6581072,Q6581072
Q22957887,0,Q6581072,Q6581072
Q23001059,1,Q6581097,Q6581097
Q23059390,0,Q6581072,Q6581072
Q23641977,0,Q6581097,Q6581097
Q23642314,0,Q6581097,Q6581097
Q23655210,1,Q6581097,Q6581097
Q23656028,1,Q6581097,Q6581097
Q23661763,0,Q6581072,Q6581072
Q23664162,0,Q6581097,Q6581097
Q23664891,0,Q6581097,Q6581097
Q23668342,0,Q6581097,Q6581097
Q23668568,0,Q6581097,Q6581097
Q23668684,0,Q6581097,Q6581097
Q23668698,0,Q6581072,Q6581072
Q23678986,0,Q6581097,Q6581097
Q23679538,0,Q6581072,Q6581072
Q23765821,0,Q6581097,Q6581097
Q23769933,0,Q6581097,Q6581097
Q23882833,0,Q6581072,Q6581072
Q23895611,0,Q6581097,Q6581097
Q24006586,0,Q6581097,Q6581097
Q24007607,0,Q6581072,Q6581072
Q24007609,0,Q6581072,Q6581072
Q24009873,1,Q6581072,Q6581072
Q24010736,0,Q6581097,Q6581097
Q24010756,1,Q6581097,Q6581097
Q24010816,0,Q6581072,Q6581072
Q24034036,0,Q6581072,Q6581072
Q24046618,1,Q6581097,Q6581097
Q24053425,1,Q6581097,Q6581097
Q24075303,0,Q6581097,Q6581097
Q24207184,0,Q6581097,Q6581097
Q24247073,1,Q6581097,Q6581097
Q24262489,0,Q6581097,Q6581097
Q24262499,0,Q6581097,Q6581097
Q60839004,1,Q6581097,Q6581097
Q60839049,0,Q6581097,Q6581097
Q60875909,0,Q6581097,Q6581097
Q60892278,1,Q6581072,Q6581072
Q61002556,0,Q6581097,Q6581097
Q61058389,0,Q6581097,Q6581097
Q61080632,0,Q6581072,Q6581072
Q61110543,0,Q6581072,Q6581072
Q61113755,0,Q6581097,Q6581097
Q61116172,0,Q6581097,Q6581097
Q61135998,0,Q6581072,Q6581072
Q61163128,1,Q6581072,Q6581072
Q61314098,0,Q6581097,Q6581097
Q61338906,0,Q6581072,Q6581072
Q61596818,0,Q6581097,Q6581097
Q61633340,0,Q6581097,Q6581097
Q61633404,0,Q6581097,Q6581097
Q61779874,0,Q6581097,Q6581097
Q61787631,0,Q6581072,Q6581072
Q61812663,0,Q6581097,Q6581097
Q61889420,0,Q6581097,Q6581097
Q61963041,0,Q6581072,Q6581072
Q61996994,1,Q6581097,Q6581097
Q62054687,1,Q6581097,Q6581097
Q62056195,0,Q6581097,Q6581097
Q62060215,0,Q6581072,Q6581072
Q62067138,0,Q6581097,Q6581097
Q62071552,0,Q6581097,Q6581097
Q62077945,0,Q6581097,Q6581097
Q62077972,0,Q6581097,Q6581097
Q62107124,0,Q6581097,Q6581097
Q62120750,0,Q6581097,Q6581097
Q62183750,1,Q6581097,Q6581097
Q62614618,0,Q6581097,Q6581097
Q62626570,0,Q6581097,Q6581097
Q62712527,0,Q6581097,Q6581097
Q62712550,0,Q6581097,Q6581097
Q62712598,0,Q6581097,Q6581097
Q62712776,0,Q6581097,Q6581097
Q62712925,1,Q6581072,Q6581072
Q62712963,1,Q6581097,Q6581097
Q62713324,0,Q6581097,Q6581097
Q62713450,0,Q6581097,Q6581097
Q62714210,0,Q6581097,Q6581097
Q62757670,0,Q6581097,Q6581097
Q62886943,1,Q6581097,Q6581097
Q63016893,0,Q6581072,Q6581072
Q63038240,1,Q6581097,Q6581097
Q63148150,0,Q6581097,Q6581097
Q63182479,0,Q6581097,Q6581097
Q63185798,0,Q6581097,Q6581097
Q63185808,0,Q6581097,Q6581097
Q63198513,0,Q6581097,Q6581097
Q63226639,1,Q6581072,Q6581072
Q63243375,1,Q6581072,Q6581072
Q63307906,0,Q6581072,Q6581072
Q63384687,0,Q6581097,Q6581097
Q63615228,0,Q6581097,Q6581097
Q63761853,0,Q6581097,Q6581097
Q63859098,1,Q6581097,Q6581097
Q64176521,0,Q6581072,Q6581072
Q64176576,0,Q6581072,Q6581072
Q64355646,0,Q6581097,Q6581097
Q64419091,0,Q6581097,Q6581097
Q64432818,0,Q6581097,Q6581097
Q64432819,1,Q6581097,Q6581097
Q64494872,1,Q6581072,Q6581072
Q64528717,1,Q6581097,Q6581097
Q64748282,0,Q6581097,Q6581097
Q64825193,0,Q6581097,Q6581097
Q64859811,0,Q6581072,Q6581072
Q64859813,0,Q6581072,Q6581072
Q64876666,0,Q6581097,Q6581097
Q64995952,0,Q6581072,Q6581072
Q65031626,1,Q6581097,Q6581097
Q65031701,0,Q6581097,Q6581097
Q65078413,0,Q6581097,Q6581097
Q65095482,0,Q6581097,Q6581097
Q65122355,0,Q6581097,Q6581097
Q65124007,1,Q6581097,Q6581097
Q65128811,0,Q6581097,Q6581097
Q65129492,0,Q6581072,Q6581072
Q65131884,0,Q6581097,Q6581097
Q65133509,1,Q6581072,Q6581072
Q65146318,1,Q6581097,Q6581097
Q65150408,0,Q6581072,Q6581072
Q65150439,0,Q6581097,Q6581097
Q65150828,0,Q6581097,Q6581097
Q65152541,1,Q6581097,Q6581097
Q65157210,0,Q6581097,Q6581097
Q65157916,0,Q6581097,Q6581097
Q65167514,0,Q6581072,Q6581072
Q65167525,0,Q6581097,Q6581097
Q65167740,0,Q6581072,Q6581072
Q65167777,1,Q6581097,Q6581097
Q65177546,1,Q6581097,Q6581097
Q65250057,1,Q6581097,Q6581097
Q65250071,1,Q6581097,Q6581097
Q65250145,1,Q6581097,Q6581097
Q65250275,1,Q6581097,Q6581097
Q72080858,0,Q6581097,Q6581097
Q72199090,0,Q6581072,Q6581072
Q74387124,1,Q6581072,Q6581072
Q74838234,0,Q6581097,Q6581097
Q75160299,1,Q6581097,Q6581097
Q76490980,1,Q6581097,Q6581097
Q76547484,0,Q6581097,Q6581097
Q77681686,1,Q6581097,Q6581097
Q79312403,0,Q6581097,Q6581097
Q80348450,0,Q6581097,Q6581097
Q80583411,0,Q6581097,Q6581097
Q81211153,0,Q6581097,Q6581097
Q81901032,0,Q6581097,Q6581097
Q81901144,0,Q6581072,Q6581072
Q81901250,0,Q6581097,Q6581097
Q81901329,0,Q6581072,Q6581072
Q81901899,0,Q6581097,Q6581097
Q81902278,0,Q6581072,Q6581072
Q81902283,0,Q6581097,Q6581097
Q81902517,0,Q6581072,Q6581072
Q81903065,0,Q6581072,Q6581072
Q81903188,0,Q6581072,Q6581072
Q81903845,0,Q6581097,Q6581097
Q81904154,0,Q6581097,Q6581097
Q81904493,0,Q6581097,Q6581097
Q81904655,0,Q6581072,Q6581072
Q81904659,0,Q6581097,Q6581097
Q81905723,0,Q6581097,Q6581097
Q81906362,0,Q6581072,Q6581072
Q81906988,0,Q6581097,Q6581097
Q81907324,0,Q6581072,Q6581072
Q81907673,0,Q6581072,Q6581072
Q81907861,0,Q6581072,Q6581072
Q81908350,0,Q6581097,Q6581097
Q82082191,0,Q6581097,Q6581097
Q82082188,0,Q6581097,Q6581097
Q83424687,0,Q6581072,Q6581072
Q83573177,1,Q6581097,Q6581097
Q83688261,1,Q6581097,Q6581097
Q83734756,0,Q6581097,Q6581097
Q83876902,0,Q6581097,Q6581097
Q84047100,0,Q6581097,Q6581097
Q84079004,0,Q6581072,Q6581072
Q84369697,0,Q6581097,Q6581097
Q84612321,0,Q6581072,Q6581072
Q84718777,0,Q6581097,Q6581097
Q84719404,0,Q6581097,Q6581097
Q84719798,0,Q6581097,Q6581097
Q84720424,0,Q6581097,Q6581097
Q84720510,0,Q6581097,Q6581097
Q84720512,0,Q6581097,Q6581097
Q84720577,1,Q6581097,Q6581097
Q84720693,0,Q6581097,Q6581097
Q84721146,1,Q6581097,Q6581097
Q84721160,0,Q6581072,Q6581072
Q84721299,0,Q6581097,Q6581097
Q84721314,0,Q6581097,Q6581097
Q84721595,1,Q6581072,Q6581072
Q84721610,0,Q6581097,Q6581097
Q84721618,1,Q6581072,Q6581072
Q84721882,1,Q6581097,Q6581097
Q84721988,0,Q6581097,Q6581097
Q84722699,0,Q6581097,Q6581097
Q84722871,1,Q6581072,Q6581072
Q84722965,0,Q6581097,Q6581097
Q84723230,0,Q6581097,Q6581097
Q84723592,0,Q6581097,Q6581097
Q84724245,0,Q6581097,Q6581097
Q84724254,1,Q6581097,Q6581097
Q84725303,0,Q6581097,Q6581097
Q84725363,0,Q6581097,Q6581097
Q84932318,0,Q6581097,Q6581097
Q85137960,0,Q6581097,Q6581097
Q85138049,0,Q6581097,Q6581097
Q85682819,0,Q6581072,Q6581072
Q85842300,0,Q6581097,Q6581097
Q85857972,1,Q6581072,Q6581072
Q85858029,0,Q6581072,Q6581072
Q85858750,0,Q6581097,Q6581097
Q85860098,0,Q6581097,Q6581097
Q85860190,1,Q6581097,Q6581097
Q85861954,0,Q6581097,Q6581097
Q85862192,0,Q6581097,Q6581097
Q85863279,0,Q6581097,Q6581097
Q85866014,1,Q6581097,Q6581097
Q85867438,0,Q6581097,Q6581097
Q85868382,1,Q6581097,Q6581097
Q85868857,1,Q6581097,Q6581097
Q86214916,1,Q6581072,Q6581072
Q86234931,0,Q6581097,Q6581097
Q86571459,0,Q6581097,Q6581097
Q86606786,0,Q6581097,Q6581097
Q86607060,0,Q6581097,Q6581097
Q86724323,0,Q6581072,Q6581072
Q87261872,0,Q6581097,Q6581097
Q87343820,0,Q6581097,Q6581097
Q87648468,0,Q6581072,Q6581072
Q87711400,0,Q6581097,Q6581097
Q87789627,0,Q6581072,Q6581072
Q87987976,1,Q6581097,Q6581097
Q88219781,1,Q6581097,Q6581097
Q89043554,0,Q6581097,Q6581097
Q89291459,0,Q6581072,Q6581072
Q89291474,0,Q6581072,Q6581072
Q89291533,0,Q6581097,Q6581097
Q89419279,0,Q6581097,Q6581097
Q89425546,0,Q6581097,Q6581097
Q89888094,0,Q6581072,Q6581072
Q90305666,1,Q6581097,Q6581097
Q90410093,0,Q6581097,Q6581097
Q90410496,0,Q6581097,Q6581097
Q91103702,0,Q6581097,Q6581097
Q91231776,0,Q6581097,Q6581097
Q91231811,0,Q6581097,Q6581097
Q91938283,0,Q6581097,Q6581097
Q91941470,0,Q6581097,Q6581097
Q93082599,0,Q6581097,Q6581097
Q93132454,0,Q6581097,Q6581097
Q93171481,0,Q6581072,Q6581072
Q93176976,0,Q6581072,Q6581072
Q93497321,0,Q6581072,Q6581072
Q93601613,0,Q6581097,Q6581097
Q93878744,0,Q6581097,Q6581097
Q93915867,0,Q6581072,Q6581072
Q93915895,0,Q6581072,Q6581072
Q93915954,0,Q6581072,Q6581072
Q94336519,0,Q6581072,Q6581072
Q94390358,1,Q6581097,Q6581097
Q94705749,0,Q6581072,Q6581072
Q94730311,0,Q6581097,Q6581097
Q95227612,1,Q6581072,Q6581072
Q95820676,1,Q6581097,Q6581097
Q96213329,0,Q6581072,Q6581072
Q96213659,0,Q6581072,Q6581072
Q96213704,0,Q6581072,Q6581072
Q96274554,0,Q6581072,Q6581072
Q96312581,0,Q6581097,Q6581097
Q96359336,1,Q6581097,Q6581097
Q96373843,0,Q6581097,Q6581097
Q96622486,1,Q6581097,Q6581097
Q96756098,0,Q6581097,Q6581097
Q96757047,0,Q6581072,Q6581072
Q96791251,0,Q6581097,Q6581097
Q96791249,0,Q6581097,Q6581097
Q96791253,0,Q6581097,Q6581097
Q96791261,0,Q6581097,Q6581097
Q97067145,0,Q6581072,Q6581072
Q97163340,1,Q6581097,Q6581097
Q97166640,0,Q6581097,Q6581097
Q97166651,0,Q6581097,Q6581097
Q97168006,0,Q6581097,Q6581097
Q97168015,0,Q6581097,Q6581097
Q97168125,0,Q6581097,Q6581097
Q97169582,1,Q6581097,Q6581097
Q97169951,0,Q6581097,Q6581097
Q97170446,0,Q6581097,Q6581097
Q97170676,0,Q6581097,Q6581097
Q97176392,0,Q6581097,Q6581097
Q97176985,0,Q6581097,Q6581097
Q97182594,1,Q6581097,Q6581097
Q97185700,1,Q6581097,Q6581097
Q97204260,0,Q6581097,Q6581097
Q97208097,0,Q6581072,Q6581072
Q97210689,1,Q6581097,Q6581097
Q97211543,1,Q6581097,Q6581097
Q97211845,1,Q6581072,Q6581072
Q97212793,1,Q6581097,Q6581097
Q97212903,1,Q6581072,Q6581072
Q97212921,1,Q6581097,Q6581097
Q97213800,1,Q6581072,Q6581072
Q97214324,0,Q6581097,Q6581097
Q97253166,0,Q6581097,Q6581097
Q97275120,0,Q6581097,Q6581097
Q97275805,1,Q6581097,Q6581097
Q97279254,0,Q6581097,Q6581097
Q97291342,1,Q6581097,Q6581097
Q97291416,1,Q6581072,Q6581072
Q97291421,1,Q6581097,Q6581097
Q97291441,1,Q6581097,Q6581097
Q97316166,0,Q6581072,Q6581072
Q97316613,1,Q6581097,Q6581097
Q97369260,0,Q6581097,Q6581097
Q97369269,0,Q6581097,Q6581097
Q97369403,1,Q6581072,Q6581072
Q97377972,0,Q6581097,Q6581097
Q97381720,0,Q6581097,Q6581097
Q97382833,1,Q6581097,Q6581097
Q97386209,0,Q6581097,Q6581097
Q97392159,0,Q6581097,Q6581097
Q97397350,0,Q6581097,Q6581097
Q97462528,0,Q6581097,Q6581097
Q97463475,0,Q6581097,Q6581097
Q97480705,0,Q6581097,Q6581097
Q97483602,0,Q6581072,Q6581072
Q97484161,0,Q6581097,Q6581097
Q97487866,0,Q6581097,Q6581097
Q97503672,0,Q6581072,Q6581072
Q97547120,0,Q6581097,Q6581097
Q97583994,1,Q6581072,Q6581072
Q97590507,0,Q6581097,Q6581097
Q4319694,1,Q6581097,Q6581097
Q4319748,0,Q6581097,Q6581097
Q4320015,0,Q6581097,Q6581097
Q4321769,0,Q6581097,Q6581097
Q4321892,1,Q6581097,Q6581097
Q4322721,1,Q6581097,Q6581097
Q4326941,1,Q6581097,Q6581097
Q4326971,0,Q6581097,Q6581097
Q4326969,1,Q6581072,Q6581072
Q4327915,0,Q6581097,Q6581097
Q4327920,1,Q6581097,Q6581097
Q4327958,1,Q6581072,Q6581072
Q4328062,0,Q6581097,Q6581097
Q4328074,1,Q6581097,Q6581097
Q4328101,0,Q6581097,Q6581097
Q4328125,1,Q6581097,Q6581097
Q4328132,0,Q6581097,Q6581097
Q4328133,1,Q6581097,Q6581097
Q4328137,1,Q6581097,Q6581097
Q4328147,0,Q6581072,Q6581072
Q4328273,1,Q6581097,Q6581097
Q4330949,0,Q6581097,Q6581097
Q4332251,1,Q6581097,Q6581097
Q4332639,0,Q6581072,Q6581072
Q4334531,1,Q6581097,Q6581097
Q4334536,1,Q6581097,Q6581097
Q4334540,1,Q6581097,Q6581097
Q4334547,0,Q6581072,Q6581072
Q4334544,1,Q6581097,Q6581097
Q4335621,1,Q6581097,Q6581097
Q4335838,1,Q6581097,Q6581097
Q4337290,1,Q6581097,Q6581097
Q4338420,1,Q6581097,Q6581097
Q4339147,1,Q6581097,Q6581097
Q4339498,1,Q6581097,Q6581097
Q4341461,1,Q6581097,Q6581097
Q4341520,0,Q6581097,Q6581097
Q4344010,0,Q6581097,Q6581097
Q4344371,0,Q6581097,Q6581097
Q4346224,0,Q6581097,Q6581097
Q4346806,1,Q6581097,Q6581097
Q4347339,0,Q6581097,Q6581097
Q4352727,0,Q6581097,Q6581097
Q4353012,0,Q6581072,Q6581072
Q4356901,0,Q6581097,Q6581097
Q4360757,0,Q6581097,Q6581097
Q4361816,0,Q6581097,Q6581097
Q4361861,0,Q6581097,Q6581097
Q4362458,0,Q6581097,Q6581097
Q4362549,0,Q6581097,Q6581097
Q4362707,0,Q6581072,Q6581072
Q4363658,0,Q6581097,Q6581097
Q4365079,1,Q6581097,Q6581097
Q4366811,1,Q6581097,Q6581097
Q4367294,0,Q6581072,Q6581072
Q4367764,0,Q6581097,Q6581097
Q4369754,0,Q6581097,Q6581097
Q4371679,1,Q6581097,Q6581097
Q4374132,1,Q6581097,Q6581097
Q4378619,0,Q6581097,Q6581097
Q4382718,1,Q6581097,Q6581097
Q4383647,0,Q6581072,Q6581072
Q4384155,0,Q6581097,Q6581097
Q4387015,1,Q6581097,Q6581097
Q4389179,0,Q6581097,Q6581097
Q4391163,0,Q6581097,Q6581097
Q4392632,0,Q6581097,Q6581097
Q4395490,1,Q6581097,Q6581097
Q4395849,0,Q6581072,Q6581072
Q4396715,1,Q6581097,Q6581097
Q4397126,1,Q6581097,Q6581097
Q4398834,0,Q6581072,Q6581072
Q4399286,0,Q6581097,Q6581097
Q4399347,0,Q6581072,Q6581072
Q4401446,0,Q6581072,Q6581072
Q4403500,0,Q6581097,Q6581097
Q4403879,1,Q6581097,Q6581097
Q4404080,0,Q6581097,Q6581097
Q4404268,0,Q6581097,Q6581097
Q4404372,1,Q6581097,Q6581097
Q4404419,1,Q6581072,Q6581072
Q4404424,1,Q6581097,Q6581097
Q4404442,1,Q6581097,Q6581097
Q4404894,1,Q6581097,Q6581097
Q4404934,0,Q6581097,Q6581097
Q4405760,1,Q6581097,Q6581097
Q4405821,1,Q6581097,Q6581097
Q4406102,1,Q6581097,Q6581097
Q4406945,0,Q6581097,Q6581097
Q4408033,1,Q6581097,Q6581097
Q4408036,1,Q6581097,Q6581097
Q4408489,0,Q6581072,Q6581072
Q4408517,0,Q6581097,Q6581097
Q4408775,0,Q6581097,Q6581097
Q4408778,1,Q6581097,Q6581097
Q4408777,1,Q6581097,Q6581097
Q4408783,1,Q6581097,Q6581097
Q4408881,0,Q6581072,Q6581072
Q4408965,1,Q6581097,Q6581097
Q4409392,1,Q6581097,Q6581097
Q4410614,0,Q6581097,Q6581097
Q4412782,1,Q6581097,Q6581097
Q4413111,1,Q6581097,Q6581097
Q4413159,1,Q6581097,Q6581097
Q4415084,1,Q6581097,Q6581097
Q4416773,1,Q6581097,Q6581097
Q4416862,0,Q6581072,Q6581072
Q4417622,0,Q6581097,Q6581097
Q4417654,1,Q6581097,Q6581097
Q4417660,1,Q6581097,Q6581097
Q4417720,0,Q6581097,Q6581097
Q4419507,1,Q6581097,Q6581097
Q4421885,1,Q6581097,Q6581097
Q4423214,0,Q6581097,Q6581097
Q4423839,0,Q6581097,Q6581097
Q4423952,0,Q6581072,Q6581072
Q4425105,0,Q6581097,Q6581097
Q4425821,0,Q6581097,Q6581097
Q4428738,1,Q6581097,Q6581097
Q4429141,0,Q6581097,Q6581097
Q4431299,1,Q6581097,Q6581097
Q4439129,1,Q6581097,Q6581097
Q4441356,0,Q6581097,Q6581097
Q4441717,0,Q6581097,Q6581097
Q4444112,0,Q6581072,Q6581072
Q4445116,0,Q6581097,Q6581097
Q4445159,0,Q6581072,Q6581072
Q4445698,1,Q6581097,Q6581097
Q4447895,1,Q6581072,Q6581072
Q4447892,1,Q6581097,Q6581097
Q4451467,0,Q6581097,Q6581097
Q4451678,0,Q6581097,Q6581097
Q4451698,0,Q6581097,Q6581097
Q4452306,1,Q6581097,Q6581097
Q4452653,1,Q6581097,Q6581097
Q4454298,1,Q6581097,Q6581097
Q4454438,0,Q6581097,Q6581097
Q4454437,0,Q6581097,Q6581097
Q4455712,0,Q6581072,Q6581072
Q4457594,1,Q6581097,Q6581097
Q4457842,1,Q6581097,Q6581097
Q4458643,0,Q6581072,Q6581072
Q4459033,1,Q6581097,Q6581097
Q4459038,1,Q6581097,Q6581097
Q4459036,0,Q6581097,Q6581097
Q4459544,0,Q6581097,Q6581097
Q4459616,1,Q6581097,Q6581097
Q4459631,1,Q6581097,Q6581097
Q4459685,1,Q6581097,Q6581097
Q4459812,1,Q6581097,Q6581097
Q4459856,0,Q6581072,Q6581072
Q4460969,0,Q6581072,Q6581072
Q4462308,0,Q6581097,Q6581097
Q4464824,0,Q6581072,Q6581072
Q4465018,1,Q6581097,Q6581097
Q4465112,1,Q6581072,Q6581072
Q4465461,0,Q6581097,Q6581097
Q4465548,0,Q6581097,Q6581097
Q4465862,0,Q6581097,Q6581097
Q4466391,1,Q6581097,Q6581097
Q4466589,1,Q6581097,Q6581097
Q4466824,0,Q6581072,Q6581072
Q4467629,0,Q6581097,Q6581097
Q4468742,1,Q6581097,Q6581097
Q4470763,0,Q6581097,Q6581097
Q4470861,0,Q6581097,Q6581097
Q4472625,0,Q6581097,Q6581097
Q4475322,1,Q6581097,Q6581097
Q4475326,1,Q6581097,Q6581097
Q4475565,1,Q6581072,Q6581072
Q4476581,1,Q6581097,Q6581097
Q4478696,0,Q6581097,Q6581097
Q4478771,1,Q6581097,Q6581097
Q4478801,1,Q6581097,Q6581097
Q4478808,1,Q6581097,Q6581097
Q4478825,0,Q6581097,Q6581097
Q4478832,1,Q6581097,Q6581097
Q4479506,0,Q6581097,Q6581097
Q4479514,0,Q6581097,Q6581097
Q4479620,1,Q6581097,Q6581097
Q4479659,0,Q6581097,Q6581097
Q4481056,1,Q6581097,Q6581097
Q4483757,0,Q6581097,Q6581097
Q4484055,0,Q6581097,Q6581097
Q4494384,0,Q6581097,Q6581097
Q4494821,0,Q6581097,Q6581097
Q4495681,0,Q6581097,Q6581097
Q4496178,1,Q6581097,Q6581097
Q4496414,1,Q6581097,Q6581097
Q4497932,1,Q6581097,Q6581097
Q4501572,0,Q6581072,Q6581072
Q4502218,0,Q6581097,Q6581097
Q4502506,0,Q6581097,Q6581097
Q4506383,0,Q6581097,Q6581097
Q4506724,0,Q6581097,Q6581097
Q4508082,0,Q6581097,Q6581097
Q4508311,1,Q6581097,Q6581097
Q4513840,1,Q6581072,Q6581072
Q4517071,1,Q6581097,Q6581097
Q12562221,1,Q6581097,Q6581097
Q12562231,1,Q6581097,Q6581097
Q12562254,1,Q6581097,Q6581097
Q12562255,1,Q6581097,Q6581097
Q12562406,1,Q6581097,Q6581097
Q12562555,1,Q6581097,Q6581097
Q12562580,1,Q6581097,Q6581097
Q12562611,1,Q6581097,Q6581097
Q12563031,1,Q6581097,Q6581097
Q12563029,1,Q6581097,Q6581097
Q12563089,1,Q6581097,Q6581097
Q12563322,1,Q6581097,Q6581097
Q12563412,1,Q6581097,Q6581097
Q12563464,1,Q6581097,Q6581097
Q12563473,1,Q6581097,Q6581097
Q12563526,1,Q6581097,Q6581097
Q12563548,1,Q6581072,Q6581072
Q12563605,1,Q6581072,Q6581072
Q12563709,1,Q6581097,Q6581097
Q12563753,1,Q6581097,Q6581097
Q12563819,1,Q6581097,Q6581097
Q12563833,1,Q6581097,Q6581097
Q12563855,1,Q6581097,Q6581097
Q12563882,1,Q6581097,Q6581097
Q12563911,1,Q6581097,Q6581097
Q12563922,1,Q6581097,Q6581097
Q12563933,1,Q6581097,Q6581097
Q12563987,1,Q6581097,Q6581097
Q12563991,1,,MISSING
Q12564006,1,Q6581097,Q6581097
Q12564034,1,Q6581097,Q6581097
Q12564035,1,Q6581097,Q6581097
Q12564047,1,Q6581097,Q6581097
Q12564054,1,Q6581072,Q6581072
Q12564059,1,Q6581097,Q6581097
Q12564069,1,,MISSING
Q12564087,1,Q6581097,Q6581097
Q12564099,1,Q6581097,Q6581097
Q12564120,1,Q6581072,Q6581072
Q12564129,1,Q6581072,Q6581072
Q12564151,1,Q6581072,Q6581072
Q12564390,1,Q6581097,Q6581097
Q12564467,1,Q6581097,Q6581097
Q12564473,1,Q6581097,Q6581097
Q12564476,1,,MISSING
Q12564484,1,Q6581097,Q6581097
Q12564488,1,Q6581097,Q6581097
Q12564521,1,Q6581072,Q6581072
Q12564599,1,Q6581097,Q6581097
Q12564810,1,Q6581072,Q6581072
Q12564814,1,Q6581072,Q6581072
Q12564818,1,Q6581072,Q6581072
Q12564948,1,Q6581097,Q6581097
Q12564966,1,Q6581097,Q6581097
Q12564994,1,Q6581097,Q6581097
Q12565263,1,Q6581097,Q6581097
Q12565267,1,Q6581097,Q6581097
Q12565282,1,,MISSING
Q12565287,1,Q6581097,Q6581097
Q12565320,1,Q6581097,Q6581097
Q12565321,1,Q6581097,Q6581097
Q12565355,1,Q6581097,Q6581097
Q12565356,1,Q6581097,Q6581097
Q12565365,1,Q6581097,Q6581097
Q12565438,1,Q6581097,Q6581097
Q12565461,1,Q6581072,Q6581072
Q12565780,1,Q6581097,Q6581097
Q12565915,1,Q6581097,Q6581097
Q12566090,1,Q6581097,Q6581097
Q12566194,1,Q6581097,Q6581097
Q12566192,1,Q6581097,Q6581097
Q12566198,1,Q6581097,Q6581097
Q12566447,1,Q6581072,Q6581072
Q12566507,1,Q6581072,Q6581072
Q12566504,1,Q6581097,Q6581097
Q12566509,1,Q6581097,Q6581097
Q12566647,1,Q6581097,Q6581097
Q12566676,1,Q6581097,Q6581097
Q12566677,1,Q6581097,Q6581097
Q12567016,1,Q6581097,Q6581097
Q12567122,1,Q6581097,Q6581097
Q12567162,1,Q6581097,Q6581097
Q12567197,1,Q6581097,Q6581097
Q12567246,1,Q6581097,Q6581097
Q12567254,1,Q6581097,Q6581097
Q12567276,1,Q6581097,Q6581097
Q12567331,1,Q6581097,Q6581097
Q12567357,1,Q6581097,Q6581097
Q12567392,1,Q6581097,Q6581097
Q12567400,1,Q6581097,Q6581097
Q12567405,1,Q6581097,Q6581097
Q12567418,1,Q6581097,Q6581097
Q12567545,1,Q6581097,Q6581097
Q12567555,1,Q6581097,Q6581097
Q12567556,1,Q6581097,Q6581097
Q12567575,1,Q6581097,Q6581097
Q12567577,1,Q6581097,Q6581097
Q12567580,1,Q6581097,Q6581097
Q12567593,1,Q6581097,Q6581097
Q12567623,1,Q6581097,Q6581097
Q12567633,1,Q6581097,Q6581097
Q12567654,1,,MISSING
Q12567772,1,Q6581097,Q6581097
Q24262504,0,Q6581097,Q6581097
Q24262510,0,Q6581097,Q6581097
Q24262515,0,Q6581072,Q6581072
Q24262521,0,Q6581097,Q6581097
Q24262533,0,Q6581097,Q6581097
Q24262543,0,Q6581097,Q6581097
Q24262558,0,Q6581072,Q6581072
Q24262556,0,Q6581097,Q6581097
Q24262557,0,Q6581097,Q6581097
Q24262563,0,Q6581072,Q6581072
Q24262561,0,Q6581097,Q6581097
Q24262564,0,Q6581097,Q6581097
Q24265305,0,Q6581097,Q6581097
Q24266382,0,Q6581072,Q6581072
Q24286976,1,Q6581097,Q6581097
Q24297897,0,Q6581072,Q6581072
Q24352229,0,Q6581097,Q6581097
Q24352559,0,Q6581072,Q6581072
Q24352859,1,Q6581072,Q6581072
Q24566182,0,Q6581097,Q6581097
Q24632391,1,Q6581097,Q6581097
Q24632937,1,Q6581097,Q6581097
Q24632943,0,Q6581097,Q6581097
Q24647460,0,Q6581097,Q6581097
Q24865001,1,Q6581072,Q6581072
Q24867406,0,Q6581072,Q6581072
Q24868827,1,Q6581072,Q6581072
