qid,has_kkwiki,p21,p21_group
Q1379417,0,Q6581097,Q6581097
Q1383931,1,Q6581097,Q6581097
Q1384003,1,Q6581097,Q6581097
Q1385647,0,Q6581097,Q6581097
Q1386374,0,Q6581097,Q6581097
Q1386531,0,Q6581097,Q6581097
Q1389063,0,Q6581097,Q6581097
Q1389422,0,Q6581097,Q6581097
Q1389615,1,Q6581072,Q6581072
Q1390128,1,Q6581097,Q6581097
Q1392566,0,Q6581097,Q6581097
Q1393082,0,Q6581097,Q6581097
Q1393406,0,Q6581097,Q6581097
Q1393528,0,Q6581097,Q6581097
Q1397351,0,Q6581072,Q6581072
Q1398049,0,Q6581097,Q6581097
Q1398123,1,Q6581097,Q6581097
Q1400186,1,Q6581097,Q6581097
Q1400689,0,Q6581097,Q6581097
Q1429004,1,Q6581072,Q6581072
Q1432108,1,Q6581097,Q6581097
Q1436649,0,Q6581072,Q6581072
Q1437015,1,Q6581097,Q6581097
Q1437193,0,Q6581097,Q6581097
Q77450,1,Q6581097,Q6581097
Q94394,1,Q6581097,Q6581097
Q112047,0,Q6581072,Q6581072
Q115204,1,Q6581097,Q6581097
Q115212,1,Q6581097,Q6581097
Q115303,1,Q6581097,Q6581097
Q127350,1,Q6581097,Q6581097
Q128239,1,Q6581097,Q6581097
Q128357,0,Q6581097,Q6581097
Q132083,1,Q6581097,Q6581097
Q164370,0,Q6581097,Q6581097
Q166846,1,Q6581097,Q6581097
Q179190,0,Q6581097,Q6581097
Q181366,1,Q6581097,Q6581097
Q185782,0,Q6581097,Q6581097
Q200881,1,Q6581097,Q6581097
Q208876,0,Q6581072,Q6581072
Q209639,1,Q6581097,Q6581097
Q222747,0,Q6581097,Q6581097
Q224790,1,Q6581097,Q6581097
Q229073,1,Q6581072,Q6581072
Q230881,0,Q6581072,Q6581072
Q232613,0,Q6581072,Q6581072
Q232764,1,Q6581072,Q6581072
Q233231,0,Q6581072,Q6581072
Q234831,1,Q6581072,Q6581072
Q240307,0,Q6581097,Q6581097
Q252769,1,Q6581097,Q6581097
Q252860,1,Q6581097,Q6581097
Q254132,1,Q6581072,Q6581072
Q254220,1,Q6581072,Q6581072
Q254313,1,Q6581072,Q6581072
Q254415,1,Q6581097,Q6581097
Q256141,1,Q6581097,Q6581097
Q260599,0,Q6581097,Q6581097
Q264664,0,Q6581097,Q6581097
Q272543,0,Q6581072,Q6581072
Q272817,0,Q6581072,Q6581072
Q275299,0,Q6581097,Q6581097
Q275833,1,Q6581097,Q6581097
Q277506,1,Q6581097,Q6581097
Q285823,1,Q6581097,Q6581097
Q286961,1,Q6581097,Q6581097
Q291857,1,Q6581072,Q6581072
Q292930,1,Q6581072,Q6581072
Q295991,1,Q6581097,Q6581097
Q324950,1,Q6581097,Q6581097
Q325063,1,Q6581097,Q6581097
Q327205,1,Q6581097,Q6581097
Q338811,1,Q6581097,Q6581097
Q340559,1,Q6581097,Q6581097
Q340561,1,Q6581097,Q6581097
Q344854,1,Q6581097,Q6581097
Q357131,1,Q6581097,Q6581097
Q357241,1,Q6581097,Q6581097
Q358552,1,Q6581097,Q6581097
Q361798,0,Q6581097,Q6581097
Q366412,1,Q6581097,Q6581097
Q367146,1,Q6581097,Q6581097
Q370989,0,Q6581097,Q6581097
Q374837,1,Q6581097,Q6581097
Q375085,1,Q6581097,Q6581097
Q375521,0,Q6581097,Q6581097
Q376532,1,Q6581072,Q6581072
Q377012,0,Q6581097,Q6581097
Q380247,1,Q6581097,Q6581097
Q380254,1,Q6581097,Q6581097
Q382518,1,Q6581097,Q6581097
Q382710,0,Q6581097,Q6581097
Q390913,1,Q6581097,Q6581097
Q417490,1,Q6581097,Q6581097
Q429155,0,Q6581097,Q6581097
Q430283,0,Q6581097,Q6581097
Q432015,1,Q6581097,Q6581097
Q433416,0,Q6581097,Q6581097
Q435078,1,Q6581097,Q6581097
Q435303,1,Q6581097,Q6581097
Q435617,1,Q6581097,Q6581097
Q435635,1,Q6581097,Q6581097
Q437076,0,Q6581097,Q6581097
Q440700,1,Q6581072,Q6581072
Q441386,1,Q6581072,Q6581072
Q442229,1,Q6581097,Q6581097
Q444924,0,Q6581072,Q6581072
Q445324,0,Q6581097,Q6581097
Q448407,1,Q6581097,Q6581097
Q448460,0,Q6581097,Q6581097
Q448689,0,Q6581097,Q6581097
Q449259,0,Q6581097,Q6581097
Q452328,0,Q6581097,Q6581097
Q452956,1,Q6581072,Q6581072
Q453535,0,Q6581097,Q6581097
Q454472,0,Q6581072,Q6581072
Q455454,1,Q6581097,Q6581097
Q458069,0,Q6581097,Q6581097
Q459166,1,Q6581097,Q6581097
Q459936,1,Q6581072,Q6581072
Q460465,0,Q6581072,Q6581072
Q461014,1,Q6581097,Q6581097
Q461051,1,Q6581097,Q6581097
Q461089,1,Q6581097,Q6581097
Q461565,1,Q6581072,Q6581072
Q461756,0,Q6581072,Q6581072
Q462018,0,Q6581097,Q6581097
Q462119,1,Q6581097,Q6581097
Q464132,0,Q6581097,Q6581097
Q464206,1,Q6581097,Q6581097
Q464735,1,Q6581072,Q6581072
Q464740,1,Q6581072,Q6581072
Q464765,1,Q6581072,Q6581072
Q464784,1,Q6581072,Q6581072
Q464840,1,Q6581072,Q6581072
Q464847,1,Q6581072,Q6581072
Q465885,0,Q6581097,Q6581097
Q465990,1,Q6581097,Q6581097
Q466542,1,Q6581072,Q6581072
Q466560,1,Q6581072,Q6581072
Q466910,0,Q6581097,Q6581097
Q467543,0,Q6581097,Q6581097
Q468258,1,Q6581097,Q6581097
Q471438,1,Q6581097,Q6581097
Q472014,0,Q6581097,Q6581097
Q472152,0,Q6581097,Q6581097
Q475565,0,Q6581097,Q6581097
Q477337,0,Q6581097,Q6581097
Q487649,0,Q6581097,Q6581097
Q487780,0,Q6581097,Q6581097
Q487950,1,Q6581097,Q6581097
Q488279,0,Q6581097,Q6581097
Q496663,0,Q6581097,Q6581097
Q501925,0,Q6581097,Q6581097
Q501997,1,Q6581097,Q6581097
Q502019,0,Q6581097,Q6581097
Q502152,0,Q6581097,Q6581097
Q502202,1,Q6581097,Q6581097
Q502203,1,Q6581097,Q6581097
Q502256,0,Q6581097,Q6581097
Q502275,0,Q6581097,Q6581097
Q502383,1,Q6581097,Q6581097
Q502477,0,Q6581097,Q6581097
Q502648,0,Q6581097,Q6581097
Q502659,0,Q6581097,Q6581097
Q502759,0,Q6581097,Q6581097
Q502915,0,Q6581097,Q6581097
Q503024,0,Q6581097,Q6581097
Q510037,1,Q6581097,Q6581097
Q510510,0,Q6581097,Q6581097
Q514731,0,Q6581072,Q6581072
Q515803,0,Q6581072,Q6581072
Q516178,1,,MISSING
Q525722,0,,MISSING
Q527063,1,,MISSING
Q527078,1,,MISSING
Q527123,1,,MISSING
Q528484,1,,MISSING
Q529518,1,,MISSING
Q530752,1,,MISSING
Q534137,1,,MISSING
Q535976,1,,MISSING
Q539483,1,,MISSING
Q539539,1,,MISSING
Q542596,0,,MISSING
Q544836,1,,MISSING
Q546327,1,,MISSING
Q553574,0,,MISSING
Q553642,1,,MISSING
Q555377,0,,MISSING
Q558567,1,,MISSING
Q560296,1,,MISSING
Q560301,1,,MISSING
Q560349,1,,MISSING
Q560360,1,,MISSING
Q560365,1,,MISSING
Q560378,1,,MISSING
Q560383,1,,MISSING
Q568089,0,,MISSING
Q573172,1,,MISSING
Q574151,0,,MISSING
Q574948,1,,MISSING
Q584510,0,,MISSING
Q589598,1,,MISSING
Q592266,0,,MISSING
Q595186,0,,MISSING
Q595939,1,,MISSING
Q602087,1,,MISSING
Q602658,0,,MISSING
Q609798,0,,MISSING
Q611014,0,,MISSING
Q612317,1,,MISSING
Q616292,0,,MISSING
Q622768,1,,MISSING
Q639162,0,,MISSING
Q653133,0,,MISSING
Q654394,1,,MISSING
Q664728,1,,MISSING
Q667823,1,,MISSING
Q672829,0,,MISSING
Q674151,0,,MISSING
Q676967,1,,MISSING
Q676981,1,,MISSING
Q683838,0,,MISSING
Q701515,1,,MISSING
Q705098,0,,MISSING
Q706620,0,,MISSING
Q707102,0,,MISSING
Q713470,0,,MISSING
Q716035,0,,MISSING
Q717645,1,,MISSING
Q721179,1,,MISSING
Q722079,1,,MISSING
Q723866,1,,MISSING
Q729610,1,,MISSING
Q729641,1,,MISSING
Q729658,1,,MISSING
Q731118,1,,MISSING
Q732542,1,,MISSING
Q732574,0,,MISSING
Q739222,1,,MISSING
Q755572,1,,MISSING
Q756148,1,,MISSING
Q769828,0,,MISSING
Q774964,1,,MISSING
Q779506,0,,MISSING
Q789083,1,,MISSING
Q798254,1,,MISSING
Q798262,0,,MISSING
Q811973,1,,MISSING
Q814637,1,,MISSING
Q822792,1,,MISSING
Q832251,0,,MISSING
Q836162,0,,MISSING
Q857546,1,,MISSING
Q865862,0,,MISSING
Q866100,0,,MISSING
Q867868,0,,MISSING
Q890847,0,,MISSING
Q891263,0,,MISSING
Q891849,1,,MISSING
Q893800,1,,MISSING
Q898119,0,,MISSING
Q899510,1,,MISSING
Q909951,0,,MISSING
Q910751,1,,MISSING
Q911281,1,,MISSING
Q919053,0,,MISSING
Q919896,0,,MISSING
Q921538,1,,MISSING
Q922509,1,,MISSING
Q923792,1,,MISSING
Q924356,0,,MISSING
Q931505,1,,MISSING
Q931958,1,,MISSING
Q932038,1,,MISSING
Q936432,0,,MISSING
Q938109,0,,MISSING
Q938191,0,,MISSING
Q939474,0,,MISSING
Q941970,0,,MISSING
Q950162,0,,MISSING
Q950172,0,,MISSING
Q951230,0,,MISSING
Q952638,0,,MISSING
Q954823,1,,MISSING
Q957162,0,,MISSING
Q962787,1,,MISSING
Q963013,0,,MISSING
Q963924,1,,MISSING
Q964688,0,,MISSING
Q964712,0,,MISSING
Q964931,1,,MISSING
Q967297,0,,MISSING
Q968213,0,,MISSING
Q970546,1,,MISSING
Q971494,1,,MISSING
Q976179,0,,MISSING
Q976616,1,,MISSING
Q976657,1,,MISSING
Q978489,1,,MISSING
Q981058,1,,MISSING
Q981074,1,,MISSING
Q981103,1,,MISSING
Q981118,1,,MISSING
Q981142,1,,MISSING
Q981145,1,,MISSING
Q981187,1,,MISSING
Q982296,1,,MISSING
Q983522,1,,MISSING
Q984224,0,,MISSING
Q984307,1,,MISSING
Q984618,1,,MISSING
Q1448548,0,,MISSING
Q1458568,0,,MISSING
Q1459251,1,,MISSING
Q1472457,1,,MISSING
Q1486331,0,,MISSING
Q1491329,1,,MISSING
Q1492107,0,,MISSING
Q1492104,0,,MISSING
Q1492846,0,,MISSING
Q1520580,1,,MISSING
Q1521334,1,,MISSING
Q1534884,1,,MISSING
Q1541504,0,,MISSING
Q1569469,0,,MISSING
Q1587282,0,,MISSING
Q1606287,0,,MISSING
Q1641885,0,,MISSING
Q1648716,0,,MISSING
Q1657680,0,,MISSING
Q1657810,1,,MISSING
Q1658615,0,,MISSING
Q1658645,0,,MISSING
Q1672181,1,,MISSING
Q1672648,0,,MISSING
Q1672678,0,,MISSING
Q1674158,0,,MISSING
Q1675595,0,,MISSING
Q1675926,0,,MISSING
Q1676011,0,,MISSING
Q1686645,0,,MISSING
Q1687659,1,,MISSING
Q1688631,0,,MISSING
Q1688653,0,,MISSING
Q1688680,0,,MISSING
Q1706393,0,,MISSING
Q1706483,0,,MISSING
Q1713903,0,,MISSING
Q1717736,0,,MISSING
Q1719451,1,,MISSING
Q1721851,1,,MISSING
Q1721852,1,,MISSING
Q1722547,1,,MISSING
Q1747488,1,,MISSING
Q1749896,0,,MISSING
Q1754694,1,,MISSING
Q1756671,0,,MISSING
Q1757267,0,,MISSING
Q1769589,1,,MISSING
Q1771929,0,,MISSING
Q1775487,1,,MISSING
Q1782742,0,,MISSING
Q1782764,0,,MISSING
Q1782809,0,,MISSING
Q1788279,1,,MISSING
Q1815917,0,,MISSING
Q1825451,1,,MISSING
Q1841423,1,,MISSING
Q1842193,1,,MISSING
Q1849512,0,,MISSING
Q1856100,1,,MISSING
Q1866766,0,,MISSING
Q1873329,0,,MISSING
Q1884670,0,,MISSING
Q1886526,0,,MISSING
Q1892315,1,,MISSING
Q1895187,0,,MISSING
Q1900070,1,,MISSING
Q1913816,1,,MISSING
Q1913829,1,,MISSING
Q1913833,0,,MISSING
Q1930267,1,,MISSING
Q1952525,0,,MISSING
Q1953571,1,,MISSING
Q1963481,1,,MISSING
Q1963965,0,,MISSING
Q1967799,1,,MISSING
Q1971390,0,,MISSING
Q1972850,0,,MISSING
Q1984107,1,,MISSING
Q1990796,0,,MISSING
Q1995708,1,,MISSING
Q2005414,0,,MISSING
Q2019276,1,,MISSING
Q2019280,0,,MISSING
Q2019433,0,,MISSING
Q2019703,0,,MISSING
Q2019714,0,,MISSING
Q2019722,0,,MISSING
Q2019724,0,,MISSING
Q2023257,0,,MISSING
Q2026111,1,,MISSING
Q2027626,1,,MISSING
Q2029855,0,,MISSING
Q2031373,0,,MISSING
Q2034781,0,,MISSING
Q2036001,1,,MISSING
Q2039441,0,,MISSING
Q2062590,1,,MISSING
Q2063190,0,,MISSING
Q2070757,0,,MISSING
Q2082981,1,,MISSING
Q2107164,0,,MISSING
Q2107364,0,,MISSING
Q2107402,0,,MISSING
Q2107667,1,,MISSING
Q2108153,1,,MISSING
Q2108313,0,,MISSING
Q2154705,0,,MISSING
Q2164743,0,,MISSING
Q2176851,0,,MISSING
Q2178182,0,,MISSING
Q2178909,0,,MISSING
Q2202217,0,,MISSING
Q2226067,1,,MISSING
Q2226968,1,,MISSING
Q2230880,1,,MISSING
Q2250110,0,,MISSING
Q2260327,0,,MISSING
Q2260606,0,,MISSING
Q2261644,0,,MISSING
Q2267979,0,,MISSING
Q2272512,0,,MISSING
Q2272963,0,,MISSING
Q2272966,0,,MISSING
Q2320454,0,,MISSING
Q2330636,0,,MISSING
Q2342370,0,,MISSING
Q2342687,1,,MISSING
Q2345842,0,,MISSING
Q2346510,0,,MISSING
Q2347545,0,,MISSING
Q2348581,0,,MISSING
Q2355755,0,,MISSING
Q2357031,0,,MISSING
Q2372736,0,,MISSING
Q2374467,1,,MISSING
Q2375002,0,,MISSING
Q2380553,1,,MISSING
Q2386511,0,,MISSING
Q2391190,1,,MISSING
Q2391790,0,,MISSING
Q2395662,0,,MISSING
Q2400533,0,,MISSING
Q2417517,0,,MISSING
Q2429984,1,,MISSING
Q2444320,1,,MISSING
Q2450518,1,,MISSING
Q2464001,1,,MISSING
Q2466357,1,,MISSING
Q2466379,1,,MISSING
Q2471041,1,,MISSING
Q2471516,1,,MISSING
Q2479354,0,,MISSING
Q2501357,0,,MISSING
Q2502828,1,,MISSING
Q2536822,0,,MISSING
Q2538754,0,,MISSING
Q2538766,0,,MISSING
Q2538812,1,,MISSING
Q2542175,1,,MISSING
Q2542214,0,,MISSING
Q2542723,1,,MISSING
Q2560080,1,,MISSING
Q2567676,1,,MISSING
Q2570017,1,,MISSING
Q2570084,0,,MISSING
Q2587082,0,,MISSING
Q2587155,0,,MISSING
Q2587184,0,,MISSING
Q2587200,0,,MISSING
Q2587378,0,,MISSING
Q2587509,0,,MISSING
Q2600001,0,,MISSING
Q2602053,0,,MISSING
Q2602840,0,,MISSING
Q2617878,1,,MISSING
Q2618199,0,,MISSING
Q2621391,0,,MISSING
Q2622432,0,,MISSING
Q2623000,0,,MISSING
Q2626602,1,,MISSING
Q2626934,1,,MISSING
Q2628409,1,,MISSING
Q2628417,1,,MISSING
Q2640776,1,,MISSING
Q2641225,1,,MISSING
Q2642013,0,,MISSING
Q2642056,0,,MISSING
Q2642691,0,,MISSING
Q2642970,0,,MISSING
Q2643020,0,,MISSING
Q2643963,0,,MISSING
Q2643996,0,,MISSING
Q2644031,0,,MISSING
Q2654184,0,,MISSING
Q2658743,1,,MISSING
Q2660661,0,,MISSING
Q2667308,1,,MISSING
Q2667651,1,,MISSING
Q5092066,1,,MISSING
Q5216278,1,,MISSING
Q5219893,0,,MISSING
Q5223639,0,,MISSING
Q5228023,0,,MISSING
Q5272053,1,,MISSING
Q5277832,0,,MISSING
Q5282494,1,,MISSING
Q5285512,0,,MISSING
Q5285537,0,,MISSING
Q5285656,0,,MISSING
Q5285661,0,,MISSING
Q5285673,0,,MISSING
Q5285676,0,,MISSING
Q5340442,0,,MISSING
Q5353896,0,,MISSING
Q5359045,0,,MISSING
Q5363904,0,,MISSING
Q5365382,0,,MISSING
Q5381553,0,,MISSING
Q5384230,1,,MISSING
Q5548472,0,,MISSING
Q5551139,1,,MISSING
Q5617836,1,,MISSING
Q5617972,0,,MISSING
Q5910578,0,,MISSING
Q5993372,0,,MISSING
Q5993692,0,,MISSING
Q5993774,0,,MISSING
Q5993860,0,,MISSING
Q5997720,0,,MISSING
Q6052889,0,,MISSING
Q6062443,0,,MISSING
Q6075874,1,,MISSING
Q6211877,0,,MISSING
Q6348338,1,,MISSING
Q6348540,1,,MISSING
Q6351099,0,,MISSING
Q6353074,0,,MISSING
Q6354683,0,,MISSING
Q6355766,0,,MISSING
Q6380687,0,,MISSING
Q6380691,0,,MISSING
Q6385510,0,,MISSING
Q6389180,1,,MISSING
Q6409727,1,,MISSING
Q6415268,0,,MISSING
Q6430007,0,,MISSING
Q6430019,0,,MISSING
Q6430017,0,,MISSING
Q6438258,0,,MISSING
Q6440764,0,,MISSING
Q6441112,1,,MISSING
Q6489441,0,,MISSING
Q6526425,0,,MISSING
Q6533163,0,,MISSING
Q6557579,0,,MISSING
Q6659978,1,,MISSING
Q6684276,1,,MISSING
Q6698897,0,,MISSING
Q6740186,1,,MISSING
Q6740193,0,,MISSING
Q6755404,1,,MISSING
Q6763873,0,,MISSING
Q6763886,0,,MISSING
Q6763908,0,,MISSING
Q6796736,0,,MISSING
Q6849753,0,,MISSING
Q6849756,1,,MISSING
Q6849946,1,,MISSING
Q6874960,0,,MISSING
Q6918931,0,,MISSING
Q6957606,0,,MISSING
Q6968310,0,,MISSING
Q6968308,0,,MISSING
Q6974494,1,,MISSING
Q7029037,1,,MISSING
Q7035903,0,,MISSING
Q7036327,0,,MISSING
Q7070155,1,,MISSING
Q7070326,0,,MISSING
Q7070324,0,,MISSING
Q7086061,0,,MISSING
Q7086070,1,,MISSING
Q7086116,0,,MISSING
Q7086135,0,,MISSING
Q7086270,0,,MISSING
Q7089287,0,,MISSING
Q7099414,0,,MISSING
Q7099418,1,,MISSING
Q7099959,1,,MISSING
Q7155747,1,,MISSING
Q7155798,1,,MISSING
Q7204282,1,,MISSING
Q7226899,1,,MISSING
Q7247616,1,,MISSING
Q12567783,1,,MISSING
Q12568019,1,,MISSING
Q12568060,1,,MISSING
Q12568064,1,,MISSING
Q12568115,1,,MISSING
Q12568120,1,,MISSING
Q12568173,1,,MISSING
Q12568303,1,,MISSING
Q12568667,1,,MISSING
Q12568709,1,,MISSING
Q12568748,1,,MISSING
Q12568749,1,,MISSING
Q12568761,1,,MISSING
Q12568892,1,,MISSING
Q12568912,1,,MISSING
Q12568958,1,,MISSING
Q12568972,1,,MISSING
Q12568976,1,,MISSING
Q12569106,1,,MISSING
Q12569104,1,,MISSING
Q12569180,1,,MISSING
Q12569219,1,,MISSING
Q12569439,1,,MISSING
Q12569614,1,,MISSING
Q12569669,1,,MISSING
Q12570067,1,,MISSING
Q12570113,1,,MISSING
Q12570136,1,,MISSING
Q12570249,1,,MISSING
Q12570262,1,,MISSING
Q12570266,1,,MISSING
Q12570375,1,,MISSING
Q12570453,1,,MISSING
Q12570713,1,,MISSING
Q12570954,1,,MISSING
Q12570972,1,,MISSING
Q12570976,1,,MISSING
Q12570977,1,,MISSING
Q12570991,1,,MISSING
Q12570994,1,,MISSING
Q12570992,1,,MISSING
Q12570996,1,,MISSING
Q12571001,1,,MISSING
Q12571011,1,,MISSING
Q12571114,1,,MISSING
Q12571256,1,,MISSING
Q12571296,1,,MISSING
Q12571970,1,,MISSING
Q12572102,1,,MISSING
Q12572101,1,,MISSING
Q12572106,1,,MISSING
Q12572127,1,,MISSING
Q12572128,1,,MISSING
Q12572142,1,,MISSING
Q12572150,1,,MISSING
Q12572152,1,,MISSING
Q12572234,1,,MISSING
Q12572290,1,,MISSING
Q12572337,1,,MISSING
Q12572362,1,,MISSING
Q12572363,1,,MISSING
Q12572398,1,,MISSING
Q12572402,1,Q6581097,Q6581097
Q12572429,1,Q6581097,Q6581097
Q12572461,1,Q6581097,Q6581097
Q12572537,1,Q6581097,Q6581097
Q12572599,1,Q6581097,Q6581097
Q12572620,1,Q6581097,Q6581097
Q12572671,1,Q6581072,Q6581072
Q12572783,1,Q6581097,Q6581097
Q12573629,1,,MISSING
Q12573645,1,Q6581097,Q6581097
Q12573659,1,,MISSING
Q12573687,1,Q6581097,Q6581097
Q12573730,1,Q6581097,Q6581097
Q12573728,1,Q6581097,Q6581097
Q12573767,1,Q6581097,Q6581097
Q12573773,1,Q6581097,Q6581097
Q12573784,1,Q6581097,Q6581097
Q12573791,1,Q6581097,Q6581097
Q12573902,1,Q6581097,Q6581097
Q12573983,1,,MISSING
Q12574009,1,Q6581097,Q6581097
Q12574086,1,Q6581097,Q6581097
Q12574099,1,Q6581072,Q6581072
Q12574110,1,Q6581097,Q6581097
Q12574109,1,Q6581097,Q6581097
Q12574118,1,Q6581072,Q6581072
Q12574204,1,Q6581097,Q6581097
Q12574263,1,,MISSING
Q12574304,1,Q6581097,Q6581097
Q12574360,1,Q6581097,Q6581097
Q12574564,1,Q6581097,Q6581097
Q12574928,1,Q6581097,Q6581097
Q12574968,1,Q6581097,Q6581097
Q12574973,1,Q6581072,Q6581072
Q12574978,1,,MISSING
Q12574976,1,Q6581097,Q6581097
Q12575143,1,Q6581097,Q6581097
Q12575144,1,Q6581097,Q6581097
Q12575145,1,Q6581097,Q6581097
Q12575158,1,Q6581097,Q6581097
Q12575198,1,Q6581072,Q6581072
Q12575277,1,Q6581097,Q6581097
Q12575383,1,Q6581072,Q6581072
Q12575507,1,Q6581097,Q6581097
Q12575544,1,Q6581097,Q6581097
Q12575554,1,Q6581097,Q6581097
Q12575670,1,Q6581097,Q6581097
Q12575738,1,Q6581072,Q6581072
Q12575736,1,Q6581097,Q6581097
Q12575760,1,Q6581097,Q6581097
Q12575991,1,Q6581097,Q6581097
Q12576187,1,,MISSING
Q12576227,1,,MISSING
Q12576245,1,Q6581097,Q6581097
Q12576266,1,Q6581097,Q6581097
Q12576304,1,Q6581097,Q6581097
Q12576314,1,Q6581097,Q6581097
Q12576540,1,Q6581097,Q6581097
Q12576602,1,Q6581097,Q6581097
Q12576600,1,Q6581097,Q6581097
Q12576633,1,Q6581097,Q6581097
Q12576716,1,Q6581097,Q6581097
Q12576815,1,Q6581097,Q6581097
Q12576817,1,Q6581097,Q6581097
Q12576827,1,Q6581097,Q6581097
Q12576872,1,Q6581097,Q6581097
Q12576966,1,Q6581072,Q6581072
Q12576968,1,Q6581072,Q6581072
Q12576989,1,Q6581097,Q6581097
Q12577008,1,Q6581097,Q6581097
Q12577016,1,Q6581097,Q6581097
Q12577045,1,Q6581097,Q6581097
Q12577169,1,Q6581097,Q6581097
Q12577184,1,Q6581097,Q6581097
Q12577190,1,Q6581097,Q6581097
Q12577382,1,Q6581097,Q6581097
Q12577515,1,Q6581097,Q6581097
Q12577562,1,Q6581072,Q6581072
Q12577569,1,Q6581097,Q6581097
Q12577718,1,Q6581097,Q6581097
Q12577890,1,Q6581097,Q6581097
Q12578091,1,Q6581097,Q6581097
Q12578092,1,Q6581097,Q6581097
Q12578093,1,Q6581097,Q6581097
Q12578096,1,,MISSING
Q12578101,1,Q6581097,Q6581097
Q12578136,1,Q6581097,Q6581097
Q12578143,1,Q6581097,Q6581097
Q12578147,1,Q6581097,Q6581097
Q12578144,1,Q6581097,Q6581097
Q12578150,1,Q6581097,Q6581097
Q12578171,1,Q6581097,Q6581097
Q12578194,1,Q6581097,Q6581097
Q12578210,1,Q6581097,Q6581097
Q12578215,1,Q6581097,Q6581097
Q12578213,1,Q6581097,Q6581097
Q12578243,1,Q6581097,Q6581097
Q12578259,1,Q6581097,Q6581097
Q12578276,1,Q6581097,Q6581097
Q12578282,1,Q6581097,Q6581097
Q12578291,1,Q6581097,Q6581097
Q12578317,1,Q6581097,Q6581097
Q12578320,1,Q6581097,Q6581097
Q12578335,1,Q6581097,Q6581097
Q12578380,1,Q6581097,Q6581097
Q12578411,1,Q6581097,Q6581097
Q12578413,1,Q6581097,Q6581097
Q12578443,1,Q6581097,Q6581097
Q12578479,1,Q6581097,Q6581097
Q12578534,1,Q6581097,Q6581097
Q12578752,1,Q6581097,Q6581097
Q12578756,1,Q6581097,Q6581097
Q12578766,1,Q6581072,Q6581072
Q12578779,1,Q6581097,Q6581097
Q12578839,1,Q6581097,Q6581097
Q12578850,1,Q6581097,Q6581097
Q12578851,1,Q6581097,Q6581097
Q12578854,1,Q6581097,Q6581097
Q12578862,1,Q6581097,Q6581097
Q12578888,1,Q6581097,Q6581097
Q12578894,0,Q6581097,Q6581097
Q12578909,1,Q6581097,Q6581097
Q12578917,1,Q6581097,Q6581097
Q12578922,1,Q6581097,Q6581097
Q12578945,1,Q6581097,Q6581097
Q12578949,1,Q6581097,Q6581097
Q12578955,1,Q6581097,Q6581097
Q12578959,1,Q6581097,Q6581097
Q12579023,1,Q6581072,Q6581072
Q12579021,1,Q6581072,Q6581072
Q12579024,1,Q6581072,Q6581072
Q12579038,1,Q6581097,Q6581097
Q12579050,1,Q6581072,Q6581072
Q12579053,1,Q6581072,Q6581072
Q12579171,1,Q6581097,Q6581097
Q12579174,1,Q6581097,Q6581097
Q12579297,1,Q6581097,Q6581097
Q12579301,1,Q6581097,Q6581097
Q16433516,1,Q6581097,Q6581097
Q16433565,1,Q6581097,Q6581097
Q16433573,1,Q6581097,Q6581097
Q16433579,1,Q6581097,Q6581097
Q16433585,1,Q6581097,Q6581097
Q16433607,1,Q6581097,Q6581097
Q16433611,1,Q6581097,Q6581097
Q16433615,1,Q6581097,Q6581097
Q16433633,1,Q6581097,Q6581097
Q16433673,1,Q6581097,Q6581097
Q16433708,1,Q6581097,Q6581097
Q16433721,1,Q6581072,Q6581072
Q16433776,1,Q6581097,Q6581097
Q16433893,1,Q6581097,Q6581097
Q16433902,1,Q6581097,Q6581097
Q16433935,1,Q6581072,Q6581072
Q16433949,1,Q6581097,Q6581097
Q16434011,1,Q6581097,Q6581097
Q16434105,1,Q6581097,Q6581097
Q16434131,1,,MISSING
Q16434160,1,Q6581097,Q6581097
Q16434219,1,Q6581097,Q6581097
Q16434231,1,Q6581097,Q6581097
Q16434249,1,Q6581097,Q6581097
Q16434341,1,Q6581072,Q6581072
Q16434367,1,Q6581097,Q6581097
Q16434426,1,Q6581097,Q6581097
Q16434454,1,Q6581097,Q6581097
Q16434518,1,Q6581072,Q6581072
Q16434562,1,Q6581097,Q6581097
Q16434570,1,Q6581097,Q6581097
Q16434708,1,Q6581097,Q6581097
Q16434729,1,Q6581097,Q6581097
Q16434815,1,Q6581097,Q6581097
Q16434830,1,Q6581072,Q6581072
Q16434859,1,Q6581097,Q6581097
Q16434891,1,Q6581072,Q6581072
Q16434897,1,Q6581072,Q6581072
Q16434919,1,Q6581097,Q6581097
Q16434946,1,Q6581072,Q6581072
Q16435052,1,Q6581097,Q6581097
Q16435130,1,Q6581097,Q6581097
Q16435133,1,Q6581097,Q6581097
Q16435154,1,Q6581072,Q6581072
Q16435168,1,Q6581097,Q6581097
Q16435236,1,Q6581097,Q6581097
Q16435247,1,Q6581072,Q6581072
Q16435263,1,Q6581097,Q6581097
Q16435272,1,Q6581097,Q6581097
Q16435290,1,Q6581097,Q6581097
Q16435306,1,Q6581097,Q6581097
Q16435323,1,Q6581097,Q6581097
Q16435325,1,Q6581072,Q6581072
Q16435332,1,Q6581097,Q6581097
Q16435345,1,Q6581097,Q6581097
Q16435351,1,Q6581097,Q6581097
