p31,articles,median_words,mean_words,median_references,mean_references,median_images,mean_images,median_internal_links,mean_internal_links,no_references,no_images,under_250_words,short_unreferenced,thin_articles,label_en,label_kk,label_ru,no_references_pct,no_images_pct,under_250_words_pct,short_unreferenced_pct,thin_articles_pct
Q131459694,39,481.0,473.74,0.0,1.72,0.0,0.08,26.0,29.51,27,36,8,6,6,association football season,association football season,розыгрыш футбольного турнира,69.23,92.31,20.51,15.38,15.38
Q131463097,3,242.0,242.33,0.0,0.0,0.0,0.0,2.0,2.0,3,3,3,3,3,,,,100.0,100.0,100.0,100.0,100.0
Q131540088,1,4454.0,4454.0,92.0,92.0,15.0,15.0,189.0,189.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q131541832,1,184.0,184.0,1.0,1.0,1.0,1.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q131559,1,43.0,43.0,1.0,1.0,1.0,1.0,3.0,3.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q131565179,12,222.0,417.17,1.0,2.5,1.0,1.08,10.0,19.17,4,5,7,4,3,,,,33.33,41.67,58.33,33.33,25.0
Q131569,48,201.5,333.21,1.0,1.19,0.0,0.54,11.0,14.4,18,29,29,8,6,treaty,Халықаралық келiсiмдер,международный договор,37.5,60.42,60.42,16.67,12.5
Q1315911,1,138.0,138.0,2.0,2.0,0.0,0.0,17.0,17.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q131610589,2,82.0,82.0,1.0,1.0,0.5,0.5,6.5,6.5,0,1,2,0,0,,,,0.0,50.0,100.0,0.0,0.0
Q131618150,14,241.0,240.64,0.0,0.0,0.0,0.0,2.0,2.0,14,14,14,14,14,,,,100.0,100.0,100.0,100.0,100.0
Q131621892,1,795.0,795.0,1.0,1.0,2.0,2.0,28.0,28.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q131639541,1,204.0,204.0,0.0,0.0,0.0,0.0,8.0,8.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q131647,36,489.0,555.0,0.0,0.83,2.0,2.56,8.5,9.47,22,1,5,2,0,medal,медаль,медаль,61.11,2.78,13.89,5.56,0.0
Q131651830,1,2240.0,2240.0,23.0,23.0,0.0,0.0,86.0,86.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q131668,1,2834.0,2834.0,45.0,45.0,2.0,2.0,162.0,162.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q131669,3,937.0,934.33,1.0,16.0,2.0,1.33,20.0,25.33,1,1,0,0,0,,,,33.33,33.33,0.0,0.0,0.0
Q131679239,2,58.0,58.0,0.5,0.5,0.5,0.5,6.0,6.0,1,1,2,1,0,,,,50.0,50.0,100.0,50.0,0.0
Q131681,92,164.5,210.92,1.0,1.46,0.0,0.11,6.0,7.29,6,85,76,6,2,reservoir,су қоймасы,водохранилище,6.52,92.39,82.61,6.52,2.17
Q131700004,3,480.0,650.67,1.0,1.67,1.0,1.33,32.0,31.67,1,1,0,0,0,,,,33.33,33.33,0.0,0.0,0.0
Q131731,2,232.5,232.5,5.0,5.0,2.5,2.5,13.5,13.5,0,0,1,0,0,,,,0.0,0.0,50.0,0.0,0.0
Q131733833,3,134.0,117.0,2.0,1.33,1.0,1.0,8.0,6.67,1,0,3,1,0,,,,33.33,0.0,100.0,33.33,0.0
Q131743524,2,532.5,532.5,1.5,1.5,1.5,1.5,7.0,7.0,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q131744452,2,84.0,84.0,1.0,1.0,0.0,0.0,8.5,8.5,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q131745961,1,276.0,276.0,0.0,0.0,0.0,0.0,12.0,12.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q131747020,1,633.0,633.0,4.0,4.0,1.0,1.0,13.0,13.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q131748586,2,412.0,412.0,1.5,1.5,1.0,1.0,17.0,17.0,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q131784011,1,351.0,351.0,17.0,17.0,1.0,1.0,14.0,14.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q131784846,4,224.5,280.5,1.0,1.5,0.0,0.0,7.0,6.75,1,4,2,0,0,,,,25.0,100.0,50.0,0.0,0.0
Q131790,2,221.5,221.5,2.5,2.5,1.0,1.0,11.5,11.5,0,0,1,0,0,,,,0.0,0.0,50.0,0.0,0.0
Q1318370,1,77.0,77.0,1.0,1.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q131841,1,429.0,429.0,1.0,1.0,2.0,2.0,5.0,5.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1318413,1,347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q131908101,1,514.0,514.0,0.0,0.0,2.0,2.0,9.0,9.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q131929187,1,453.0,453.0,1.0,1.0,0.0,0.0,23.0,23.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q131934975,1,140.0,140.0,0.0,0.0,8.0,8.0,5.0,5.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q131935021,1,198.0,198.0,3.0,3.0,0.0,0.0,10.0,10.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q131936230,1,462.0,462.0,11.0,11.0,0.0,0.0,14.0,14.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1319599,2,955.5,955.5,3.5,3.5,1.5,1.5,44.5,44.5,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q131960212,1,95.0,95.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q13196193,13,75.0,165.38,1.0,0.92,0.0,0.38,5.0,4.92,1,8,11,1,1,,,,7.69,61.54,84.62,7.69,7.69
Q131981876,1,3008.0,3008.0,26.0,26.0,4.0,4.0,105.0,105.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q131986827,3,212.0,297.67,0.0,0.67,1.0,1.67,13.0,13.67,2,0,2,2,0,,,,66.67,0.0,66.67,66.67,0.0
Q1320047,4,241.0,238.0,0.5,0.75,0.0,0.25,8.0,14.75,2,3,2,1,1,,,,50.0,75.0,50.0,25.0,25.0
Q1320719,1,436.0,436.0,0.0,0.0,0.0,0.0,21.0,21.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q132127653,1,229.0,229.0,0.0,0.0,0.0,0.0,5.0,5.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q132137,1,455.0,455.0,10.0,10.0,0.0,0.0,3.0,3.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q132172722,14,243.5,243.36,0.0,0.0,0.0,0.0,2.0,2.0,14,14,14,14,14,,,,100.0,100.0,100.0,100.0,100.0
Q13217644,51,274.0,267.24,0.0,0.08,0.0,0.2,7.0,9.57,47,41,7,3,3,,,,92.16,80.39,13.73,5.88,5.88
Q13218357,6,249.5,725.67,1.0,5.0,0.5,2.0,6.0,40.83,1,3,3,1,1,,,,16.67,50.0,50.0,16.67,16.67
Q13218382,1,1677.0,1677.0,40.0,40.0,0.0,0.0,11.0,11.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q13218391,10,418.5,659.5,1.0,3.5,0.5,1.4,15.5,32.8,2,5,3,1,1,,,,20.0,50.0,30.0,10.0,10.0
Q132185404,3,258.0,270.0,0.0,0.0,1.0,0.67,5.0,6.33,3,1,0,0,0,,,,100.0,33.33,0.0,0.0,0.0
Q13218690,12,230.5,232.58,0.0,0.0,0.0,0.0,5.0,5.58,12,12,6,6,6,,,,100.0,100.0,50.0,50.0,50.0
Q132192592,1,428.0,428.0,7.0,7.0,3.0,3.0,20.0,20.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1321926,1,605.0,605.0,0.0,0.0,2.0,2.0,13.0,13.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q13219666,1,910.0,910.0,0.0,0.0,2.0,2.0,41.0,41.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q1322005,11,119.0,244.64,1.0,2.45,1.0,0.91,6.0,13.0,2,4,8,1,1,,,,18.18,36.36,72.73,9.09,9.09
Q1322134,13,158.0,202.92,1.0,1.0,0.0,0.69,7.0,9.54,5,8,11,5,2,gulf,gulf,залив,38.46,61.54,84.62,38.46,15.38
Q1322198,7,325.0,467.14,1.0,1.29,0.0,0.57,22.0,23.29,3,4,3,2,1,,,,42.86,57.14,42.86,28.57,14.29
Q132241,6,177.5,162.0,1.0,1.0,1.0,1.0,6.5,7.33,1,2,5,0,0,festival,festival,фестиваль,16.67,33.33,83.33,0.0,0.0
Q13226383,11,440.0,689.73,2.0,5.82,1.0,1.36,8.0,21.82,1,5,3,0,0,facility,facility,площадка,9.09,45.45,27.27,0.0,0.0
Q13226541,2,1073.5,1073.5,11.0,11.0,1.5,1.5,34.0,34.0,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q1322856,1,68.0,68.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1323212,2,3452.5,3452.5,72.0,72.0,1.5,1.5,94.0,94.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q132347976,1,63.0,63.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1323528,1,225.0,225.0,3.0,3.0,0.0,0.0,9.0,9.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1323572,1,3683.0,3683.0,0.0,0.0,3.0,3.0,8.0,8.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q132364,9,394.0,394.44,1.0,2.0,1.0,1.22,8.0,7.33,3,4,3,0,0,,,,33.33,44.44,33.33,0.0,0.0
Q1323642,5,3219.0,3532.8,10.0,18.2,3.0,6.8,120.0,181.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1324355,2,298.5,298.5,0.5,0.5,0.5,0.5,10.0,10.0,1,1,1,0,0,,,,50.0,50.0,50.0,0.0,0.0
Q132510,1,163.0,163.0,0.0,0.0,1.0,1.0,11.0,11.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q1325302,4,189.0,246.5,1.0,3.0,1.5,1.5,7.5,6.5,1,1,3,1,0,,,,25.0,25.0,75.0,25.0,0.0
Q13257647,2,681.0,681.0,2.0,2.0,2.0,2.0,11.5,11.5,1,0,0,0,0,,,,50.0,0.0,0.0,0.0,0.0
Q13266,1,138.0,138.0,1.0,1.0,0.0,0.0,12.0,12.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q132680629,3,237.0,225.33,0.0,0.0,0.0,0.33,2.0,2.0,3,2,2,2,1,,,,100.0,66.67,66.67,66.67,33.33
Q1326966,10,235.5,296.5,1.0,1.3,0.0,0.7,9.5,11.9,2,6,6,2,1,,,,20.0,60.0,60.0,20.0,10.0
Q132708853,1,76.0,76.0,0.0,0.0,0.0,0.0,6.0,6.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1327300,1,444.0,444.0,3.0,3.0,0.0,0.0,11.0,11.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1327465,1,457.0,457.0,5.0,5.0,0.0,0.0,2.0,2.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q132753319,1,173.0,173.0,0.0,0.0,0.0,0.0,4.0,4.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q132775089,1,114.0,114.0,1.0,1.0,1.0,1.0,7.0,7.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q132775244,1,80.0,80.0,2.0,2.0,1.0,1.0,8.0,8.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q132775289,1,103.0,103.0,1.0,1.0,1.0,1.0,9.0,9.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q132776456,2,2467.0,2467.0,37.5,37.5,2.0,2.0,82.5,82.5,1,0,0,0,0,,,,50.0,0.0,0.0,0.0,0.0
Q132798322,5,183.0,158.0,1.0,1.4,0.0,0.0,5.0,5.2,0,5,4,0,0,,,,0.0,100.0,80.0,0.0,0.0
Q132821,1,644.0,644.0,17.0,17.0,1.0,1.0,9.0,9.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q132834,18,162.5,259.33,1.0,1.28,0.0,0.44,9.0,7.44,7,12,13,7,7,madrasa,Медресе,медресе,38.89,66.67,72.22,38.89,38.89
Q1328899,9,224.0,253.11,1.0,1.0,0.0,0.44,16.0,22.11,4,6,6,3,2,,,,44.44,66.67,66.67,33.33,22.22
Q1329623,2,356.0,356.0,2.0,2.0,0.0,0.0,28.5,28.5,1,2,0,0,0,cultural center,cultural center,культурный центр,50.0,100.0,0.0,0.0,0.0
Q132967635,1,870.0,870.0,7.0,7.0,0.0,0.0,21.0,21.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q133004,1,443.0,443.0,0.0,0.0,0.0,0.0,13.0,13.0,1,1,0,0,0,diaspora,Диаспора,диаспора,100.0,100.0,0.0,0.0,0.0
Q1330251,3,409.0,331.0,5.0,4.0,0.0,0.0,5.0,70.0,1,3,1,1,1,,,,33.33,100.0,33.33,33.33,33.33
Q1330336,4,520.5,540.25,1.5,3.0,1.0,1.0,21.0,26.25,1,1,0,0,0,,,,25.0,25.0,0.0,0.0,0.0
Q133056,20,182.0,193.6,1.0,1.1,0.0,0.05,6.0,6.4,1,19,19,0,0,mountain pass,асу,перевал,5.0,95.0,95.0,0.0,0.0
Q133067,1,422.0,422.0,10.0,10.0,1.0,1.0,15.0,15.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1330974,5,163.0,303.2,0.0,0.4,1.0,1.2,1.0,2.6,3,1,4,2,1,,,,60.0,20.0,80.0,40.0,20.0
Q1331380,1,376.0,376.0,9.0,9.0,0.0,0.0,18.0,18.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q133156,5,290.0,406.2,2.0,2.4,0.0,0.2,49.0,35.8,2,4,2,2,2,,,,40.0,80.0,40.0,40.0,40.0
Q133163,4,268.5,321.5,1.0,1.25,0.5,0.5,10.5,11.25,0,2,2,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q133177856,2,372.0,372.0,0.5,0.5,0.5,0.5,16.0,16.0,1,1,1,0,0,,,,50.0,50.0,50.0,0.0,0.0
Q1331793,8,299.5,388.12,3.0,4.25,0.0,0.12,8.5,10.38,1,7,3,1,1,media company,media company,медиакомпания,12.5,87.5,37.5,12.5,12.5
Q133182,4,393.0,382.75,0.0,0.5,0.5,0.75,15.0,16.75,3,2,1,1,0,,,,75.0,50.0,25.0,25.0,0.0
Q133212,1,50.0,50.0,2.0,2.0,1.0,1.0,3.0,3.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1332219,1,472.0,472.0,8.0,8.0,0.0,0.0,5.0,5.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q133250,2,391.0,391.0,0.0,0.0,0.5,0.5,26.0,26.0,2,1,1,1,0,,,,100.0,50.0,50.0,50.0,0.0
Q133272445,1,5674.0,5674.0,121.0,121.0,82.0,82.0,354.0,354.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q133284163,3,963.0,871.0,15.0,17.33,0.0,0.33,15.0,22.33,0,2,0,0,0,,,,0.0,66.67,0.0,0.0,0.0
Q133311,66,323.0,509.36,1.5,2.7,0.0,0.79,14.5,29.06,18,34,27,14,9,tribe,тайпа,племя,27.27,51.52,40.91,21.21,13.64
Q1333366,1,2435.0,2435.0,10.0,10.0,2.0,2.0,130.0,130.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q133346,7,1086.0,1105.86,2.0,3.71,6.0,7.0,23.0,23.14,2,0,0,0,0,border,Мемлекеттік шекара,граница географическая,28.57,0.0,0.0,0.0,0.0
Q1334052,1,827.0,827.0,4.0,4.0,0.0,0.0,21.0,21.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q133442,16,849.0,869.12,3.0,3.81,1.0,1.38,17.5,26.38,3,6,2,1,1,,,,18.75,37.5,12.5,6.25,6.25
Q133444874,2,372.5,372.5,1.0,1.0,1.0,1.0,10.0,10.0,1,1,1,0,0,,,,50.0,50.0,50.0,0.0,0.0
Q133449656,3,416.0,311.33,2.0,1.67,0.0,0.33,6.0,8.67,0,2,1,0,0,,,,0.0,66.67,33.33,0.0,0.0
Q1334738,1,673.0,673.0,3.0,3.0,2.0,2.0,61.0,61.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q133492,1,1059.0,1059.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1335003,1,242.0,242.0,0.0,0.0,0.0,0.0,12.0,12.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1335818,2,1699.5,1699.5,6.5,6.5,5.5,5.5,85.5,85.5,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q133585,1,326.0,326.0,3.0,3.0,1.0,1.0,3.0,3.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1336099,3,196.0,209.67,0.0,0.33,0.0,0.33,23.0,20.33,2,2,2,2,2,,,,66.67,66.67,66.67,66.67,66.67
Q13365548,1,86.0,86.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q13366104,8,117.0,172.88,0.0,0.5,1.0,0.75,12.5,21.38,5,2,5,4,0,,,,62.5,25.0,62.5,50.0,0.0
Q13366129,6,293.5,307.33,0.0,0.17,0.0,0.33,7.5,26.83,5,4,3,3,1,,,,83.33,66.67,50.0,50.0,16.67
Q133699310,1,88.0,88.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q133797182,1,376.0,376.0,7.0,7.0,0.0,0.0,3.0,3.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q133798571,2,640.5,640.5,2.0,2.0,0.0,0.0,25.0,25.0,0,2,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q13380226,1,379.0,379.0,3.0,3.0,3.0,3.0,4.0,4.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q133808165,2,513.0,513.0,6.5,6.5,1.5,1.5,10.0,10.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q133829011,1,52.0,52.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q133841517,1,2066.0,2066.0,22.0,22.0,9.0,9.0,109.0,109.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q133846807,2,267.5,267.5,1.0,1.0,1.0,1.0,18.0,18.0,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q133857185,1,927.0,927.0,34.0,34.0,0.0,0.0,35.0,35.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1338798,1,796.0,796.0,21.0,21.0,2.0,2.0,17.0,17.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1339195,4,267.0,259.75,3.0,3.0,2.0,2.0,7.5,7.75,0,0,2,0,0,,,,0.0,0.0,50.0,0.0,0.0
Q13393265,12,102.5,138.33,0.0,0.33,0.0,0.0,2.5,3.92,8,12,11,7,7,basketball team,basketball team,баскетбольная команда,66.67,100.0,91.67,58.33,58.33
Q133997300,223,309.0,307.78,1.0,0.87,0.0,0.04,6.0,6.0,30,214,0,0,0,,,,13.45,95.96,0.0,0.0,0.0
Q133997481,536,298.0,299.8,1.0,0.96,0.0,0.04,6.0,6.0,19,516,0,0,0,,,,3.54,96.27,0.0,0.0,0.0
Q134016100,1,382.0,382.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q13402009,1,310.0,310.0,0.0,0.0,1.0,1.0,6.0,6.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q13402959,1,74.0,74.0,1.0,1.0,1.0,1.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1340449,2,407.5,407.5,5.0,5.0,0.0,0.0,18.5,18.5,0,2,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q13405593,2,172.5,172.5,0.5,0.5,1.5,1.5,4.5,4.5,1,0,2,1,0,,,,50.0,0.0,100.0,50.0,0.0
Q13406463,776,875.0,2362.45,0.0,8.11,1.0,10.43,62.0,190.55,424,384,107,81,55,Wikimedia list article,Wikimedia list article,статья-список в проекте Викимедиа,54.64,49.48,13.79,10.44,7.09
Q13406554,77,395.0,587.58,0.0,1.17,0.0,1.74,29.0,39.78,62,64,16,14,12,sports competition,sports competition,спортивное соревнование,80.52,83.12,20.78,18.18,15.58
Q13406660,2,722.0,722.0,8.0,8.0,0.5,0.5,23.5,23.5,1,1,0,0,0,civil rights movement,civil rights movement,движение за гражданские права,50.0,50.0,0.0,0.0,0.0
Q13408093,1,129.0,129.0,1.0,1.0,1.0,1.0,8.0,8.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1340856,1,67.0,67.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q13410438,1,417.0,417.0,1.0,1.0,0.0,0.0,14.0,14.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q13410464,2,151.0,151.0,0.0,0.0,0.0,0.0,13.5,13.5,2,2,2,2,2,,,,100.0,100.0,100.0,100.0,100.0
Q1341478,3,640.0,478.67,7.0,7.0,0.0,0.0,28.0,19.0,1,3,1,1,1,,,,33.33,100.0,33.33,33.33,33.33
Q13414953,10,374.0,525.9,1.0,2.0,0.5,0.5,9.0,17.2,4,5,4,2,2,,,,40.0,50.0,40.0,20.0,20.0
Q13415366,1,397.0,397.0,1.0,1.0,1.0,1.0,22.0,22.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q13415368,8,469.0,497.62,1.0,1.0,0.5,0.62,27.0,31.62,2,4,0,0,0,,,,25.0,50.0,0.0,0.0,0.0
Q13415370,1,545.0,545.0,1.0,1.0,0.0,0.0,27.0,27.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q134161,3,481.0,584.0,1.0,2.0,1.0,2.67,13.0,19.0,0,0,1,0,0,joint-stock company,Акционерлік қоғам,акционерное общество,0.0,0.0,33.33,0.0,0.0
Q13416557,3,708.0,1259.0,6.0,14.0,0.0,5.0,15.0,15.0,1,2,0,0,0,,,,33.33,66.67,0.0,0.0,0.0
Q13417114,21,537.0,806.33,1.0,1.9,0.0,1.52,29.0,37.05,10,11,3,0,0,,,,47.62,52.38,14.29,0.0,0.0
Q13417250,6,494.0,549.17,2.5,2.67,0.0,1.33,4.5,5.0,1,4,0,0,0,,,,16.67,66.67,0.0,0.0,0.0
Q1341811,1,260.0,260.0,0.0,0.0,0.0,0.0,16.0,16.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q13418847,2,1017.5,1017.5,5.0,5.0,2.5,2.5,36.5,36.5,1,0,0,0,0,,,,50.0,0.0,0.0,0.0,0.0
Q134194,1,408.0,408.0,0.0,0.0,2.0,2.0,5.0,5.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q134219,4,114.5,131.75,2.0,2.0,1.0,1.25,10.0,13.0,0,1,4,0,0,,,,0.0,25.0,100.0,0.0,0.0
Q13426043,2,391.5,391.5,2.5,2.5,3.5,3.5,21.0,21.0,1,1,1,1,1,,,,50.0,50.0,50.0,50.0,50.0
Q134261520,1,40.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q134264207,2,403.5,403.5,4.5,4.5,3.5,3.5,28.0,28.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q134267259,1,243.0,243.0,0.0,0.0,4.0,4.0,5.0,5.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q13427116,5,141.0,312.6,0.0,0.4,1.0,0.8,4.0,14.4,3,2,4,3,2,,,,60.0,40.0,80.0,60.0,40.0
Q13427130,1,104.0,104.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q1343205,3,350.0,429.0,5.0,7.33,0.0,0.33,40.0,32.33,1,2,1,1,0,,,,33.33,66.67,33.33,33.33,0.0
Q13433827,1,111.0,111.0,1.0,1.0,1.0,1.0,7.0,7.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q134396192,3,232.0,335.33,1.0,1.33,2.0,1.67,16.0,20.33,0,1,2,0,0,,,,0.0,33.33,66.67,0.0,0.0
Q13440398,1,1338.0,1338.0,24.0,24.0,5.0,5.0,17.0,17.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q134445478,1,1128.0,1128.0,7.0,7.0,0.0,0.0,17.0,17.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q134447,2,678.5,678.5,6.5,6.5,0.0,0.0,13.0,13.0,0,2,0,0,0,nuclear power plant,Атом электр стансасы,атомная электростанция,0.0,100.0,0.0,0.0,0.0
Q134466357,1,297.0,297.0,3.0,3.0,1.0,1.0,15.0,15.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q134469332,1,260.0,260.0,4.0,4.0,0.0,0.0,2.0,2.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1344695,6,778.5,730.5,1.0,1.5,1.0,0.83,10.0,14.83,2,2,1,0,0,,,,33.33,33.33,16.67,0.0,0.0
Q1344851,2,347.5,347.5,4.5,4.5,0.0,0.0,13.5,13.5,0,2,1,0,0,,,,0.0,100.0,50.0,0.0,0.0
Q134485872,1,1189.0,1189.0,1.0,1.0,0.0,0.0,388.0,388.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1344887,2,805.5,805.5,16.5,16.5,0.5,0.5,45.5,45.5,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q1344897,1,658.0,658.0,4.0,4.0,1.0,1.0,9.0,9.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1344963,27,629.0,1241.93,0.0,1.59,0.0,7.19,61.0,90.0,24,15,1,1,1,,,,88.89,55.56,3.7,3.7,3.7
Q134496690,6,185.5,198.33,1.5,1.5,1.0,1.0,9.0,14.67,0,2,3,0,0,,,,0.0,33.33,50.0,0.0,0.0
Q134499786,2,71.0,71.0,1.0,1.0,0.0,0.0,4.5,4.5,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1345054,1,134.0,134.0,2.0,2.0,1.0,1.0,6.0,6.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
