p31,articles,median_words,mean_words,median_references,mean_references,median_images,mean_images,median_internal_links,mean_internal_links,no_references,no_images,under_250_words,short_unreferenced,thin_articles,label_en,label_kk,label_ru,no_references_pct,no_images_pct,under_250_words_pct,short_unreferenced_pct,thin_articles_pct
Q189533,10,226.5,211.2,1.5,1.9,0.0,0.3,10.0,12.4,3,7,7,2,2,academic degree,ғылыми дәреже,академическая степень,30.0,70.0,70.0,20.0,20.0
Q189539,1,88.0,88.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q189567,1,317.0,317.0,2.0,2.0,0.0,0.0,8.0,8.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q189603,3,1382.0,1383.0,10.0,14.0,0.0,0.67,57.0,51.0,1,2,0,0,0,,,,33.33,66.67,0.0,0.0,0.0
Q189672,2,344.5,344.5,0.0,0.0,3.0,3.0,33.0,33.0,2,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q1896949,1,235.0,235.0,1.0,1.0,1.0,1.0,15.0,15.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1896989,1,1462.0,1462.0,8.0,8.0,5.0,5.0,28.0,28.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q189760,1,113.0,113.0,1.0,1.0,0.0,0.0,1.0,1.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q189774,1,95.0,95.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q189819,5,453.0,937.2,1.0,0.8,1.0,1.2,4.0,6.6,1,2,2,1,0,ritual,Ритуал,ритуал,20.0,40.0,40.0,20.0,0.0
Q189833,1,245.0,245.0,1.0,1.0,1.0,1.0,22.0,22.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1898464,1,70.0,70.0,1.0,1.0,1.0,1.0,3.0,3.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q189898,5,189.0,392.6,0.0,2.0,0.0,0.4,10.0,26.0,3,4,4,3,3,,,,60.0,80.0,80.0,60.0,60.0
Q189962,1,39.0,39.0,1.0,1.0,0.0,0.0,2.0,2.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1899632,1,56.0,56.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q189970,7,91.0,97.86,1.0,1.0,0.0,0.14,5.0,6.0,2,6,7,2,2,,,,28.57,85.71,100.0,28.57,28.57
Q189977,2,1025.0,1025.0,0.5,0.5,70.5,70.5,58.0,58.0,1,1,0,0,0,,,,50.0,50.0,0.0,0.0,0.0
Q19001407,1,307.0,307.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1900326,1,317.0,317.0,2.0,2.0,0.0,0.0,9.0,9.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1900755,1,288.0,288.0,2.0,2.0,0.0,0.0,6.0,6.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q190087,2,74.0,74.0,0.5,0.5,0.5,0.5,2.5,2.5,1,1,2,1,0,,,,50.0,50.0,100.0,50.0,0.0
Q1901234,1,158.0,158.0,1.0,1.0,1.0,1.0,3.0,3.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q19014,1,222.0,222.0,1.0,1.0,1.0,1.0,22.0,22.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1901835,6,592.0,617.67,2.0,2.17,2.0,3.33,3.0,10.17,1,2,1,0,0,,,,16.67,33.33,16.67,0.0,0.0
Q19020,29,5950.0,5150.07,2.0,6.9,0.0,1.97,550.0,546.79,1,19,0,0,0,,,,3.45,65.52,0.0,0.0,0.0
Q190258,1,594.0,594.0,0.0,0.0,0.0,0.0,9.0,9.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q190397,70,245.0,251.69,0.0,0.0,0.0,0.04,11.0,11.87,70,69,42,42,42,,,,100.0,98.57,60.0,60.0,60.0
Q190429,14,188.5,273.64,1.0,0.86,0.0,0.36,8.5,10.57,3,11,9,2,2,depression,депрессия,геологическая депрессия,21.43,78.57,64.29,14.29,14.29
Q190438,4,268.0,303.5,0.0,0.0,0.0,0.75,14.5,15.0,4,3,1,1,1,,,,100.0,75.0,25.0,25.0,25.0
Q19046104,1,264.0,264.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q190539,1,272.0,272.0,6.0,6.0,0.0,0.0,21.0,21.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1906268,1,273.0,273.0,0.0,0.0,0.0,0.0,6.0,6.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q190652,2,1586.0,1586.0,3.0,3.0,1.0,1.0,75.0,75.0,1,1,0,0,0,,,,50.0,50.0,0.0,0.0,0.0
Q19067,3,896.0,839.67,2.0,2.33,1.0,1.0,46.0,45.33,0,1,0,0,0,,,,0.0,33.33,0.0,0.0,0.0
Q1907114,7,96.0,461.0,0.0,2.57,2.0,2.57,13.0,29.86,5,3,4,4,2,,,,71.43,42.86,57.14,57.14,28.57
Q190752,3,387.0,481.33,0.0,3.67,1.0,4.33,13.0,11.67,2,0,1,1,0,supreme court,Жоғарғы сот,верховный суд,66.67,0.0,33.33,33.33,0.0
Q190890,2,388.5,388.5,0.5,0.5,0.5,0.5,38.0,38.0,1,1,1,1,0,,,,50.0,50.0,50.0,50.0,0.0
Q190891,2,370.0,370.0,0.5,0.5,0.5,0.5,40.5,40.5,1,1,1,1,0,,,,50.0,50.0,50.0,50.0,0.0
Q190893,2,369.5,369.5,0.5,0.5,0.5,0.5,40.0,40.0,1,1,1,1,0,,,,50.0,50.0,50.0,50.0,0.0
Q190899,2,520.5,520.5,0.5,0.5,0.0,0.0,36.5,36.5,1,2,0,0,0,,,,50.0,100.0,0.0,0.0,0.0
Q190900,2,378.0,378.0,0.5,0.5,0.5,0.5,40.5,40.5,1,1,1,1,0,,,,50.0,50.0,50.0,50.0,0.0
Q190928,1,299.0,299.0,2.0,2.0,1.0,1.0,12.0,12.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1909317,1,696.0,696.0,2.0,2.0,0.0,0.0,11.0,11.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q19097,5,193.0,246.8,1.0,1.2,0.0,0.0,1.0,7.4,0,5,3,0,0,,,,0.0,100.0,60.0,0.0,0.0
Q191062,1,95.0,95.0,2.0,2.0,1.0,1.0,3.0,3.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q191067,25,302.0,287.8,1.0,1.0,0.0,0.04,9.0,8.56,0,24,8,0,0,,,,0.0,96.0,32.0,0.0,0.0
Q191093,1,168.0,168.0,0.0,0.0,2.0,2.0,2.0,2.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q1911105,1,104.0,104.0,1.0,1.0,0.0,0.0,24.0,24.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1912682,1,75.0,75.0,1.0,1.0,0.0,0.0,3.0,3.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1914636,66,174.5,391.2,1.0,1.92,0.0,0.73,5.0,13.12,12,40,41,6,5,,,,18.18,60.61,62.12,9.09,7.58
Q1915979,1,1172.0,1172.0,1.0,1.0,6.0,6.0,11.0,11.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q191600,2,106.5,106.5,2.0,2.0,0.0,0.0,4.0,4.0,0,2,2,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1916382,3,681.0,590.67,2.0,2.0,0.0,0.0,22.0,18.67,0,3,0,0,0,media conglomerate,media conglomerate,медиаконгломерат,0.0,100.0,0.0,0.0,0.0
Q1916557,4,602.5,942.25,9.5,17.0,0.0,0.25,4.0,5.0,0,3,1,0,0,,,,0.0,75.0,25.0,0.0,0.0
Q1916585,1,1089.0,1089.0,0.0,0.0,1.0,1.0,89.0,89.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q1916821,5,102.0,99.8,1.0,0.6,0.0,0.4,6.0,5.8,2,3,5,2,2,,,,40.0,60.0,100.0,40.0,40.0
Q191992,24,108.0,116.08,0.0,0.5,0.0,0.21,3.0,3.79,14,19,23,13,10,,,,58.33,79.17,95.83,54.17,41.67
Q1920219,2,1309.5,1309.5,2.5,2.5,0.5,0.5,29.0,29.0,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q192078,1815,259.0,257.91,0.0,0.0,0.0,0.0,16.0,15.28,1814,1814,277,277,277,,,,99.94,99.94,15.26,15.26,15.26
Q1920810,1,216.0,216.0,5.0,5.0,1.0,1.0,5.0,5.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q192087,1,534.0,534.0,4.0,4.0,0.0,0.0,16.0,16.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q192096,1,157.0,157.0,0.0,0.0,1.0,1.0,7.0,7.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q192161,1,116.0,116.0,1.0,1.0,0.0,0.0,2.0,2.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q192239,1,425.0,425.0,14.0,14.0,0.0,0.0,9.0,9.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q192276,5,77.0,77.2,1.0,1.0,1.0,0.8,3.0,2.6,0,1,5,0,0,,,,0.0,20.0,100.0,0.0,0.0
Q192283,26,112.0,162.69,1.0,1.04,0.0,0.08,4.0,7.15,2,24,23,2,1,news agency,Ақпарат агенттігі,информационное агентство,7.69,92.31,88.46,7.69,3.85
Q192287,1775,255.0,265.57,3.0,3.02,0.0,0.03,5.0,5.41,9,1759,12,5,4,,,,0.51,99.1,0.68,0.28,0.23
Q192299,1,307.0,307.0,0.0,0.0,0.0,0.0,2.0,2.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q192350,10,475.5,1169.8,3.0,3.5,0.0,2.1,10.0,25.9,1,7,2,0,0,ministry,министрлік,министерство,10.0,70.0,20.0,0.0,0.0
Q192355,3,275.0,317.0,1.0,2.0,1.0,1.67,8.0,12.67,0,0,1,0,0,,,,0.0,0.0,33.33,0.0,0.0
Q192372,1,242.0,242.0,0.0,0.0,1.0,1.0,10.0,10.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q1923776,1,209.0,209.0,1.0,1.0,1.0,1.0,10.0,10.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1924249,4,188.0,189.5,1.0,0.75,0.0,0.0,5.5,5.5,1,4,3,1,1,,,,25.0,100.0,75.0,25.0,25.0
Q1924900,1,1162.0,1162.0,7.0,7.0,3.0,3.0,46.0,46.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q192581,2,676.0,676.0,2.0,2.0,1.0,1.0,19.0,19.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q192611,14,358.0,550.0,0.0,3.5,0.0,0.64,14.5,26.21,9,11,1,1,0,electoral unit,Сайлау округі,избирательный округ,64.29,78.57,7.14,7.14,0.0
Q192691,1,298.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,annual plant,Бір жылдық өсімдіктер,однолетние растения,100.0,100.0,0.0,0.0,0.0
Q192694,1,67.0,67.0,1.0,1.0,0.0,0.0,9.0,9.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q192726,2,410.0,410.0,0.5,0.5,0.5,0.5,4.5,4.5,1,1,1,0,0,,,,50.0,50.0,50.0,0.0,0.0
Q192776,1,89.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q192810,3,185.0,206.67,0.0,1.33,0.0,0.33,2.0,6.0,2,2,2,2,2,,,,66.67,66.67,66.67,66.67,66.67
Q192851,1,329.0,329.0,4.0,4.0,2.0,2.0,10.0,10.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q192909,1,522.0,522.0,10.0,10.0,0.0,0.0,9.0,9.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q192914,2,1646.5,1646.5,31.5,31.5,1.5,1.5,33.5,33.5,0,1,1,0,0,cult of personality,жеке басқа табыну,культ личности,0.0,50.0,50.0,0.0,0.0
Q192935,1,180.0,180.0,3.0,3.0,0.0,0.0,22.0,22.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q192949,1,336.0,336.0,1.0,1.0,3.0,3.0,19.0,19.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1929547,16,443.5,658.75,1.0,1.81,1.0,1.25,16.5,31.5,6,0,2,1,0,,,,37.5,0.0,12.5,6.25,0.0
Q1930585,1,74.0,74.0,1.0,1.0,1.0,1.0,6.0,6.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1930620,1,138.0,138.0,2.0,2.0,0.0,0.0,1.0,1.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q193071,6,183.5,204.5,1.0,1.0,0.5,0.83,11.0,15.5,0,3,5,0,0,,,,0.0,50.0,83.33,0.0,0.0
Q19307174,4,540.5,551.0,2.0,3.5,0.5,0.5,25.5,36.5,1,2,1,1,1,,,,25.0,50.0,25.0,25.0,25.0
Q193076,1,524.0,524.0,3.0,3.0,1.0,1.0,37.0,37.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q193078,2,211.0,211.0,1.5,1.5,0.5,0.5,21.0,21.0,0,1,1,0,0,,,,0.0,50.0,50.0,0.0,0.0
Q193099,1,425.0,425.0,1.0,1.0,0.0,0.0,44.0,44.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q193110,1,109.0,109.0,1.0,1.0,0.0,0.0,10.0,10.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1931107,2,337.5,337.5,0.0,0.0,0.0,0.0,7.0,7.0,2,2,1,1,1,,,,100.0,100.0,50.0,50.0,50.0
Q1931185,246,254.0,255.05,0.0,0.02,0.0,0.02,16.0,14.01,243,244,95,95,95,,,,98.78,99.19,38.62,38.62,38.62
Q1931388,17,320.0,513.35,2.0,2.35,1.0,1.12,10.0,13.35,2,6,8,1,0,,,,11.76,35.29,47.06,5.88,0.0
Q19314966,1,2144.0,2144.0,18.0,18.0,0.0,0.0,36.0,36.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q193203,1,1750.0,1750.0,12.0,12.0,0.0,0.0,33.0,33.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q193206,1,71.0,71.0,1.0,1.0,1.0,1.0,4.0,4.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q19323827,1,91.0,91.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q193275,4,236.0,237.25,1.0,1.0,1.5,1.5,8.5,8.5,0,0,4,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1933026,1,244.0,244.0,1.0,1.0,0.0,0.0,12.0,12.0,0,1,1,0,0,launch site,launch site,пусковая площадка,0.0,100.0,100.0,0.0,0.0
Q193343,3,144.0,144.67,2.0,1.67,0.0,0.0,5.0,5.0,0,3,3,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q193395,1,42.0,42.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q193424,2,848.0,848.0,9.0,9.0,0.0,0.0,39.0,39.0,0,2,0,0,0,web service,Веб-қызмет,веб-служба,0.0,100.0,0.0,0.0,0.0
Q193430,1,72.0,72.0,1.0,1.0,0.0,0.0,17.0,17.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q193457,2,281.5,281.5,5.0,5.0,0.0,0.0,5.0,5.0,0,2,1,0,0,,,,0.0,100.0,50.0,0.0,0.0
Q19347965,37,296.0,286.3,0.0,0.0,0.0,0.35,9.0,8.59,37,24,2,2,2,,,,100.0,64.86,5.41,5.41,5.41
Q193495,1,190.0,190.0,1.0,1.0,0.0,0.0,8.0,8.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1934969,1,225.0,225.0,1.0,1.0,1.0,1.0,6.0,6.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1935049,1,344.0,344.0,0.0,0.0,2.0,2.0,6.0,6.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q193512,1,686.0,686.0,2.0,2.0,4.0,4.0,49.0,49.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q193514,1,119.0,119.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q193560,7,204.0,251.71,3.0,2.43,1.0,2.29,13.0,25.71,2,1,5,2,1,,,,28.57,14.29,71.43,28.57,14.29
Q193564,2,664.0,664.0,3.0,3.0,0.5,0.5,30.0,30.0,1,1,0,0,0,,,,50.0,50.0,0.0,0.0,0.0
Q19362195,3,311.0,431.67,3.0,2.33,0.0,0.0,5.0,7.33,1,3,0,0,0,geostationary satellite,geostationary satellite,геостационарный спутник,33.33,100.0,0.0,0.0,0.0
Q193622,31,730.0,1482.55,4.0,7.32,3.0,3.84,20.0,58.06,6,1,2,0,0,order,Орден,орден,19.35,3.23,6.45,0.0,0.0
Q1936368,5,480.0,466.0,0.0,0.0,0.0,5.4,48.0,49.0,5,3,0,0,0,,,,100.0,60.0,0.0,0.0,0.0
Q1936384,34,268.0,410.76,1.0,0.94,0.0,1.12,12.0,16.79,11,20,16,7,5,,,,32.35,58.82,47.06,20.59,14.71
Q1936581,14,197.5,244.79,1.0,2.64,0.0,0.36,12.0,14.29,1,10,9,1,0,,,,7.14,71.43,64.29,7.14,0.0
Q1938208,1,2267.0,2267.0,2.0,2.0,2.0,2.0,9.0,9.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q193837,1,282.0,282.0,0.0,0.0,1.0,1.0,19.0,19.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q19386377,1,1572.0,1572.0,1.0,1.0,4.0,4.0,128.0,128.0,0,0,0,0,0,register,register,реестр,0.0,0.0,0.0,0.0,0.0
Q19388114,1,62.0,62.0,1.0,1.0,1.0,1.0,4.0,4.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q193946,10,272.0,400.5,1.0,1.7,0.5,0.6,8.0,17.8,2,5,5,1,0,,,,20.0,50.0,50.0,10.0,0.0
Q193983,1,359.0,359.0,0.0,0.0,1.0,1.0,14.0,14.0,1,0,0,0,0,,,,100.0,0.0,0.0,0.0,0.0
Q19403959,1,1070.0,1070.0,29.0,29.0,0.0,0.0,25.0,25.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q194112,1,43.0,43.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1941618,1,154.0,154.0,0.0,0.0,1.0,1.0,22.0,22.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q1941779,3,635.0,599.33,1.0,2.0,1.0,21.67,54.0,40.0,0,0,1,0,0,,,,0.0,0.0,33.33,0.0,0.0
Q194188,2,518.0,518.0,2.0,2.0,1.5,1.5,18.0,18.0,0,1,1,0,0,spaceport,Ғарыш айлағы,космодром,0.0,50.0,50.0,0.0,0.0
Q1941921,1,138.0,138.0,0.0,0.0,2.0,2.0,2.0,2.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q194195,1,243.0,243.0,0.0,0.0,1.0,1.0,2.0,2.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q194203,7,57.0,54.86,0.0,0.0,1.0,1.0,0.0,0.43,7,0,7,7,0,,,,100.0,0.0,100.0,100.0,0.0
Q194431,1,486.0,486.0,4.0,4.0,1.0,1.0,5.0,5.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1944346,1,315.0,315.0,2.0,2.0,1.0,1.0,10.0,10.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1944508,2,417.5,417.5,3.5,3.5,3.0,3.0,24.5,24.5,0,0,1,0,0,,,,0.0,0.0,50.0,0.0,0.0
Q194465,3,168.0,304.0,1.0,1.0,2.0,1.33,16.0,13.67,1,1,2,0,0,,,,33.33,33.33,66.67,0.0,0.0
Q194492,1,113.0,113.0,1.0,1.0,1.0,1.0,13.0,13.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q194502,2,288.5,288.5,0.5,0.5,1.5,1.5,6.0,6.0,1,1,1,0,0,,,,50.0,50.0,50.0,0.0,0.0
Q1945590,64,406.0,471.75,8.0,8.03,1.0,1.09,15.0,16.88,1,23,4,1,1,,,,1.56,35.94,6.25,1.56,1.56
Q1945600,1,366.0,366.0,1.0,1.0,0.0,0.0,39.0,39.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q19476593,7,552.0,2014.29,1.0,0.86,1.0,57.71,31.0,50.14,3,2,1,0,0,,,,42.86,28.57,14.29,0.0,0.0
Q19478619,13,208.0,483.85,1.0,2.23,0.0,0.85,5.0,38.69,1,8,9,1,0,,,,7.69,61.54,69.23,7.69,0.0
Q19479037,1,841.0,841.0,8.0,8.0,6.0,6.0,46.0,46.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q195,1,92.0,92.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q1952852,6,316.5,372.17,4.0,3.67,0.0,0.5,6.5,6.5,2,4,2,2,1,,,,33.33,66.67,33.33,33.33,16.67
Q195339,1,46.0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q195385,3,269.0,267.0,0.0,0.0,0.0,0.0,16.0,16.67,3,3,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q19541,2,1398.5,1398.5,24.0,24.0,0.5,0.5,3.5,3.5,0,1,0,0,0,,,,0.0,50.0,0.0,0.0,0.0
Q19549,2,162.5,162.5,1.5,1.5,0.5,0.5,15.5,15.5,1,1,2,1,1,,,,50.0,50.0,100.0,50.0,50.0
Q1954948,1,462.0,462.0,6.0,6.0,1.0,1.0,3.0,3.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1955280,4,890.0,896.5,7.0,17.75,1.0,3.0,74.5,90.75,1,1,2,1,1,,,,25.0,25.0,50.0,25.0,25.0
Q195577,231,262.0,261.77,0.0,0.0,0.0,0.0,16.0,15.71,231,231,11,11,11,,,,100.0,100.0,4.76,4.76,4.76
Q195724,4,270.5,266.75,0.0,0.0,0.0,0.0,16.0,16.0,4,4,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q19576,1,111.0,111.0,0.0,0.0,1.0,1.0,15.0,15.0,1,0,1,1,0,,,,100.0,0.0,100.0,100.0,0.0
Q1958752,1,40.0,40.0,1.0,1.0,0.0,0.0,4.0,4.0,0,1,1,0,0,,,,0.0,100.0,100.0,0.0,0.0
Q1959141,1,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1959314,40,289.0,337.5,3.0,3.12,0.0,0.32,9.0,11.35,6,31,12,6,5,,,,15.0,77.5,30.0,15.0,12.5
Q19595415,1,489.0,489.0,1.0,1.0,3.0,3.0,3.0,3.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q19603939,5,72.0,72.4,1.0,0.8,1.0,1.8,3.0,3.6,1,1,5,1,0,,,,20.0,20.0,100.0,20.0,0.0
Q19610271,28,148.5,193.61,1.0,1.36,0.0,0.07,5.5,7.68,2,26,22,2,2,,,,7.14,92.86,78.57,7.14,7.14
Q196128,4,267.0,266.25,0.0,0.0,0.0,0.0,15.0,15.0,4,4,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1962634,1,409.0,409.0,7.0,7.0,0.0,0.0,17.0,17.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1963041,10,685.0,736.0,5.0,8.6,0.0,0.2,5.0,12.0,0,8,0,0,0,,,,0.0,80.0,0.0,0.0,0.0
Q19644607,2,103.5,103.5,0.5,0.5,1.0,1.0,8.0,8.0,1,1,2,1,0,,,,50.0,50.0,100.0,50.0,0.0
Q1964689,1,293.0,293.0,1.0,1.0,0.0,0.0,5.0,5.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
Q1964995,2,104.5,104.5,1.0,1.0,1.0,1.0,8.0,8.0,0,0,2,0,0,,,,0.0,0.0,100.0,0.0,0.0
Q19658107,2,174.5,174.5,0.0,0.0,0.0,0.0,4.0,4.0,2,2,1,1,1,,,,100.0,100.0,50.0,50.0,50.0
Q196600,19,668.0,799.47,1.0,6.21,1.0,1.11,27.0,42.47,5,7,1,0,0,media franchise,media franchise,медиафраншиза,26.32,36.84,5.26,0.0,0.0
Q1966910,4,404.0,813.0,1.0,8.5,1.0,1.25,10.0,27.25,1,1,2,0,0,,,,25.0,25.0,50.0,0.0,0.0
Q1967454,1,565.0,565.0,3.0,3.0,1.0,1.0,25.0,25.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q196756,1,329.0,329.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,0,0,0,,,,100.0,100.0,0.0,0.0,0.0
Q1968122,1,454.0,454.0,1.0,1.0,2.0,2.0,26.0,26.0,0,0,0,0,0,National Red Cross and Red Crescent society,National Red Cross and Red Crescent society,национальное общество Красного Креста либо Красного Полумесяца,0.0,0.0,0.0,0.0,0.0
Q1968435,11,550.0,1173.64,0.0,3.27,1.0,1.82,6.0,19.64,6,1,3,3,1,national cuisine,national cuisine,национальная кухня,54.55,9.09,27.27,27.27,9.09
Q19691007,1,1238.0,1238.0,1.0,1.0,1.0,1.0,42.0,42.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q19692233,5,1018.0,1214.8,1.0,13.2,0.0,8.4,98.0,75.0,1,3,0,0,0,,,,20.0,60.0,0.0,0.0,0.0
Q1969226,1,728.0,728.0,14.0,14.0,1.0,1.0,9.0,9.0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0
Q1969448,145,95.0,170.13,1.0,1.14,0.0,0.19,5.0,7.26,20,124,112,14,13,term,термин,термин,13.79,85.52,77.24,9.66,8.97
Q197,1,154.0,154.0,0.0,0.0,0.0,0.0,6.0,6.0,1,1,1,1,1,,,,100.0,100.0,100.0,100.0,100.0
Q1970365,4,454.5,397.0,1.5,2.25,0.0,0.25,3.5,18.0,2,3,1,1,1,,,,50.0,75.0,25.0,25.0,25.0
Q19704068,2,299.0,299.0,3.0,3.0,1.5,1.5,24.0,24.0,1,0,0,0,0,,,,50.0,0.0,0.0,0.0,0.0
Q1970725,3,126.0,129.67,1.0,1.0,2.0,1.67,7.0,13.0,1,0,3,1,0,,,,33.33,0.0,100.0,33.33,0.0
Q1971354,1,891.0,891.0,15.0,15.0,0.0,0.0,11.0,11.0,0,1,0,0,0,,,,0.0,100.0,0.0,0.0,0.0
