qid,p31
Q640190,Q667509
Q660795,Q562061
Q660795,Q667509
Q660921,Q667509
Q660921,Q13539802
Q660976,Q667509
Q660976,Q13539802
Q661877,Q562061
Q661877,Q667509
Q662096,Q667509
Q662096,Q1802801
Q662110,Q667509
Q662110,Q1802801
Q663658,Q562061
Q663658,Q667509
Q666235,Q562061
Q666235,Q667509
Q666310,Q562061
Q666310,Q667509
Q666826,Q562061
Q666826,Q667509
Q668600,Q667509
Q668600,Q13539802
Q668663,Q667509
Q668663,Q1802801
Q669583,Q562061
Q669583,Q667509
Q669972,Q667509
Q669972,Q1802801
Q671233,Q667509
Q671233,Q13539802
Q674882,Q562061
Q674882,Q667509
Q675518,Q667509
Q675518,Q1802801
Q676241,Q562061
Q676241,Q667509
Q676929,Q562061
Q676929,Q667509
Q677936,Q562061
Q677936,Q667509
Q678704,Q667509
Q678704,Q1802801
Q678970,Q562061
Q678970,Q667509
Q679127,Q667509
Q679127,Q1802801
Q679153,Q562061
Q679153,Q667509
Q682176,Q667509
Q682176,Q1802801
Q682248,Q667509
Q682248,Q1802801
Q683068,Q562061
Q683068,Q667509
Q691604,Q562061
Q691604,Q667509
Q693445,Q667509
Q693445,Q1802801
Q700286,Q562061
Q700286,Q667509
Q700294,Q562061
Q700294,Q667509
Q871501,Q562061
Q871501,Q667509
Q871555,Q667509
Q871555,Q13539802
Q12540752,
Q12541046,
Q12546426,
Q53236,Q747074
Q53237,Q747074
Q53242,Q747074
Q53243,Q747074
Q53246,Q747074
Q53248,Q747074
Q53249,Q747074
Q53250,Q747074
Q53251,Q747074
Q53269,Q747074
Q53270,Q747074
Q53271,Q747074
Q53273,Q747074
Q53274,Q3685476
Q53275,Q747074
Q53276,Q747074
Q53277,Q747074
Q53278,Q747074
Q53279,Q747074
Q53280,Q747074
Q53281,Q747074
Q53283,Q747074
Q53284,Q747074
Q53285,Q747074
Q53287,Q747074
Q53288,Q747074
Q53290,Q747074
Q53291,Q747074
Q53296,Q747074
Q53297,Q747074
Q53298,Q747074
Q53299,Q747074
Q53301,Q747074
Q53303,Q747074
Q53304,Q747074
Q53306,Q747074
Q53307,Q747074
Q53308,Q747074
Q53309,Q747074
Q53312,Q747074
Q53313,Q747074
Q53314,Q747074
Q53315,Q747074
Q53316,Q747074
Q53317,Q747074
Q53318,Q747074
Q53319,Q747074
Q53320,Q747074
Q53321,Q747074
Q53328,Q747074
Q131633,Q562061
Q131633,Q667509
Q167213,Q667509
Q167213,Q1802801
Q242020,Q562061
Q242020,Q667509
Q288963,Q667509
Q288963,Q1802801
Q339705,Q667509
Q339705,Q1802801
Q473501,Q667509
Q473501,Q1802801
Q602757,Q667509
Q602757,Q1802801
Q643279,Q667509
Q643279,Q1802801
Q662304,Q667509
Q662304,Q1802801
Q663213,Q667509
Q663213,Q1802801
Q664682,Q667509
Q664682,Q1802801
Q665209,Q667509
Q665209,Q1802801
Q666807,Q667509
Q666807,Q1802801
Q668995,Q667509
Q668995,Q1802801
Q669115,Q667509
Q669115,Q1802801
Q669299,Q667509
Q669299,Q1802801
Q669312,Q667509
Q669312,Q1802801
Q669390,Q667509
Q669390,Q1802801
Q669447,Q667509
Q669447,Q1802801
Q669595,Q562061
Q669595,Q667509
Q669870,Q667509
Q669870,Q1802801
Q670889,Q667509
Q670889,Q1802801
Q671323,Q667509
Q671323,Q1802801
Q675816,Q562061
Q675816,Q667509
Q677247,Q667509
Q677247,Q1802801
Q677484,Q667509
Q677484,Q1802801
Q678434,Q562061
Q678434,Q667509
Q678719,Q667509
Q678719,Q1802801
Q678863,Q667509
Q678863,Q1802801
Q679061,Q562061
Q679061,Q667509
Q679190,Q667509
Q679190,Q13539802
Q679208,Q667509
Q679208,Q1802801
Q679532,Q667509
Q679532,Q1802801
Q682066,Q667509
Q682066,Q1802801
Q682159,Q667509
Q682159,Q1802801
Q682575,Q562061
Q682575,Q667509
Q682575,Q134514235
Q683136,Q562061
Q683136,Q667509
Q683188,Q562061
Q683188,Q667509
Q684528,Q667509
Q684528,Q1802801
Q687306,Q667509
Q687306,Q1802801
Q688534,Q562061
Q688534,Q667509
Q688620,Q667509
Q688620,Q13539802
Q688688,Q562061
Q688688,Q667509
Q693021,Q667509
Q693021,Q1802801
Q693743,Q562061
Q693743,Q667509
Q693756,Q562061
Q693756,Q667509
Q693810,Q667509
Q693810,Q1802801
Q696177,Q667509
Q696177,Q1802801
Q696197,Q667509
Q696197,Q1802801
Q871472,Q667509
Q871472,Q1802801
Q2790,Q515
Q2790,Q747074
Q18801,Q747074
Q53241,Q747074
Q53256,Q747074
Q53258,Q747074
Q53259,Q1134686
Q53259,Q3685476
Q53260,Q747074
Q53261,Q747074
Q53262,Q747074
Q53263,Q747074
Q53264,Q747074
Q53327,Q56061
Q53327,Q747074
Q53330,Q747074
Q53332,Q747074
Q53334,Q747074
Q53335,Q747074
Q53337,Q747074
Q53339,Q747074
Q53341,Q747074
Q53344,Q3685476
Q53344,Q3835961
Q53346,Q747074
Q53348,Q747074
Q53354,Q747074
Q53355,Q747074
Q53356,Q747074
Q53357,Q747074
Q53358,Q747074
Q53359,Q747074
Q53360,Q747074
Q53361,Q747074
Q53363,Q747074
Q53364,Q747074
Q53365,Q747074
Q53366,Q747074
Q53367,Q747074
Q53368,Q747074
Q53374,Q747074
Q53375,Q747074
Q53376,Q747074
Q53378,Q747074
Q53379,Q3685476
Q53379,Q3835961
Q53380,Q747074
Q53381,Q747074
Q53382,Q747074
Q53383,Q747074
Q53384,Q747074
Q53385,Q3685476
Q53386,Q747074
Q53387,Q747074
Q53388,Q747074
Q53402,Q747074
Q225689,Q562061
Q225689,Q667509
Q257923,Q562061
Q257923,Q667509
Q261705,Q515
Q261705,Q667509
Q261705,Q13539802
Q325436,Q667509
Q325436,Q13539802
Q580868,Q562061
Q580868,Q667509
Q592852,Q667509
Q592852,Q1802801
Q661151,Q667509
Q661151,Q1802801
Q661415,Q562061
Q661415,Q667509
Q661502,Q667509
Q661502,Q13539802
Q665230,Q562061
Q665230,Q667509
Q666964,Q562061
Q666964,Q667509
Q668650,Q562061
Q668650,Q667509
Q669204,Q667509
Q669204,Q1802801
Q669217,Q667509
Q669217,Q1802801
Q669337,Q667509
Q669337,Q1802801
Q669467,Q667509
Q669467,Q1802801
Q669480,Q667509
Q669480,Q1802801
Q669844,Q667509
Q669844,Q1802801
Q670019,Q667509
Q670019,Q13539802
Q677389,Q667509
Q677389,Q1802801
Q677951,Q562061
Q677951,Q667509
Q677967,Q562061
Q677967,Q667509
Q678349,Q667509
Q678349,Q1802801
Q678691,Q667509
Q678691,Q1802801
Q679118,Q562061
Q679118,Q667509
Q680424,Q562061
Q680424,Q667509
Q680578,Q667509
Q680578,Q1802801
Q681082,Q667509
Q681082,Q1802801
Q681202,Q562061
Q681202,Q667509
Q681302,Q667509
Q681302,Q1802801
Q682091,Q562061
Q682091,Q667509
Q682106,Q667509
Q682106,Q1802801
Q682130,Q667509
Q682130,Q1802801
Q682146,Q667509
Q682146,Q1802801
Q682193,Q667509
Q682193,Q1802801
Q682204,Q667509
Q682204,Q1802801
Q682561,Q667509
Q682561,Q1802801
Q682588,Q562061
Q682588,Q667509
Q682899,Q562061
Q682899,Q667509
Q682954,Q562061
Q682954,Q667509
Q684847,Q562061
Q684847,Q667509
Q684938,Q562061
Q684938,Q667509
Q684949,Q562061
Q684949,Q667509
Q686358,Q562061
Q686358,Q667509
Q686368,Q562061
Q686368,Q667509
Q686750,Q562061
Q686750,Q667509
Q687243,Q562061
Q687243,Q667509
Q693606,Q562061
Q693606,Q667509
Q693917,Q667509
Q693917,Q1802801
Q13433,Q747074
Q53240,Q747074
Q53245,Q747074
Q53255,Q747074
Q54995,Q747074
Q54996,Q747074
Q54997,Q747074
Q54999,Q747074
Q55001,Q747074
Q55003,Q747074
Q55005,Q747074
Q55006,Q747074
Q55007,Q747074
Q55008,Q747074
Q55009,Q747074
Q55011,Q747074
Q55012,Q747074
Q55013,Q747074
Q55014,Q747074
Q55015,Q747074
Q55016,Q747074
Q55017,Q747074
Q55022,Q747074
Q55023,Q747074
Q55024,Q747074
Q55025,Q747074
Q55028,Q747074
Q55029,Q747074
Q55030,Q747074
Q55031,Q747074
Q55032,Q747074
Q55039,Q747074
Q55040,Q747074
Q55041,Q747074
Q55042,Q3957
Q55042,Q747074
Q55045,Q747074
Q55046,Q747074
Q55047,Q747074
Q55048,Q747074
Q55049,Q747074
Q55050,Q747074
Q55051,Q747074
Q55052,Q747074
Q55083,Q747074
Q55084,Q747074
Q55135,Q747074
Q55136,Q747074
Q55137,Q747074
Q55138,Q747074
Q55139,Q747074
Q55140,Q747074
Q254012,Q667509
Q254012,Q13539802
Q260186,Q667509
Q260186,Q13539802
Q286395,Q667509
Q286395,Q1802801
Q366937,Q667509
Q366937,Q1802801
Q386162,Q667509
Q386162,Q1802801
Q473012,Q667509
Q473012,Q1802801
Q535709,Q667509
Q535709,Q1802801
Q591405,Q667509
Q591405,Q1802801
Q608916,Q667509
Q608916,Q1802801
Q610415,Q562061
Q610415,Q667509
Q611218,Q562061
Q611218,Q667509
Q612212,Q667509
Q612212,Q1802801
Q618074,Q667509
Q618074,Q1802801
Q642621,Q667509
Q642621,Q1802801
Q664316,Q667509
Q664316,Q1802801
Q667020,Q562061
Q667020,Q667509
Q668249,Q562061
Q668249,Q667509
Q669124,Q667509
Q669124,Q1802801
Q669162,Q667509
Q669162,Q1802801
Q669169,Q667509
Q669169,Q1802801
Q669228,Q667509
Q669228,Q1802801
Q670948,Q667509
Q670948,Q1802801
Q670993,Q667509
Q670993,Q1802801
Q677221,Q562061
Q677221,Q667509
Q677306,Q667509
Q677306,Q1802801
Q678604,Q667509
Q678604,Q1802801
Q678808,Q562061
Q678808,Q667509
Q678853,Q667509
Q678853,Q1802801
Q678939,Q667509
Q678939,Q1802801
Q679005,Q667509
Q679005,Q1802801
Q679079,Q667509
Q679079,Q1802801
Q680451,Q667509
Q680451,Q1802801
Q680519,Q667509
Q680519,Q1802801
Q681246,Q667509
Q681246,Q1802801
Q681351,Q562061
Q681351,Q667509
Q682078,Q667509
Q682078,Q1802801
Q682260,Q667509
Q682260,Q1802801
Q683160,Q562061
Q683160,Q667509
Q683227,Q562061
Q683227,Q667509
Q684926,Q562061
Q684926,Q667509
Q686302,Q562061
Q686302,Q667509
Q690514,Q667509
Q690514,Q1802801
Q693573,Q667509
Q693573,Q1802801
Q693590,Q562061
Q693590,Q667509
Q693620,Q667509
Q693620,Q1802801
Q693687,Q562061
Q693687,Q667509
Q696153,Q562061
Q696153,Q667509
Q696158,Q667509
Q696158,Q1802801
Q876270,Q562061
Q876270,Q667509
Q55053,Q747074
Q55054,Q747074
Q55055,Q747074
Q55056,Q747074
Q55057,Q747074
Q55058,Q747074
Q55059,Q747074
Q55061,Q747074
Q55062,Q747074
Q55063,Q747074
Q55064,Q747074
Q55068,Q3685476
Q55069,Q3685476
Q55070,Q747074
Q55071,Q747074
Q55072,Q747074
Q55073,Q747074
Q55074,Q747074
Q55075,Q747074
Q55076,Q747074
Q55077,Q747074
Q55078,Q747074
Q55079,Q747074
Q55080,Q747074
Q55081,Q747074
Q55082,Q747074
Q55085,Q747074
Q55086,Q747074
Q55087,Q747074
Q55090,Q747074
Q55091,Q747074
Q55092,Q747074
Q55093,Q747074
Q55094,Q747074
Q55096,Q747074
Q55097,Q747074
Q55099,Q747074
Q55100,Q747074
Q55101,Q747074
Q55103,Q747074
Q55104,Q747074
Q55106,Q747074
Q55107,Q747074
Q55109,Q747074
Q55110,Q747074
Q55111,Q747074
Q55113,Q747074
Q55114,Q747074
Q55117,Q747074
Q55119,Q747074
Q72613,Q618123
Q72613,Q747074
Q127339,Q667509
Q127339,Q1802801
Q127604,Q562061
Q127604,Q667509
Q185274,Q667509
Q185274,Q1802801
Q253987,Q667509
Q253987,Q13539802
Q267791,Q667509
Q267791,Q13539802
Q280304,Q562061
Q280304,Q667509
Q282437,Q562061
Q282437,Q667509
Q304158,Q667509
Q304158,Q1802801
Q430511,Q667509
Q430511,Q1802801
Q587322,Q667509
Q587322,Q1802801
Q640587,Q562061
Q640587,Q667509
Q667387,Q562061
Q667387,Q667509
Q668674,Q667509
Q668674,Q13539802
Q669011,Q562061
Q669011,Q667509
Q669093,Q667509
Q669093,Q1802801
Q669252,Q667509
Q669252,Q1802801
Q669284,Q667509
Q669284,Q1802801
Q669456,Q667509
Q669456,Q1802801
Q670221,Q562061
Q670221,Q667509
Q670240,Q562061
Q670240,Q667509
Q670911,Q667509
Q670911,Q1802801
Q671476,Q667509
Q671476,Q1802801
Q677152,Q667509
Q677152,Q1802801
Q678069,Q562061
Q678069,Q667509
Q678491,Q562061
Q678491,Q667509
Q678534,Q562061
Q678534,Q667509
Q678637,Q667509
Q678637,Q1802801
Q678667,Q667509
Q678667,Q1802801
Q678895,Q667509
Q678895,Q1802801
Q679022,Q667509
Q679022,Q1802801
Q679139,Q667509
Q679139,Q1802801
Q679175,Q667509
Q679175,Q1802801
Q680438,Q667509
Q680438,Q1802801
Q680504,Q667509
Q680504,Q1802801
Q680592,Q562061
Q680592,Q667509
Q681055,Q667509
Q681055,Q1802801
Q681068,Q562061
Q681068,Q667509
Q681128,Q667509
Q681128,Q1802801
Q681149,Q667509
Q681149,Q1802801
Q681229,Q667509
Q681229,Q1802801
Q681258,Q667509
Q681258,Q1802801
Q682523,Q562061
Q682523,Q667509
Q682607,Q562061
Q682607,Q667509
Q682835,Q667509
Q682835,Q1802801
Q682913,Q667509
Q682913,Q1802801
Q684547,Q667509
Q684547,Q1802801
Q684562,Q667509
Q684562,Q1802801
Q695238,Q562061
Q695238,Q667509
Q871443,Q667509
Q871443,Q1802801
Q13437,Q747074
Q55026,Q747074
Q55027,Q747074
Q55033,Q747074
Q55034,Q747074
Q55035,Q747074
Q55036,Q747074
Q55120,Q747074
Q55121,Q747074
Q55122,Q747074
Q55124,Q747074
Q55126,Q747074
Q55127,Q747074
Q55128,Q747074
Q55130,Q747074
Q55132,Q747074
Q55133,Q747074
Q55134,Q747074
Q55141,Q747074
Q55798,Q747074
Q55847,Q747074
Q55848,Q747074
Q55849,Q747074
Q55850,Q747074
Q55852,Q747074
Q55853,Q747074
Q55857,Q747074
Q55858,Q747074
Q55859,Q747074
Q55884,Q747074
Q55885,Q747074
Q55886,Q747074
Q55887,Q747074
Q55888,Q747074
Q55890,Q747074
Q55891,Q747074
Q55892,Q747074
Q55896,Q747074
Q55898,Q747074
Q55901,Q747074
Q55902,Q747074
Q55913,Q747074
Q55914,Q747074
Q55916,Q747074
Q55918,Q747074
Q55919,Q747074
Q55921,Q747074
Q55923,Q747074
Q55925,Q747074
Q55926,Q747074
Q55992,Q747074
Q239753,Q562061
Q239753,Q667509
Q257159,Q667509
Q257159,Q1802801
Q264819,Q667509
Q264819,Q13539802
Q507680,Q667509
Q507680,Q1802801
Q509758,Q562061
Q509758,Q667509
Q567835,Q562061
Q567835,Q667509
Q577637,Q667509
Q577637,Q1802801
Q585868,Q667509
Q585868,Q1802801
Q652957,Q667509
Q652957,Q1802801
Q664111,Q562061
Q664111,Q667509
Q667304,Q667509
Q667304,Q1802801
Q667921,Q562061
Q667921,Q667509
Q668095,Q562061
Q668095,Q667509
Q669081,Q667509
Q669081,Q1802801
Q669103,Q667509
Q669103,Q1802801
Q669149,Q667509
Q669149,Q1802801
Q669185,Q667509
Q669185,Q1802801
Q669267,Q667509
Q669267,Q1802801
Q669378,Q667509
Q669378,Q1802801
Q669882,Q667509
Q669882,Q1802801
Q670046,Q562061
Q670046,Q667509
Q675709,Q562061
Q675709,Q667509
Q677265,Q667509
Q677265,Q1802801
Q678214,Q562061
Q678214,Q667509
Q678337,Q667509
Q678337,Q1802801
Q678683,Q667509
Q678683,Q1802801
Q678683,Q134514235
Q678926,Q667509
Q678926,Q1802801
Q679099,Q667509
Q679099,Q1802801
Q679222,Q667509
Q679222,Q1802801
Q680398,Q667509
Q680398,Q1802801
Q680410,Q667509
Q680410,Q1802801
Q680468,Q562061
Q680468,Q667509
Q680560,Q667509
Q680560,Q1802801
Q682115,Q667509
Q682115,Q1802801
Q682882,Q562061
Q682882,Q667509
Q682927,Q667509
Q682927,Q1802801
Q683255,Q667509
Q683255,Q1802801
Q685016,Q562061
Q685016,Q667509
Q685051,Q667509
Q685051,Q1802801
Q685113,Q562061
Q685113,Q667509
Q692569,Q1802801
Q692569,Q17376095
Q692643,Q562061
Q692643,Q667509
Q693639,Q562061
Q693639,Q667509
Q693657,Q1802801
Q693657,Q19347965
Q693714,Q667509
Q693714,Q1802801
Q696167,Q667509
Q696167,Q1802801
Q871480,Q667509
Q871480,Q1802801
Q876354,Q562061
Q876354,Q667509
Q876361,Q667509
Q876361,Q1802801
Q1906,Q515
Q1906,Q747074
Q19279,Q747074
Q55893,Q747074
Q55894,Q747074
Q55895,Q747074
Q55903,Q747074
Q55904,Q3957
Q55904,Q28942
Q55904,Q747074
Q55906,Q747074
Q55907,Q747074
Q55908,Q747074
Q55911,Q747074
Q55912,Q747074
Q55935,Q747074
Q55940,Q747074
Q55943,Q747074
Q55944,Q747074
Q55945,Q747074
Q55946,Q747074
Q55948,Q747074
Q55949,Q747074
Q55950,Q747074
Q55951,Q747074
Q55952,Q747074
Q55953,Q747074
Q55954,Q747074
Q55956,Q747074
Q55958,Q747074
Q55959,Q747074
Q55960,Q747074
Q55966,Q747074
Q55967,Q747074
Q55968,Q747074
Q55969,Q747074
Q55971,Q747074
Q55973,Q747074
Q55974,Q747074
Q55975,Q747074
Q55977,Q747074
Q55978,Q747074
Q55979,Q747074
Q55983,Q747074
Q55984,Q747074
Q55985,Q747074
Q55987,Q747074
Q55991,Q747074
Q58433,Q747074
Q58435,Q747074
Q58442,Q747074
Q58450,Q747074
Q58454,Q954172
Q58457,Q747074
Q58458,Q747074
Q58461,Q747074
Q58463,Q747074
Q58467,Q747074
Q58472,Q747074
Q58477,Q747074
Q58491,Q747074
Q58498,Q747074
Q58503,Q747074
Q58510,Q747074
Q58513,Q747074
Q58544,Q747074
Q58547,Q747074
Q58564,Q747074
Q58580,Q747074
Q58582,Q747074
Q58617,Q747074
Q58622,Q747074
Q58624,Q747074
Q58629,Q747074
Q58633,Q747074
Q58637,Q747074
Q58918,Q747074
Q58920,Q747074
Q58925,Q747074
Q58927,Q747074
Q58932,Q747074
Q121819,Q667509
Q121819,Q1802801
Q166009,Q562061
Q166009,Q667509
Q255012,Q667509
Q255012,Q13539802
Q446127,Q4167410
Q499139,Q747074
Q643744,Q562061
Q643744,Q667509
Q662757,Q667509
Q662757,Q13539802
Q663774,Q667509
Q663774,Q1802801
Q677235,Q667509
Q677235,Q1802801
Q677374,Q667509
Q677374,Q1802801
Q678019,Q667509
Q678019,Q1802801
Q678589,Q667509
Q678589,Q1802801
Q678651,Q667509
Q678651,Q1802801
Q678823,Q562061
Q678823,Q667509
Q678987,Q667509
Q678987,Q1802801
Q681330,Q667509
Q681330,Q1802801
Q683084,Q667509
Q683084,Q1802801
Q687414,Q667509
Q687414,Q1802801
Q692598,Q667509
Q692598,Q13539802
Q693699,Q667509
Q693699,Q1802801
Q693699,Q17376095
Q693699,Q19730508
Q700304,Q667509
Q700304,Q1802801
Q876227,Q562061
Q876227,Q667509
Q72776,Q747074
Q72783,Q747074
Q6737,Q515
Q6737,Q747074
Q54965,Q747074
Q58549,Q747074
Q58550,Q747074
Q58554,Q747074
Q58556,Q747074
Q58567,Q747074
Q58569,Q747074
Q58574,Q747074
Q58578,Q747074
Q58581,Q747074
Q58585,Q747074
Q58589,Q747074
Q58591,Q747074
Q58595,Q747074
Q58598,Q747074
Q58666,Q747074
Q58671,Q747074
Q58687,Q747074
Q58690,Q747074
Q58693,Q747074
Q58706,Q747074
Q58714,Q747074
Q58719,Q747074
Q58722,Q747074
Q58739,Q747074
Q58741,Q747074
Q58744,Q747074
Q58749,Q747074
Q58752,Q747074
Q58763,Q747074
Q58766,Q747074
Q58769,Q747074
Q58772,Q747074
Q58775,Q747074
Q58796,Q747074
Q58798,Q747074
Q58800,Q747074
Q58802,Q747074
Q58807,Q747074
Q58820,Q747074
Q58824,Q747074
Q58827,Q747074
Q58829,Q954172
Q58831,Q747074
Q58839,Q747074
Q58841,Q747074
Q58844,Q747074
Q58846,Q747074
Q58849,Q747074
Q58859,Q747074
Q58864,Q747074
Q58867,Q747074
Q58883,Q747074
Q58885,Q747074
Q58890,Q747074
Q58891,Q747074
Q58894,Q747074
Q58895,Q747074
Q58897,Q747074
Q58898,Q747074
Q58901,Q747074
Q58902,Q747074
Q58905,Q747074
Q58906,Q747074
Q58909,Q954172
Q58911,Q747074
Q71603,Q747074
Q71610,Q747074
Q71614,Q954172
Q71617,Q747074
Q71628,Q747074
Q71832,Q747074
Q71838,Q747074
Q71845,Q747074
Q71851,Q747074
Q71857,Q747074
Q71888,Q747074
Q71896,Q747074
Q71902,Q747074
Q71907,Q747074
Q71913,Q747074
Q71917,Q747074
Q71935,Q747074
Q71940,Q747074
Q71945,Q747074
Q71967,Q747074
Q71972,Q747074
Q72009,Q747074
Q72018,Q747074
Q72069,Q747074
Q72125,Q747074
Q72125,Q1549591
Q72130,Q747074
Q72134,Q747074
Q72438,Q747074
Q72443,Q747074
Q72732,Q747074
Q72772,Q747074
Q19272,Q747074
Q43332,Q839954
Q43332,Q15661340
Q72030,Q747074
Q72036,Q747074
Q72065,Q747074
Q72097,Q747074
Q72111,Q747074
Q72114,Q747074
Q72118,Q747074
Q72122,Q747074
Q72138,Q747074
Q72142,Q747074
Q72146,Q747074
Q72221,Q747074
Q72227,Q747074
Q72233,Q747074
Q72239,Q747074
Q72253,Q747074
Q72258,Q747074
Q72272,Q747074
Q72279,Q747074
Q72288,Q747074
Q72293,Q747074
Q72342,Q747074
Q72346,Q747074
Q72351,Q747074
Q72356,Q747074
Q72356,Q839954
Q72377,Q747074
Q72403,Q747074
Q72414,Q747074
Q72425,Q747074
Q72432,Q747074
Q72449,Q747074
Q72490,Q747074
Q72497,Q747074
Q72503,Q747074
Q72514,Q747074
Q72527,Q747074
Q72559,Q747074
Q72565,Q747074
Q72585,Q747074
Q72592,Q747074
Q72602,Q747074
Q72619,Q747074
Q72641,Q747074
Q72644,Q954172
Q72666,Q747074
Q72672,Q747074
Q72679,Q747074
Q72708,Q747074
Q72712,Q747074
Q72719,Q747074
Q72723,Q747074
Q72728,Q747074
Q80537,Q747074
Q80544,Q747074
Q80547,Q747074
Q80554,Q747074
Q80558,Q747074
Q80563,Q747074
Q80568,Q747074
Q80574,Q747074
Q80580,Q747074
Q80586,Q747074
Q80591,Q747074
Q80599,Q747074
Q80647,Q747074
Q80652,Q747074
Q80655,Q747074
Q80661,Q747074
Q80663,Q747074
Q80669,Q747074
Q80685,Q747074
Q80709,Q747074
Q80715,Q747074
Q80721,Q747074
Q80734,Q747074
Q80737,Q747074
Q80743,Q747074
Q80746,Q747074
Q80750,Q747074
Q80753,Q747074
Q80757,Q747074
Q80770,Q747074
Q80773,Q747074
Q80781,Q747074
Q80785,Q954172
Q80787,Q747074
Q80829,Q747074
Q80834,Q747074
Q80957,Q747074
Q80961,Q747074
Q80963,Q747074
Q80969,Q747074
Q80972,Q747074
Q81782,Q747074
Q81786,Q747074
Q81805,Q747074
Q81808,Q747074
Q81814,Q747074
Q1083,Q515
Q1083,Q747074
Q1083,Q1549591
Q42446,Q747074
Q49716,Q747074
Q80778,Q747074
Q80881,Q747074
Q80883,Q747074
Q80885,Q747074
Q80887,Q747074
Q80888,Q747074
Q80893,Q747074
Q80896,Q747074
Q80941,Q747074
Q80997,Q747074
Q80999,Q747074
Q81004,Q747074
Q81010,Q747074
Q81013,Q747074
Q81016,Q747074
Q81049,Q747074
Q81053,Q747074
Q81055,Q747074
Q81057,Q747074
Q81060,Q747074
Q81062,Q747074
Q81072,Q954172
Q81077,Q747074
Q81080,Q747074
Q81085,Q747074
Q81089,Q747074
Q81138,Q747074
Q81141,Q747074
Q81146,Q747074
Q81151,Q747074
Q81155,Q954172
Q81160,Q747074
Q81161,Q747074
Q81164,Q747074
Q81167,Q747074
Q81258,Q747074
Q81263,Q747074
Q81267,Q747074
Q81283,Q747074
Q81290,Q747074
Q81296,Q747074
Q81311,Q747074
Q81325,Q747074
Q81330,Q747074
Q81333,Q747074
Q81338,Q747074
Q81341,Q747074
Q81345,Q747074
Q81349,Q747074
Q81355,Q747074
Q81358,Q747074
Q81427,Q747074
Q81434,Q747074
Q81439,Q747074
Q81446,Q747074
Q81450,Q747074
Q81453,Q747074
Q81458,Q747074
Q81462,Q747074
Q81467,Q747074
Q81470,Q747074
Q81474,Q747074
Q81479,Q747074
Q81486,Q747074
Q81535,Q747074
Q81540,Q747074
Q81544,Q747074
Q81553,Q747074
Q81558,Q747074
Q81565,Q747074
Q81579,Q747074
Q81585,Q747074
Q81588,Q747074
Q81600,Q747074
Q81605,Q747074
Q81608,Q747074
Q81622,Q747074
Q81628,Q747074
Q81648,Q747074
Q81654,Q747074
Q81658,Q747074
Q81662,Q747074
Q81681,Q747074
Q81687,Q747074
Q81688,Q747074
Q81695,Q747074
Q81699,Q747074
Q81705,Q747074
Q81708,Q747074
Q81723,Q747074
Q81728,Q747074
Q81730,Q747074
Q81733,Q747074
Q81755,Q747074
Q81761,Q747074
Q81765,Q747074
Q81776,Q747074
Q677506,Q667509
Q678170,Q562061
Q678170,Q667509
Q678423,Q667509
Q678423,Q1802801
Q678956,Q562061
Q678956,Q667509
Q679044,Q667509
Q679044,Q1802801
Q679235,Q667509
Q679235,Q1802801
Q680345,Q667509
Q680345,Q1802801
Q680534,Q667509
Q680534,Q1802801
Q681137,Q667509
Q681137,Q1802801
Q681309,Q562061
Q681309,Q667509
Q681320,Q667509
Q681320,Q1802801
Q682796,Q667509
Q682796,Q1802801
Q682974,Q667509
Q682974,Q1802801
Q683099,Q667509
Q683099,Q1802801
Q683108,Q562061
Q683108,Q667509
Q683214,Q667509
Q683214,Q1802801
Q683270,Q562061
Q683270,Q667509
Q684884,Q562061
Q684884,Q667509
Q686331,Q562061
Q686331,Q667509
Q687255,Q562061
Q687255,Q667509
Q693796,Q562061
Q693796,Q667509
Q693925,Q667509
Q693925,Q1802801
Q696222,Q667509
Q696222,Q1802801
Q700177,Q667509
Q700177,Q1802801
Q876218,Q667509
Q876218,Q1802801
Q12564974,
Q13395,Q747074
Q51780,Q1569167
Q51780,Q2750142
Q51780,Q3658341
Q51780,Q15711870
Q51780,Q15773317
Q51780,Q33125444
Q51780,Q89050960
Q80851,Q747074
Q80867,Q747074
Q80870,Q747074
Q80878,Q747074
Q80898,Q747074
Q80933,Q747074
Q80944,Q747074
Q80948,Q747074
Q80954,Q747074
Q119066,Q747074
Q159474,Q747074
Q159485,Q747074
Q159498,Q747074
Q159510,Q747074
Q159520,Q747074
Q159529,Q747074
Q159678,Q747074
Q159685,Q747074
Q159689,Q747074
Q159696,Q747074
Q159703,Q747074
Q159710,Q747074
Q160243,Q747074
Q160253,Q747074
Q160262,Q747074
Q160275,Q747074
Q160282,Q747074
Q160963,Q747074
Q161685,Q747074
Q161694,Q747074
Q161698,Q747074
Q161716,Q747074
Q175903,Q515
Q175903,Q747074
Q175939,Q747074
Q175956,Q747074
Q175961,Q747074
Q176150,Q747074
Q176155,Q747074
Q176162,Q747074
Q176171,Q747074
Q176180,Q747074
Q177666,Q747074
Q177684,Q747074
Q177695,Q747074
Q177713,Q747074
Q177728,Q747074
Q180050,Q747074
Q180064,Q747074
Q180074,Q747074
Q180259,Q747074
Q180271,Q747074
Q180295,Q747074
Q180314,Q747074
Q180355,Q747074
Q251325,Q667509
Q251325,Q13539802
Q259710,Q667509
Q259710,Q1802801
Q263457,Q667509
Q263457,Q1802801
Q265731,Q667509
