qid,p31
Q265731,Q1802801
Q542915,Q562061
Q542915,Q667509
Q661811,Q562061
Q661811,Q667509
Q666759,Q667509
Q666759,Q1802801
Q666870,Q667509
Q666870,Q1802801
Q667013,Q667509
Q667013,Q1802801
Q667479,Q667509
Q667479,Q1802801
Q667857,Q562061
Q667857,Q667509
Q671307,Q562061
Q671307,Q667509
Q671432,Q667509
Q671432,Q1802801
Q671466,Q562061
Q671466,Q667509
Q672675,Q667509
Q672675,Q1802801
Q673008,Q562061
Q673008,Q667509
Q676635,Q562061
Q676635,Q667509
Q677293,Q562061
Q677293,Q667509
Q677506,Q562061
Q13396,Q747074
Q118085,Q747074
Q128052,Q747074
Q128057,Q747074
Q128060,Q747074
Q128092,Q747074
Q128230,Q747074
Q138823,Q747074
Q160950,Q747074
Q160954,Q747074
Q160959,Q747074
Q161657,Q747074
Q177741,Q747074
Q179999,Q747074
Q180015,Q747074
Q180032,Q747074
Q187540,Q667509
Q187540,Q1802801
Q187556,Q667509
Q187556,Q1802801
Q187574,Q667509
Q187574,Q1802801
Q224053,Q747074
Q224068,Q747074
Q224073,Q747074
Q224080,Q747074
Q224084,Q747074
Q224109,Q747074
Q224116,Q747074
Q224131,Q747074
Q224172,Q3957
Q224172,Q747074
Q224293,Q747074
Q224297,Q747074
Q224300,Q747074
Q224302,Q747074
Q224316,Q747074
Q224320,Q747074
Q224323,Q747074
Q224328,Q747074
Q224333,Q747074
Q224336,Q747074
Q224405,Q747074
Q224430,Q747074
Q224439,Q747074
Q224487,Q747074
Q224521,Q747074
Q224555,Q747074
Q224587,Q747074
Q224627,Q747074
Q224671,Q747074
Q224692,Q747074
Q224697,Q747074
Q224705,Q747074
Q244502,Q562061
Q244502,Q667509
Q251065,Q667509
Q251065,Q6882870
Q251065,Q13539802
Q257539,Q667509
Q257539,Q1802801
Q262951,Q667509
Q262951,Q1802801
Q262951,Q6882870
Q283963,Q667509
Q283963,Q1802801
Q304293,Q562061
Q304293,Q667509
Q331264,Q667509
Q331264,Q1802801
Q359324,Q562061
Q359324,Q667509
Q383351,Q562061
Q383351,Q667509
Q383351,Q990488
Q383351,Q1595408
Q383362,Q667509
Q383362,Q1802801
Q383362,Q19347965
Q403420,Q667509
Q403420,Q1802801
Q403482,Q667509
Q403482,Q1802801
Q436717,Q667509
Q436717,Q1802801
Q437399,Q667509
Q437399,Q1802801
Q437419,Q562061
Q437419,Q667509
Q470154,Q667509
Q470154,Q1802801
Q537922,Q562061
Q537922,Q667509
Q542740,Q562061
Q542740,Q667509
Q543940,Q562061
Q543940,Q667509
Q618312,Q667509
Q618312,Q1802801
Q639728,Q667509
Q639728,Q1802801
Q664631,Q562061
Q664631,Q667509
Q670374,Q667509
Q670374,Q1802801
Q670428,Q667509
Q670428,Q1802801
Q671502,Q667509
Q671502,Q1802801
Q672077,Q667509
Q672077,Q1802801
Q672441,Q562061
Q672441,Q667509
Q672639,Q667509
Q672639,Q1802801
Q678836,Q667509
Q678836,Q1802801
Q679371,Q667509
Q679371,Q1802801
Q680044,Q667509
Q680044,Q1802801
Q681099,Q562061
Q681099,Q667509
Q682237,Q562061
Q682237,Q667509
Q687471,Q667509
Q687471,Q1802801
Q688033,Q667509
Q688033,Q1802801
Q688044,Q667509
Q688044,Q1802801
Q688044,Q11183787
Q690150,Q562061
Q690150,Q667509
Q690159,Q562061
Q690159,Q667509
Q690159,Q11183787
Q691130,Q667509
Q691130,Q1802801
Q693112,Q667509
Q693112,Q1802801
Q693471,Q562061
Q693471,Q667509
Q693475,Q667509
Q693475,Q1802801
Q693516,Q667509
Q693516,Q1802801
Q693550,Q667509
Q693550,Q1802801
Q695945,Q667509
Q695945,Q1802801
Q696141,Q667509
Q696141,Q1802801
Q696216,Q667509
Q696216,Q1802801
Q698465,Q667509
Q698465,Q902814
Q698465,Q13539802
Q698465,Q67123843
Q803958,Q667509
Q871451,Q562061
Q871451,Q667509
Q177726,Q747074
Q189236,Q747074
Q191115,Q747074
Q204106,Q747074
Q224039,Q747074
Q224043,Q747074
Q224136,Q747074
Q224139,Q747074
Q239180,Q747074
Q241659,Q747074
Q241680,Q747074
Q241693,Q747074
Q241708,Q747074
Q241717,Q747074
Q241725,Q747074
Q241733,Q747074
Q241744,Q747074
Q241758,Q747074
Q241770,Q747074
Q241780,Q747074
Q241899,Q747074
Q241911,Q747074
Q241922,Q747074
Q241931,Q747074
Q241968,Q747074
Q241990,Q747074
Q242000,Q747074
Q242007,Q747074
Q242105,Q747074
Q242114,Q747074
Q242120,Q747074
Q242126,Q747074
Q242553,Q747074
Q242661,Q747074
Q242668,Q747074
Q242675,Q747074
Q242683,Q747074
Q242692,Q747074
Q242703,Q747074
Q242710,Q954172
Q242720,Q747074
Q242779,Q747074
Q242784,Q747074
Q242793,Q747074
Q242807,Q747074
Q242844,Q747074
Q243500,Q747074
Q243509,Q747074
Q243514,Q747074
Q243521,Q747074
Q243525,Q747074
Q259893,Q667509
Q259893,Q13539802
Q260002,Q667509
Q260002,Q1802801
Q281590,Q667509
Q281590,Q1802801
Q284596,Q667509
Q284596,Q13539802
Q368380,Q667509
Q368380,Q1802801
Q368380,Q19347965
Q388308,Q667509
Q388308,Q1802801
Q406246,Q4167410
Q416547,Q4167410
Q475320,Q667509
Q475320,Q1802801
Q513647,Q562061
Q513647,Q667509
Q547994,Q667509
Q547994,Q1802801
Q573106,Q667509
Q573106,Q13539802
Q665198,Q667509
Q665198,Q13539802
Q669855,Q667509
Q669855,Q1802801
Q669985,Q667509
Q669985,Q19347965
Q670402,Q667509
Q670402,Q1802801
Q671656,Q667509
Q671656,Q1802801
Q671656,Q19347965
Q672114,Q667509
Q672114,Q1802801
Q672143,Q667509
Q672143,Q1802801
Q672464,Q562061
Q672464,Q667509
Q672629,Q667509
Q672629,Q13539802
Q672662,Q667509
Q672662,Q1802801
Q672717,Q667509
Q672717,Q13539802
Q674462,Q667509
Q674462,Q1802801
Q674721,Q562061
Q674721,Q667509
Q687487,Q667509
Q687487,Q1802801
Q687622,Q562061
Q687622,Q667509
Q687746,Q667509
Q687746,Q19347965
Q688025,Q1802801
Q688025,Q19347965
Q688117,Q667509
Q688117,Q1802801
Q688235,Q667509
Q688235,Q1802801
Q688242,Q667509
Q688242,Q1802801
Q688251,Q562061
Q688251,Q667509
Q688291,Q667509
Q688291,Q1802801
Q689153,Q667509
Q689153,Q1802801
Q689653,Q562061
Q689653,Q667509
Q689692,Q1802801
Q689692,Q19347965
Q689698,Q667509
Q689698,Q1802801
Q689715,Q562061
Q689715,Q667509
Q690056,Q667509
Q690056,Q1802801
Q690071,Q667509
Q690071,Q1802801
Q690957,Q562061
Q690957,Q667509
Q691080,Q667509
Q691080,Q1802801
Q691142,Q667509
Q691142,Q1802801
Q691204,Q667509
Q691204,Q1802801
Q693208,Q667509
Q693208,Q1802801
Q693303,Q667509
Q693303,Q1802801
Q693318,Q667509
Q693318,Q1802801
Q696164,Q3957
Q696164,Q667509
Q142195,Q747074
Q212301,Q667509
Q212301,Q1802801
Q212301,Q19347965
Q242870,Q747074
Q242878,Q747074
Q242893,Q747074
Q242901,Q747074
Q242917,Q747074
Q242926,Q747074
Q242935,Q747074
Q242942,Q747074
Q242954,Q747074
Q242965,Q747074
Q242980,Q747074
Q242990,Q747074
Q242998,Q747074
Q243008,Q747074
Q243015,Q747074
Q243022,Q747074
Q243094,Q747074
Q243101,Q747074
Q243109,Q747074
Q243128,Q747074
Q243133,Q747074
Q243143,Q747074
Q243148,Q747074
Q243152,Q747074
Q243168,Q747074
Q243172,Q747074
Q243182,Q747074
Q243188,Q747074
Q243195,Q747074
Q243199,Q747074
Q243207,Q747074
Q243210,Q747074
Q243216,Q747074
Q243220,Q747074
Q243228,Q747074
Q243236,Q747074
Q243243,Q747074
Q243271,Q747074
Q243311,Q747074
Q243324,Q747074
Q243346,Q747074
Q243364,Q747074
Q243371,Q747074
Q243377,Q747074
Q243408,Q747074
Q243416,Q747074
Q243425,Q747074
Q243446,Q747074
Q432479,Q667509
Q432479,Q1802801
Q432479,Q19347965
Q522963,Q562061
Q522963,Q667509
Q525874,Q667509
Q525874,Q1802801
Q525874,Q11183787
Q525874,Q19347965
Q528286,Q667509
Q528286,Q1802801
Q569134,Q667509
Q569134,Q1802801
Q587629,Q667509
Q587629,Q1802801
Q608977,Q667509
Q608977,Q13539802
Q643600,Q667509
Q643600,Q13539802
Q661272,Q667509
Q661272,Q13539802
Q661519,Q667509
Q661519,Q13539802
Q666739,Q562061
Q666739,Q667509
Q671911,Q667509
Q671911,Q1802801
Q671911,Q19347965
Q672097,Q667509
Q672097,Q1802801
Q672576,Q562061
Q672576,Q667509
Q673052,Q562061
Q673052,Q667509
Q680274,Q667509
Q680274,Q1802801
Q687172,Q667509
Q687172,Q1802801
Q687679,Q667509
Q687679,Q1802801
Q687722,Q667509
Q687722,Q1802801
Q687781,Q667509
Q687781,Q1802801
Q687873,Q667509
Q687873,Q1802801
Q688057,Q667509
Q688057,Q1802801
Q688075,Q562061
Q688075,Q667509
Q688215,Q667509
Q688215,Q1802801
Q688221,Q667509
Q688221,Q1802801
Q688285,Q667509
Q688285,Q1802801
Q688298,Q667509
Q688298,Q1802801
Q688298,Q19730508
Q688307,Q667509
Q688307,Q1802801
Q689355,Q667509
Q689355,Q1802801
Q689370,Q667509
Q689370,Q1802801
Q689372,Q667509
Q689372,Q1802801
Q689376,Q667509
Q689376,Q1802801
Q689455,Q667509
Q689455,Q1802801
Q689478,Q667509
Q689478,Q1802801
Q689704,Q562061
Q689704,Q667509
Q689726,Q667509
Q690031,Q667509
Q690031,Q1802801
Q690897,Q667509
Q690897,Q1802801
Q690970,Q667509
Q690970,Q1802801
Q691104,Q667509
Q691104,Q1802801
Q691262,Q562061
Q691262,Q667509
Q693133,Q562061
Q693133,Q667509
Q693489,Q667509
Q693489,Q1802801
Q696181,Q562061
Q696181,Q667509
Q696185,Q667509
Q696185,Q1802801
Q700195,Q667509
Q700195,Q1802801
Q700597,Q562061
Q700597,Q667509
Q700597,Q11183787
Q701193,Q667509
Q701193,Q1802801
Q701413,Q667509
Q701413,Q1802801
Q876341,Q667509
Q876341,Q1802801
Q18400,Q747074
Q19326,Q747074
Q42466,Q747074
Q116370,Q747074
Q116377,Q747074
Q116390,Q747074
Q116399,Q747074
Q116404,Q747074
Q116415,Q747074
Q116423,Q747074
Q116431,Q747074
Q116440,Q747074
Q116531,Q747074
Q116537,Q747074
Q116545,Q747074
Q116552,Q747074
Q116559,Q747074
Q116902,Q747074
Q116937,Q747074
Q116943,Q747074
Q116948,Q747074
Q117368,Q747074
Q117498,Q747074
Q117509,Q747074
Q117518,Q747074
Q117579,Q747074
Q117585,Q747074
Q117593,Q747074
Q117602,Q747074
Q117612,Q747074
Q117621,Q747074
Q120046,Q667509
Q120046,Q1802801
Q140255,Q747074
Q143674,Q747074
Q190963,Q747074
Q242133,Q747074
Q242139,Q747074
Q242505,Q747074
Q242513,Q747074
Q242521,Q747074
Q242533,Q747074
Q242618,Q747074
Q242622,Q747074
Q242637,Q747074
Q242645,Q747074
Q243458,Q747074
Q243467,Q747074
Q243488,Q747074
Q243493,Q747074
Q243497,Q747074
Q263023,Q667509
Q263023,Q1802801
Q368598,Q667509
Q368598,Q13539802
Q522886,Q562061
Q522886,Q667509
Q547347,Q667509
Q547347,Q1802801
Q580618,Q667509
Q580618,Q1802801
Q595270,Q1802801
Q595270,Q19347965
Q632374,Q667509
Q632374,Q1802801
Q661816,Q667509
Q661816,Q1802801
Q664645,Q667509
Q664645,Q1802801
Q669529,Q562061
Q669529,Q667509
Q670389,Q667509
Q670389,Q1802801
Q670412,Q667509
Q670412,Q1802801
Q673002,Q562061
Q673002,Q667509
Q673333,Q562061
Q673333,Q667509
Q679484,Q667509
Q679484,Q1802801
Q686106,Q667509
Q686106,Q1802801
Q687764,Q667509
Q687764,Q1802801
Q687795,Q667509
Q687795,Q1802801
Q687795,Q19347965
Q687846,Q667509
Q687846,Q1802801
Q687996,Q562061
Q687996,Q667509
Q688004,Q667509
Q688053,Q667509
Q688053,Q1802801
Q688079,Q667509
Q688079,Q1802801
Q688083,Q667509
Q688083,Q1802801
Q688131,Q667509
Q688131,Q19347965
Q688158,Q667509
Q688158,Q1802801
Q688362,Q667509
Q688362,Q1802801
Q689346,Q667509
Q689346,Q1802801
Q689430,Q667509
Q689430,Q1802801
Q689444,Q667509
Q689444,Q1802801
Q689444,Q11183787
Q689616,Q667509
Q689616,Q1802801
Q689626,Q667509
Q689626,Q1802801
Q689675,Q667509
Q689675,Q1802801
Q691043,Q1802801
Q691043,Q19347965
Q691053,Q562061
Q691053,Q667509
Q691091,Q667509
Q691091,Q1802801
Q691165,Q562061
Q691165,Q667509
Q691165,Q19730508
Q691221,Q667509
Q691232,Q667509
Q691232,Q1802801
Q693166,Q667509
Q693166,Q1802801
Q693329,Q667509
Q693329,Q1802801
Q693405,Q667509
Q693405,Q1802801
Q696204,Q667509
Q696204,Q1802801
Q696992,Q562061
Q696992,Q667509
Q700190,Q667509
Q700190,Q1802801
Q701163,Q1802801
Q701163,Q19347965
Q701409,Q667509
Q701409,Q1802801
Q701416,Q667509
Q701437,Q667509
Q701437,Q1802801
Q12559472,
Q116564,Q747074
Q116573,Q747074
Q116584,Q747074
Q116592,Q747074
Q116604,Q747074
Q116651,Q747074
Q116660,Q747074
Q116698,Q747074
Q116731,Q747074
Q116742,Q747074
Q116746,Q747074
Q116758,Q747074
Q116828,Q747074
Q116952,Q747074
Q116956,Q747074
Q116961,Q747074
Q116964,Q747074
Q116967,Q747074
Q116976,Q747074
Q116989,Q747074
Q117032,Q747074
Q117119,Q747074
Q117128,Q747074
Q117135,Q747074
Q117178,Q747074
Q117189,Q747074
Q117198,Q747074
Q117204,Q747074
Q117211,Q747074
Q117218,Q747074
Q117226,Q747074
Q117236,Q747074
Q117242,Q747074
Q117303,Q747074
Q117312,Q747074
Q117319,Q747074
Q117327,Q747074
Q117333,Q747074
Q117342,Q747074
Q117354,Q747074
Q117362,Q747074
Q117388,Q747074
Q117395,Q747074
Q117404,Q747074
Q117454,Q747074
Q117461,Q747074
Q117471,Q747074
Q117492,Q747074
Q123662,Q667509
Q123662,Q1802801
Q176565,Q667509
Q176565,Q1802801
Q245005,
Q255939,Q667509
Q255939,Q1802801
Q263328,Q667509
Q263328,Q1802801
Q337966,Q562061
Q337966,Q667509
Q513931,Q667509
Q513931,Q1802801
Q513931,Q19347965
Q521506,Q667509
Q521506,Q1802801
Q595680,Q667509
Q595680,Q1802801
Q639181,Q562061
Q639181,Q667509
Q641624,Q667509
Q641624,Q1802801
Q672156,Q667509
Q672156,Q1802801
Q672265,Q562061
Q672265,Q667509
Q675642,Q667509
Q675642,Q1802801
Q675642,Q19347965
Q675678,Q667509
Q675678,Q853252
Q675678,Q13539802
Q679422,Q562061
Q679422,Q667509
Q684426,Q562061
Q684426,Q667509
Q687561,Q667509
Q687561,Q1802801
Q687575,Q667509
Q687575,Q1802801
Q687595,Q1802801
Q687595,Q134514235
Q687817,Q667509
Q687817,Q1802801
Q687943,Q562061
Q687943,Q667509
Q687988,Q667509
Q687988,Q1802801
Q688040,Q667509
Q688040,Q1802801
Q688040,Q11183787
Q688049,Q667509
Q688049,Q1802801
Q688066,Q667509
Q688066,Q1802801
Q688098,Q667509
Q688098,Q1802801
Q688105,Q667509
Q688105,Q1802801
Q688111,Q667509
Q688111,Q1802801
Q688145,Q667509
Q688145,Q1802801
Q688145,Q3257686
Q688256,Q667509
Q688256,Q1802801
Q688260,Q667509
Q688260,Q1802801
Q688267,Q667509
Q688267,Q1802801
Q688267,Q19730508
Q689142,Q562061
Q689142,Q667509
Q689336,Q667509
Q689336,Q1802801
Q689342,Q562061
Q689342,Q667509
Q689440,Q667509
Q689440,Q1802801
Q689467,Q667509
Q689467,Q19347965
Q689472,Q562061
Q689472,Q667509
Q689607,Q667509
Q689607,Q1802801
Q690136,Q667509
Q690136,Q1802801
Q690858,Q667509
Q690858,Q1802801
Q691065,Q562061
Q691065,Q667509
Q691121,Q667509
Q691121,Q1802801
Q691181,Q667509
Q691181,Q1802801
Q696235,Q562061
Q696235,Q667509
Q696240,Q667509
Q696240,Q1802801
Q701378,Q667509
Q701378,Q1802801
Q701747,Q667509
Q701747,Q1802801
Q876296,Q562061
Q876296,Q667509
Q876396,Q562061
Q876396,Q667509
Q25481342,
Q13413,Q747074
Q24848,Q747074
Q24850,Q747074
Q24858,Q747074
Q24859,Q747074
Q24868,Q747074
Q24873,Q747074
Q24877,Q747074
Q24883,Q747074
Q24896,Q747074
Q24908,Q3685476
Q24908,Q3835961
Q24912,Q747074
Q24918,Q747074
Q24924,Q747074
Q24937,Q747074
Q24967,Q747074
Q24973,Q747074
Q25009,Q747074
Q25025,Q747074
Q25031,Q747074
Q25036,Q747074
Q25045,Q747074
Q25050,Q747074
Q25076,Q747074
Q25084,Q747074
Q25124,Q747074
Q25126,Q747074
Q25127,Q747074
Q25136,Q747074
Q25179,Q747074
Q25181,Q747074
Q25215,Q747074
Q25216,Q747074
Q25217,Q747074
Q25219,Q747074
Q50197,Q747074
Q116706,Q747074
Q116716,Q747074
Q116724,Q747074
Q116819,Q747074
Q116836,Q188443
Q116836,Q747074
Q116840,Q747074
Q116844,Q747074
Q116859,Q747074
Q116884,Q747074
Q167011,Q562061
Q167011,Q667509
Q167602,Q562061
Q167602,Q667509
Q176887,Q667509
Q176887,Q1802801
Q254221,Q667509
Q254221,Q13539802
Q430345,Q667509
Q430345,Q1802801
Q507481,Q667509
Q507481,Q1802801
Q599298,Q11183787
Q653631,Q667509
Q653631,Q1802801
Q659818,Q562061
Q659818,Q667509
Q668631,Q667509
Q668631,Q13539802
Q672131,Q667509
Q672131,Q1802801
Q672280,Q667509
Q672280,Q19347965
Q672498,Q667509
Q672498,Q902814
Q672498,Q1802801
Q672808,Q667509
Q672808,Q1802801
Q672808,Q19347965
Q676033,Q667509
Q676033,Q1802801
Q682864,Q562061
Q682864,Q667509
Q685128,Q562061
Q685128,Q667509
Q687516,Q667509
Q687516,Q1802801
Q687516,Q19347965
Q687610,Q667509
Q687610,Q1802801
Q687610,Q11183787
Q687657,Q667509
Q687657,Q1802801
Q687706,Q562061
Q687706,Q667509
Q687730,Q667509
Q687730,Q1802801
Q688091,Q667509
Q688091,Q1802801
Q688126,Q562061
Q688126,Q667509
Q688139,Q19730508
Q688173,Q667509
Q688173,Q1802801
Q688173,Q19730508
Q688326,Q562061
Q688326,Q667509
Q688974,Q667509
Q688974,Q1802801
Q689135,Q667509
Q689135,Q1802801
Q689147,Q667509
Q689147,Q1802801
Q689161,Q667509
Q689161,Q1802801
Q689361,Q667509
Q689361,Q1802801
Q689460,Q667509
Q689460,Q1802801
Q689681,Q667509
Q689681,Q1802801
Q689686,Q667509
Q689686,Q1802801
Q689734,Q667509
Q689734,Q1802801
Q690036,Q562061
Q690036,Q667509
Q690064,Q667509
Q690064,Q1802801
Q690144,Q562061
Q690144,Q667509
Q690920,Q562061
Q690920,Q667509
Q691033,Q667509
Q691033,Q1802801
Q691274,Q562061
Q691274,Q667509
Q691331,Q562061
Q691331,Q667509
Q693223,Q667509
Q693223,Q1802801
Q693266,Q667509
Q693266,Q1802801
Q693422,Q667509
Q693422,Q1802801
Q696230,Q667509
Q696230,Q1802801
Q871426,Q19832712
Q876289,Q667509
Q876289,Q1802801
Q876326,Q667509
Q876326,Q1802801
Q876334,Q667509
Q876334,Q1802801
Q12531836,
Q25481347,
Q25503427,
Q25503429,
Q17244,Q747074
Q17246,Q747074
Q17249,Q747074
Q17251,Q3685476
Q17260,Q747074
Q24978,Q3685476
Q24986,Q747074
Q24991,Q747074
Q24997,Q747074
Q25056,Q747074
Q25066,Q747074
Q25071,Q747074
Q25133,Q747074
Q25137,Q747074
Q25142,Q747074
Q25145,Q747074
Q25155,Q747074
Q25160,Q747074
Q25165,Q747074
Q25166,Q747074
Q25170,Q747074
Q25171,Q747074
Q25172,Q747074
Q25174,Q747074
Q25175,Q747074
Q25176,Q747074
Q25183,Q747074
Q25184,Q3685476
Q25185,Q3685476
Q25187,Q747074
Q25189,Q1134686
Q25189,Q3685476
Q25192,Q747074
Q25193,Q747074
Q25194,Q747074
Q25195,Q747074
Q25196,Q747074
Q25197,Q1134686
Q25197,Q3685476
Q25199,Q747074
Q25202,Q747074
Q25203,Q747074
Q25204,Q747074
Q25205,Q747074
Q25206,Q747074
Q25208,Q747074
Q25209,Q747074
Q25210,Q747074
Q25211,Q747074
Q25212,Q747074
Q25213,Q747074
Q25214,Q747074
Q303156,Q562061
Q303156,Q667509
Q339667,Q667509
Q339667,Q1802801
Q377780,Q667509
Q377780,Q1802801
Q377780,Q19730508
Q571822,Q562061
Q571822,Q667509
Q657702,Q667509
Q657702,Q1802801
Q660453,Q667509
Q660453,Q13539802
Q669945,Q562061
Q669945,Q667509
Q670364,Q667509
Q670364,Q1802801
Q672041,Q667509
Q672041,Q1802801
Q672697,Q667509
Q672697,Q1802801
Q675834,Q667509
Q675834,Q13539802
Q687180,Q667509
Q687180,Q1802801
Q687430,Q562061
Q687430,Q667509
Q687443,Q667509
Q687443,Q1802801
Q687459,Q562061
Q687459,Q667509
Q687532,Q667509
Q687532,Q1802801
Q687532,Q19347965
Q687691,Q667509
Q687691,Q1802801
Q687691,Q19347965
Q687960,Q667509
Q687960,Q1802801
Q687974,Q11183787
Q688062,Q667509
Q688062,Q1802801
Q688070,Q667509
Q688070,Q1802801
Q688151,Q667509
Q688151,Q1802801
Q688166,Q11183787
Q688180,Q667509
Q688180,Q1802801
Q688227,Q667509
Q688227,Q1802801
Q688239,Q667509
Q688239,Q1802801
Q688274,Q667509
Q688274,Q1802801
Q688274,Q11183787
Q688274,Q19347965
Q688278,Q562061
Q688278,Q667509
Q688726,Q667509
Q688726,Q13539802
Q689451,Q667509
Q689451,Q1802801
Q689635,Q253019
Q689720,Q562061
Q689720,Q667509
Q690041,Q562061
Q690041,Q667509
Q690077,Q562061
Q690077,Q667509
Q690154,Q562061
Q690154,Q667509
Q691155,Q667509
Q691155,Q1802801
Q691290,Q667509
Q691290,Q1802801
Q691290,Q19347965
Q691305,Q562061
Q691305,Q667509
Q693141,Q667509
Q693141,Q1802801
Q693193,Q667509
Q693193,Q1802801
Q693433,Q667509
Q693433,Q1802801
Q693460,Q562061
Q693460,Q667509
Q693506,Q667509
Q693506,Q1802801
Q696148,Q1802801
Q696148,Q19347965
Q875641,Q667509
Q875641,Q13539802
Q876246,Q667509
Q876246,Q1802801
Q876380,Q562061
Q876380,Q667509
Q12531893,Q11410
Q12531894,
Q25481350,
Q17248,Q747074
Q17253,Q747074
Q17255,Q747074
Q17257,Q747074
Q17261,Q747074
Q17264,Q747074
Q17266,Q747074
Q17268,Q747074
Q17272,Q747074
Q17274,Q747074
Q17275,Q747074
Q17279,Q747074
Q17280,Q747074
Q17281,Q747074
Q17283,Q747074
Q17287,Q747074
Q17289,Q747074
Q17290,Q747074
Q17291,Q747074
Q17313,Q747074
Q17316,Q747074
Q17317,Q747074
Q17340,Q747074
Q17352,Q747074
Q17364,Q747074
Q17365,Q747074
Q17366,Q747074
Q17367,Q3685476
Q17368,Q747074
Q17369,Q747074
Q17371,Q747074
Q17372,Q747074
Q17373,Q747074
Q17374,Q747074
Q17375,Q747074
Q17689,Q747074
Q17690,Q747074
Q17691,Q747074
Q17692,Q747074
Q17694,Q747074
Q17695,Q747074
Q17696,Q747074
Q17697,Q747074
Q17698,Q747074
Q17699,Q747074
Q17701,Q747074
Q17702,Q747074
Q17703,Q747074
Q189268,Q667509
Q189268,Q13539802
Q191685,Q667509
Q191685,Q1802801
Q196908,Q1802801
Q196908,Q19347965
Q197030,Q667509
Q197030,Q1802801
Q231738,Q667509
Q231738,Q1802801
Q231738,Q19347965
Q257130,Q667509
Q257130,Q13539802
Q261216,Q667509
Q261216,Q13539802
Q293898,Q562061
Q293898,Q667509
Q330855,Q562061
Q330855,Q667509
Q333230,Q667509
Q333230,Q1802801
Q358645,Q667509
Q358645,Q1802801
Q383247,Q1802801
Q383247,Q17376095
Q388049,Q562061
Q388049,Q17376095
Q388049,Q19347965
Q402468,Q667509
Q402468,Q1802801
Q402468,Q17376095
Q402468,Q19347965
Q403728,Q667509
Q403728,Q1802801
Q410180,Q667509
Q410180,Q1802801
Q427763,Q562061
Q427763,Q667509
Q436729,Q562061
Q436729,Q667509
Q437073,Q562061
Q437073,Q667509
Q440718,Q667509
Q440718,Q13539802
Q443039,Q562061
Q443039,Q667509
Q445416,Q667509
Q445416,Q1802801
Q474607,Q562061
Q474607,Q667509
Q492434,Q562061
Q492434,Q667509
Q500485,Q747074
Q510429,Q667509
Q510429,Q1802801
Q575138,Q667509
Q575138,Q1802801
Q629862,Q667509
Q629862,Q1802801
Q647082,Q667509
Q647082,Q1802801
Q670748,Q667509
Q670748,Q1802801
Q671641,Q667509
Q671641,Q1802801
Q672707,Q562061
Q672707,Q667509
Q674516,Q562061
Q674516,Q667509
Q677454,Q667509
Q677454,Q1802801
Q679166,Q562061
Q679166,Q667509
Q681118,Q667509
Q681118,Q1802801
Q681187,Q667509
Q681187,Q1802801
Q681373,Q667509
Q681373,Q1802801
Q682766,Q562061
Q682766,Q667509
Q682993,Q562061
Q682993,Q667509
Q683202,Q667509
Q683202,Q1802801
Q687500,Q667509
Q687500,Q1802801
Q688017,Q667509
Q688017,Q1802801
Q688319,Q667509
Q688319,Q1802801
Q688319,Q11183787
Q689436,Q667509
Q689436,Q1802801
Q689664,Q562061
Q689664,Q667509
Q689708,Q667509
Q689708,Q1802801
Q693673,Q667509
Q693673,Q1802801
Q693770,Q667509
Q693770,Q1802801
Q12531897,
Q12532062,
Q12532067,
Q17294,Q747074
Q17296,Q747074
Q17299,Q747074
Q17300,Q747074
Q17301,Q747074
Q17306,Q747074
Q17308,Q747074
Q17310,Q747074
Q17311,Q747074
Q17312,Q747074
Q17318,Q747074
Q17321,Q747074
Q17322,Q747074
Q17324,Q747074
Q17326,Q747074
Q17327,Q747074
Q17329,Q747074
Q17330,Q747074
Q17336,Q747074
Q17337,Q747074
Q17338,Q747074
Q17339,Q747074
Q17347,Q747074
Q17348,Q747074
Q17349,Q747074
Q17350,Q747074
Q17351,Q1134686
Q17351,Q3685476
Q17376,Q747074
Q17377,Q1134686
Q17377,Q3685476
Q17378,Q747074
Q17379,Q747074
Q17380,Q747074
Q17382,Q747074
Q17383,Q747074
Q17384,Q747074
Q17385,Q747074
Q17386,Q747074
Q17388,Q747074
Q17389,Q747074
Q17390,Q747074
Q17398,Q747074
Q17399,Q747074
Q17400,Q747074
Q17401,Q747074
Q17402,Q747074
Q17403,Q747074
Q17404,Q747074
Q17405,Q747074
Q17649,Q747074
Q17650,Q747074
Q131128,Q515
Q131128,Q667509
Q131128,Q13539802
Q250189,Q562061
Q250189,Q667509
Q252674,Q562061
Q252674,Q667509
Q255175,Q667509
Q255175,Q13539802
Q259086,Q667509
Q259086,Q13539802
Q429034,Q667509
Q429034,Q1802801
Q515199,Q667509
Q515199,Q1802801
Q571248,Q667509
Q571248,Q1802801
Q594165,Q667509
Q594165,Q1802801
Q637008,Q667509
Q637008,Q1802801
Q640084,Q667509
Q640084,Q1802801
Q652120,Q667509
Q652120,Q1802801
Q660958,Q562061
Q660958,Q667509
Q663179,Q667509
Q663179,Q13539802
Q664012,Q667509
Q664012,Q1802801
Q665041,Q667509
Q665041,Q1802801
Q666030,Q667509
Q666030,Q1802801
Q666065,Q562061
Q666065,Q667509
Q667698,Q667509
Q667698,Q1802801
Q667831,Q667509
Q667831,Q1802801
Q668317,Q667509
Q668317,Q1802801
Q668720,Q562061
Q668720,Q667509
Q669402,Q667509
Q669402,Q1802801
Q669436,Q667509
